member,organization,program,ein,amount,agency,purpose
Hanks,"Port Richmond CERT & Rescue, Inc.",Council District 49,205073806,5000,DYCD,Funding will support various emergency services in Council District 49.
Aviles,"PortSide NewYork, Inc.",WaterStories & Mary A. Whalen Programs - Council District 38,200176184,10000,DYCD,Funds to support programs on and near our historic ship MARY A. WHALEN program. Page 120 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hanif,"Positive Tails, Inc.",,320410872,5000,DHMH,Fund to provide support for free veterinary and wellness clinics.
Wilson,"Poster House, Inc.",Programming for Deaf Community,611763737,5000,DYCD,Funds would go to supporting programming for the deaf community.
Encarnacion,"Power 4 Puerto Rico Education, Inc.",Council District 08,932063358,10500,DYCD,To support intergenerational cultural activities in Council District 08.
Banks,Power in the Pen Writers Workshop,Power in the Pencil - Council District 42,852409795,5000,DYCD,"Funding will support 'Power in the Pencil,' a writing enhancement and technology initiative providing targeted academic enrichment and digital literacy skills for high school students in Council District 42."
Williams,"Practical Knowledge, Inc.",Council District 27,921552648,5000,DYCD,Fund to support programming in Council District 27.
Restler,"Pratt Area Community Council, Inc.",Affording Housing - Council District 33,112451752,5000,HPD,Funds will help cover programming for assistance accessing affordable housing for residents in Council District 33.
Hudson,"Pratt Area Community Council, Inc.","Community Housing & Preservation, Economic Development & Merchant Organizing",112451752,10000,SBS,"Funding to support community housing and preservation programming, merchant organizing and strategizing regular events to increase business in Brooklyn."
Louis,"Pratt Area Community Council, Inc.",MWBE Support & Tenant Support - Council District 45,112451752,7000,DYCD,"Funds will support rapid-response online legal clinics, connections to benefits, and anti- eviction and anti-displacement outreach in Council District 45."
Osse,"Pratt Area Community Council, Inc.",Tenant Organizing & Affordable Housing Services - Council District 36,112451752,10000,HPD,Funding for Tenant Organizing and Affordable Housing services in Council District 36.
Speaker,Pratt Institute,,111630822,150000,SBS,"Funding to support research and analysis, to support the expansion of a pilot program to convert basements and cellars into safe and legal apartments, in collaboration with local stakeholders."
Hudson,Pratt Institute,Participatory Budgeting Outreach - Council District 35,111630822,5000,DYCD,"Funding for design, planning, and related work to promote Participatory Budgeting in Council District 35."
Farias,"Pregones Touring Puerto Rican Theatre Collection, Inc.",ABRAZO / EMBRACE Mental Health Program - Council District 18,133266893,10000,DCLA,"Funding to support ""ABRAZO / EMBRACE for Mental Health"" in Council District 18."
Carr,"Pride Center of Staten Island, Inc.",After-School Drop-in Program & LGBTQ Community Awareness Events,463358895,5000,DYCD,"Funding to support administrative, staffing and operational costs associates with running the organizations after-school drop-in program, and LGBTQ community awareness events."
Carr,"Pride Center of Staten Island, Inc.",Symposium Events,463358895,10000,DYCD,"Funds to be used for symposium events will include training on how to welcome and care for LGBTQIA+ patients, a roundtable with LGBTQIA+ affirming professionals, and the introduction of the Proud Provider Pledge."
Wilson,"Primary Stages Company, Inc.",Teen Initiatives,133258765,5000,DCLA,Funds will support special performances to NYC public schools.
Banks,Progressive Youths Soccer Club,Soccer Programming - Council District 42,272272990,20000,DYCD,"Funding will support youth soccer programming, athletic instruction, and mentorship initiatives designed to foster teamwork, leadership, and physical wellness for youth throughout Council District 42."
Morano,"Project Hospitality, Inc.",Senior Food Pantry - Council District 51,133234441,5000,DYCD,Funding to support Senior Food Pantry in Council District 51.
Lee,"Project Lead, Inc.",,133761446,5000,DYCD,"To help maintain and expand current programs and services, specifically the food pantry and food assistance programs."
Speaker,"Schulman Project Lead, Inc.",Central Queens Youth Empowerment,133761446,40000,DYCD,"Provide after-school and weekend activities for local youth, including leadership development, mentoring, recreation, book clubs, and career readiness workshops. Page 121 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Gennaro,"Project Lead, Inc.",Council District 24,133761446,7000,DYCD,"Funds will support operating expenses for a food pantry and soup kitchen in Rego Park, Council District 24, including staff, supplies, food, facility use, and insurance."
Schulman,"Project Lead, Inc.",Family Safety Net,133761446,29000,DYCD,"Funds will support families in need in the Central Queens area to receive services from the Emergency Food Pantry, community building activities for immigrant families and seniors services including home visitations and information/referral."
Dinowitz,"Project Media Zone, Inc.",Bronx Music Podcast & Bronx Gets Together,853511986,5000,DYCD,Funding to support the Bronx Music Podcast and The Bronx Gets Together.
Brewer,"Project Renewal, Inc.",Homeless Support & Community Safety Services - Council District 6,132602882,5000,DHS,Funds will support homeless and community safety programs in Council District 6.
Vernikov,Project Witness,,113456787,15000,DYCD,Funding will support educational programming that teaches Holocaust awareness and promotes a message of tolerance.
Dinowitz,Project Witness,Digital Learning Hub,113456787,5000,DYCD,Funding to support Project Witness Digital Learning Hub.
Felder,Project Witness,Project H.E.A.R.T. - Council District 44,113456787,30000,DYCD,Funds will be used for Project H.E.A.R.T. which provides a Holocaust curriculum for Junior High students attending Public Schools in Council District 44.
Joseph,"Prospect Lefferts Gardens Neighborhood Association, Inc.",Youth Services,237064386,7000,DYCD,"Funding will support programming for youth services in our community, including anti- violence, leadership development and a work, learn grow initiative."
Hanif,"Prospect Park Alliance, Inc.",Council District 39,112843763,9000,DPR,"To support Volunteers Program and Landscape Management department, which work in tandem to care for the natural areas of Prospect Park."
Speaker,"Prospect Park Alliance, Inc.",ReImagine Lefferts,112843763,40000,DPR,"Funding for the ReImagine Lefferts program, including historic research, community outreach and partnerships, and exhibit and program development."
Restler,"Public Utility Law Project of New York, Inc.",Utility Consumer Assistance & Advocacy - Council District 33,141634870,5000,DSS/HRA,To provide utility consumer assistance and advocacy for residents in Council District 33.
Farias,"Publicolor, Inc.",COLOR Club - Council District 18,133912768,20000,DCLA,Funding to support the COLOR Club in Council District 18.
De La Rosa,"Publicolor, Inc.",Paint Club Programming - Public School 098M Shorac Kappock (06M098),133912768,5000,DCLA,To support art programming at Public School 098M Shorac Kappock in Council District 10.
Wong,"Puppy Kitty NY City, Inc.",Care & Pet Adoptions - Council District 30,831059040,18000,DHMH,"Funds to be used for spay, neuter, care and pet adoptions in Council District 30."
Ariola,"Puppy Kitty NY City, Inc.","Trap, Neuter & Return of Feral Cats - Council District 32",831059040,5000,DYCD,"Funds will be used for Trap, Neuter & Return of feral Cats services in Council District 32."
Brooks-Powers,PURR RBNY INC,Animal Welfare & Veterinary Services - Council District 31,331656604,5000,DYCD,Funding to support animal welfare and veterinary services in Council District 31.
Maloney,"Pursuit Transformation Company, Inc.",Council District 04,611652332,5000,DYCD,Funding will support training and community development to support low-income New Yorkers with pathways into tech careers.
Riley,"QBA Cares, Inc.",Basketball Tournament & Holiday Events,932588238,10000,DYCD,Funds to support basketball tournament and holiday events.
Menin,"QSAC, Inc.",,112482974,5000,DHMH,"Funds will support Day Habilitation, Day School, Preschool, Residential, Support, and After-School Programs in Manhattan."
Caban,"QSAC, Inc.",Autism Programs & Services - Council District 22,112482974,6000,DHMH,Funds will be used to defray the cost of operating expenses for autism programming and services in Council District 22. Page 122 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Paladino,"QSAC, Inc.",Autism Programs & Services - Queens & Council District 19,112482974,5000,DHMH,"Funding will help supplement and enhance a variety of services to children and adults with autism, families and caregivers; as well as staff training, purchasing additional supplies and materials, and repairs at existing schools and facilities."
Brooks-Powers,"QSAC, Inc.",Council District 31,112482974,5000,DHMH,Funding will support programming for individuals with Autism and their families in Council District 31.
Ung,"QSAC, Inc.",Public School 177Q (75Q177),112482974,5000,DHMH,"To support Public School 177Q (75Q177 )- Main Campus's after-school programming, as well as staff training and purchasing of additional supplies and materials for participants."
Wong,"QSAC, Inc.",Support for Children & Adults with Autism - Council District 30,112482974,7500,DHMH,Funds to be used for support services and programming for children and adults with autism.
Brooks-Powers,Queens Alumnae Chapter Delta Sigma Theta,Healthy Initiatives - Council District 31,166098017,4000,DYCD,Funding will support healthy initiatives and outreach programming for Queens residents in Council District 31.
Brooks-Powers,Queens Borough Public Library,Arverne Library,136400434,5000,QBPL,Funding to support the Arverne Library in Council District 31.
Caban,Queens Borough Public Library,Astoria Branch Library,136400434,5000,QBPL,Funds will be used for an American Sign Language accessible story time program at Astoria Branch Library.
Williams,Queens Borough Public Library,Cambria Heights Library,136400434,8500,QBPL,Funding will support youth and adult programming at the Cambria Heights Library.
Krishnan,Queens Borough Public Library,Elmhurst Library,136400434,7000,QBPL,Funding to support community programming at Elmhurst Library.
Gennaro,Queens Borough Public Library,Events & Programs - Briarwood Library,136400434,5000,QBPL,Funding to support events and programming at Briarwood Library.
Brooks-Powers,Queens Borough Public Library,Far Rockaway Library,136400434,2500,QBPL,Funding to support the Far Rockaway Library in Council District 31.
Brooks-Powers,Queens Borough Public Library,Far Rockaway Teen Library,136400434,2500,QBPL,Funding to support the Far Rockaway Teen Library in Council District 31.
Brooks-Powers,Queens Borough Public Library,Friends of Rosedale Library,136400434,2500,QBPL,Funding to support programming and services of Friends of Rosedale Library in Council District 31.
Krishnan,Queens Borough Public Library,Jackson Heights Library,136400434,7000,QBPL,Funding to support community programming at Jackson Heights Library.
Gennaro,Queens Borough Public Library,Kew Gardens Hills Library,136400434,5000,QBPL,Funding to support events and programming at Kew Gardens Hills Library.
Brooks-Powers,Queens Borough Public Library,Laurelton Library,136400434,2500,QBPL,Funding to support the Laurelton Library in Council District 31.
Gennaro,Queens Borough Public Library,Older Adult Programming - Briarwood Library,136400434,5000,QBPL,"Funds will support the Creative Aging Series and exercise classes at Briarwood Library, as well as the purchase of art supplies."
Gennaro,Queens Borough Public Library,Older Adult Programming - Pomonok Library,136400434,5000,QBPL,"Funds will support the Creative Aging Series and exercise classes at Pomonok Library, as well as the purchase of art supplies."
Gennaro,Queens Borough Public Library,Pomonok Library,136400434,5000,QBPL,Funding to support events and programming at Pomonok Library.
Won,Queens Borough Public Library,Program & Collections - Council District 26,136400434,2500,QBPL,"Funds will be used to support programs, collections, and other services at the libraries in Council District 26."
Brooks-Powers,Queens Borough Public Library,Rosedale Library,136400434,2500,QBPL,Funding to support the Rosedale Library in Council District 31.
Williams,Queens Borough Public Library,South Hollis Library,136400434,8500,QBPL,Funding will support youth and adult programming at the South Hollis Library.
Williams,Queens Borough Public Library,South Jamaica Library,136400434,8500,QBPL,Funding will support youth and adult programming at the South Jamaica Library.
Williams,Queens Borough Public Library,St. Albans Library,136400434,8500,QBPL,Funding will support youth and adult programming at the St. Albans Library.
Gennaro,Queens Borough Public Library,STACKS - Briarwood Library,136400434,5000,QBPL,Funding for STACKS at Briarwood Library. Page 123 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ung,"Queens Botanical Garden Society, Inc.",,111635083,21000,DCLA,To support culturally engaging and educational programs and events at the Queens Botanical Gardens.
Speaker,"Ung Queens Botanical Garden Society, Inc.",Community Engagement,111635083,100000,DCLA,To support culturally engaging and educational programs and events at the Queens Botanical Gardens.
Krishnan,"Queens Botanical Garden Society, Inc.",Council District 25,111635083,10000,DCLA,Funds will be used to support programming in Council District 25.
Won,Queens Community Board #1,Council District 26,136400434,1000,QNCB,Funding to support community events and outreach in Council District 26.
Hankerson,Queens Community Board #10,,136400434,5000,QNCB,"Funds will go toward community programming, such as National Night Out."
Hankerson,Queens Community Board #12,,136400434,5000,QNCB,Funds will go to support community events such as National Night Out.
Won,Queens Community Board #2,Council District 26,136400434,1000,QNCB,Funding to support community events and outreach in Council District 26.
Thomas-Henry,Queens Community Board #3,,136400434,5000,QNCB,Funding will be used for operational components of the community board.
Krishnan,Queens Community Board #3,Council District 25,136400434,5000,QNCB,Funds will be used to fund events and activities in Council District 25.
Thomas-Henry,Queens Community Board #4,,136400434,5000,QNCB,Funds will be used for operational components of the community board.
Krishnan,Queens Community Board #4,Council District 25,136400434,5000,QNCB,Funds will be used to fund events and activities in Council District 25.
Wong,Queens Community Board #4,Programs & Community Events - Council District 30,136400434,5000,QNCB,Funding to support programs and community events in Council District 30.
Wong,Queens Community Board #5,Programs & Community Events - Council District 30,136400434,5000,QNCB,Funding to support programs and community events in Council District 30.
Wong,Queens Community Board #6,Programs & Community Events - Council District 30,136400434,5000,QNCB,Funding to support programs and community events in Council District 30.
Ariola,Queens Community Board #9,,136400434,1000,QNCB,Funds will be used for Queens Community Board 9 outreach expenses.
Williams,"Queens Community House, Inc.",Council District 27,112375583,5000,DYCD,Funding to support general and youth programming in Council District 27.
Speaker,"Queens Community House, Inc.",Forest Hills and Pomonok Food Pantries,112375583,50000,DYCD,Funding to support pantries located in Pomonok Houses and Forest Hills.
Schulman,"Queens Community House, Inc.",Kew Gardens Older Adult Center & Rego Park Older Adult Center,112375583,21500,DFTA,"Funds will be used for senior programming including education and recreational activities; art, exercise, nutrition, technology and lectures. This support also provides activities such as health screenings, case assistance, and fall prevention workshops."
Gennaro,"Queens Community House, Inc.",Pomonok Food Pantry & Forest Hills Community Center Food Pantry,112375583,42000,DYCD,Funds will be used to purchase food items and other operational costs related to the food pantry.
Hankerson,"Queens Community House, Inc.",Post-Secondary Counseling - Voyages South Preparatory High School (27Q261),112375583,20000,DYCD,Funds will support the Learning to Work program at Voyages High School (27Q261).
Speaker,"Queens Community House, Inc.",Queens Connect Workforce Collaborative,112375583,50000,DYCD,"To provide young adults with work-readiness training, certification, and job placement services in the food sector."
Thomas-Henry,Queens Economic Development Corporation,Business Vendor Services - Council District 21,112436149,20000,SBS,Funds will be used to provide programing and services for vendors in Council District 21.
Williams,Queens Economic Development Corporation,Council District 27,112436149,5000,SBS,Funds will be used to support small business services for emerging entrepreneurs with classes and counseling in the 27th Council District.
Brooks-Powers,Queens Economic Development Corporation,Council District 31,112436149,5000,SBS,Funding will support the Chae Corporation's small business support services in Council District 31.
Brooks-Powers,Queens Economic Development Corporation,Graffiti Clean-Up - Council District 31,112436149,5000,SBS,Funding will support graffiti clean-up in Council District 31.
Ung,Queens Economic Development Corporation,Graffiti Removal - Council District 20,112436149,8000,SBS,Funds will go towards graffiti removal in Council District 20. Page 124 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Wong,Queens Economic Development Corporation,Graffiti Removal - Council District 30,112436149,5000,SBS,Funding to support graffiti removal in Council District 30.
Lee,Queens Economic Development Corporation,Small Business Services - Council District 23,112436149,7500,SBS,Funding will support small business services and programming to Council District 23 businesses.
Krishnan,Queens Economic Development Corporation,Small Business Services - Council District 25,112436149,23000,SBS,"Funds will support entrepreneurs with classes and counseling, neighborhood development to sustain commercial districts, and marketing and logistical efforts to attract visitors to local cultural, recreational, and historic sites in Council District 25."
Ung,Queens Historical Society,,237016007,5000,DCLA,To support the QHS's gallery exhibits and programing geared towards youth (K - 12; especially Title 1 Schools).
Schulman,"Queens Jewish Community Council, Inc.",Social Services,237172152,35000,DFTA,"Funding to provide support services to seniors, immigrant and families, including Meals- on-wheels, immigrant services, assistance and medical insurance facilitation for Medicare and Medicaid in Council District 29."
Brooks-Powers,Queens Legal Services Corporation,Council District 31,132605604,6000,DSS/HRA,Funding to support legal services related to homeowner's right and foreclosure prevention in Council District 31.
Brooks-Powers,Queens Legal Services Corporation,Council District 31,132605604,10000,DSS/HRA,Funding to support the provision of legal services related to housing in Council District 31.
Williams,Queens Legal Services Corporation,Workshops - Council District 27,132605604,7500,DSS/HRA,"Funding to support workshops in areas such as housing, disability, consumer protection and immigration in the 27th Council District."
Krishnan,Queens Museum of Art,Education & Family Programs - Council District 25,112278998,7000,DCLA,Funds will be used to support the Queens Museum’s full suite of arts education offerings.
Schulman,Queens Museum of Art,Education & Family Programs - Council District 29,112278998,6000,DCLA,Funding to support work in Council District 29 and an Expansion of Education and Family Programs in advance of the opening of the Suna Children's Museum for Creativity and Play and The Green Room for older adults.
Schulman,"Queens Symphony Orchestra, Inc.",Local Concerts - Council District 29,112106191,12300,DCLA,Funds to provide a series of free concerts for the community of Council District 29.
Caban,"Queens Theatre In The Park, Inc.",After-School Programs,113381629,5000,DCLA,Funds will be used to support the cost of a 15 weeks after-school language program.
Lee,"Queens Theatre In The Park, Inc.",Performing Arts & Older Adults Ensemble Theatre,113381629,8000,DCLA,"Funding will support performing arts programs in community older adult centers, including performances, workshops, staff, and the Older Adults Ensemble Theatre program."
Krishnan,"Queens Together, Inc.",,851338752,5000,DYCD,To fund small business services and food relief programs.
Brooks-Powers,"Queens Together, Inc.",Neighborhood Services - Council District 31,851338752,5000,SBS,Funding will support programming for businesses in and around Council District 31.
Lee,"Queens Village-Hollis-Bellerose Volunteer Ambulance, Corp.",,237366237,10000,FDNY,"Funding to support general operating expenses including ambulance maintenance, medical equipment and supplies."
Krishnan,"Queens World Film Initiative, Inc.",,465631277,5000,DYCD,"To support the enhancement of free encore screenings, including staffing, outreach, advertising, transportation, promotional materials, and supplies."
Won,"Queensboro Dance Festival, Inc.",Council District 26,852034730,5000,DCLA,"Funding for free outdoor dance performances and audience dance lessons in Queens taking place from July to September, then June 2026, featuring diverse Queens-based dance groups."
Ariola,QueensRail Corporation,,475388098,5000,DYCD,"Funds to be used to support public outreach and education, programming and services to secure public support for the reactivation of the former Rockaway Beach Branch of the Long Island Railroad."
Wong,QueensRail Corporation,QueensLink Advocacy & Education - Council District 30,475388098,5000,DYCD,"Funds to be used to support public outreach, education and to purchase materials and supplies. Page 125 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Ung,"Quincy Asian Resources, Inc.",Multilingual Social Services for Immigrants - Council District 20,010556446,5000,DYCD,Funding to support QARI's multilingual outreach and in person social service support in Council District 20.
Wilson,"Rauschenbusch Metro Ministries, Inc.",Homelessness Programs,133859713,5000,DYCD,"Funds will support community engagement, food justice initiatives and homelessness support for families of children and teens."
Speaker,"Zhuang Reaching Out Community Services, Inc.",,113615625,50000,DYCD,"Funds will support social work, including help with Food Stamps, Health Insurance, and other benefits, a supermarket style Food Pantry, Tax Assistance, Nutritional Work Shops, F.E.A.T (Firsthand Emergency Action Team)."
Zhuang,"Reaching Out Community Services, Inc.",Food Assistance & Social Services,113615625,20000,DYCD,"The program supports individuals experiencing food insecurity by providing emergency food assistance and helping eligible community members, including older adults, access essential social benefits and resources."
Dinowitz,"Read Alliance, Inc.",READing programs - Council District 11,134091062,5000,DYCD,Funding to support school year and summer READing programs in Council District 11.
Gennaro,"Read Alliance, Inc.",Student Tutors - Council District 24,134091062,10000,DYCD,Funds will support programs that prepare children for school and help them maintain grade-level reading proficiency across schools in Council District 24.
Williams,"Read Alliance, Inc.",Summer Reading Program - Council District 27,134091062,15000,DYCD,Funding to support summer reading program in Council District 27.
Aviles,"Red Hook Art Project, Inc.",Emerging Artist Council - Council District 38,266658925,20000,DCLA,Funds to support Emerging Artist Council.
Speaker,"Aviles Red Hook Initiative, Inc.",,203904662,50000,DYCD,"Funds to support farm-based workforce training, paid internships, and career pathways for youth (14–24) at Columbia Street and Wolcott Street Farms, building skills in agriculture, composting, and food systems in Red Hook."
Aviles,"Red Hook Initiative, Inc.",Community Building - Council District 38,203904662,10000,DYCD,Funds to support community building programs in Council District 38.
Aviles,"Red Hook New York Rising Community Reconstruction Planning Committee, Ltd.",Red Hook Climate Justice Action Plan - Council District 38,810714759,5000,DYCD,Funds to support community planning and engagement activities in Council District 38.
Speaker,"Reel Stories Teen Filmmaking, Inc.",,200936377,50000,DYCD,"Funding for general operating support to support the free continuum of in-school, after school, and workforce readiness programs to train Brooklyn youth to become the media makers of tomorrow."
Osse,"Reel Stories Teen Filmmaking, Inc.",After-school Program - Council District 36,200936377,5000,DCLA,Funding for free after-school program for youth in Council District 36.
Williams,"Reel Stories Teen Filmmaking, Inc.","Health, Arts, Robotics, and Technology High School (29Q498)",200936377,5000,DCLA,"Funding to supplement on film making services offered at the Health, Arts, Robotics, and Technology High School (29Q498) in Council District 27."
Marte,"Reel Stories Teen Filmmaking, Inc.",Youth Filmmaking Program - Council District 1,200936377,5000,DCLA,Funds will be used to support in-school and after-school filmmaking programs for youth in Council District 1.
Brewer,"Reelabilities International, Inc.",Film Festival & Educational Program,931851869,5000,DCLA,Funds will support festival featuring films by and about people with disabilities.
Schulman,"Reform Temple of Forest Hills, The",Youth Hunger Education/Action Initiative,111808223,5000,DYCD,Funds will be used to facilitate a discussion about Youth Hunger in the Forest Hills community and provide food/supplies to local youth in need.
Aviles,"Regina Opera Company, Inc.",Operas & Concerts - Council District 38,112734261,10000,DCLA,Funds to support cultural programming in Council District 38.
Aldebol,"Regional Aid for Interim Needs, Inc.",Boston Road Older Adult Center,136213586,20000,DFTA,Funds will support the daily operations and high-quality programming at the Boston Road Older Adult Center. Page 126 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Aldebol,"Regional Aid for Interim Needs, Inc.",Middletown Older Adult Center,136213586,20000,DFTA,Funds will support the daily operations and high-quality programming of the Middletown Older Adult Center.
Speaker,"Farias Regional Aid for Interim Needs, Inc.",R.A.I.N. Mechler Hall Older Adult Center,136213586,100000,DFTA,Funding to support services at the Mechler Hall Older Adult Center in Council District 18.
Wong,"Rego Park Jewish Center, Inc.",Community Outreach Program - Council District 30,111672786,5000,DFTA,Funds to be used for community outreach across Council District 30.
Encarnacion,"Rem Center, Inc.",Bronx HYPE FEC,873939856,10000,DYCD,To support programming at the Bronx HYPE Family Enrichment Center.
Brooks-Powers,"Rema 4 Us, Inc.",Business Retention - Council District 31,832938159,5500,SBS,Funding to support business retention in Council District 31.
Stevens,Renaissance Youth Center,Council District 16,134122438,15000,DCLA,"Funds will support the existing work of the Renaissance Youth Council in Council District 16, which conducts meetings that include both the youth and police officers from local precincts."
Feliz,Renaissance Youth Center,Jonas Bronk Academy (10X228),134122438,20000,DCLA,Funds will support Jonas Bronk Academy (10X228) programming.
Stevens,Renaissance Youth Center,NeON Arts - Council District 16,134122438,15000,DCLA,Funds will support the NeON Arts program at South Bronx NeON for Council District 16 youth.
Won,Renew Queens,Queens Easter Festival - Gantry State Park,811592925,25000,DYCD,Funds to support Queens Easter Festival at Gantry State Park.
De La Rosa,Research Foundation of the City University of New York,CUNY Creative Arts Team - Violence Prevention & Intervention for Youth,131988190,5000,DCLA,To support CUNY Creative Arts Team Programming in Council District 10.
Louis,Research Foundation of the City University of New York,CUNY Creative Arts Youth Theater-119K (22K119),131988190,5000,DCLA,Funds to support the CUNY Creative Arts Youth Theater at Public School 119K (22K119).
Brewer,Research Foundation of the City University of New York,Drama Based Interactive Educational Workshops - MLK Educational Campus,131988190,5000,DCLA,Funds will support Drama-Based Interactive Educational Workshops at MLK Educational Campus.
Joseph,Research Foundation of the City University of New York,Haitian Studies Institute - Council District 40,131988190,20000,CUNY,Funding to be used by CUNY Haitian Studies Institute to provide services in Council District 40.
Restler,Research Foundation of the City University of New York,John Ericsson Middle School 126K (14K126),131988190,5000,DCLA,Funding for interactive theater performance and workshops to John Ericsson Middle School 126K (14K126).
Aviles,"Resilience Education Training and Innovation Center, Ltd.",Pathways to Local Power Youth Internship - Red Hook Neighborhood School (15K676),812381283,5000,DYCD,Funds to support youth climate education and workforce development programming at Red Hook Neighborhood School (15K676) in Council District 38.
Wong,Resurrection Ascension-Our Lady of the Angelus,Food Pantries - Council District 30,111953010,15000,DYCD,Funds to be used for the weekly food pantry operations.
Maloney,"Rethink Food USA, Inc.",Council District 04,852420028,5000,DYCD,Funding will support Rethink Food's Commissary Kitchen and meal services in Council District 04.
Joseph,"Rethink Food USA, Inc.",Council District 40,852420028,10000,DYCD,Funding will support the emergency food response program in Council District 40.
Banks,"Rethink Food USA, Inc.",Meal Programs & Community Kitchen Initiatives - Council District 42,852420028,5000,DYCD,Funds will support meal programs and community kitchen initiatives in Council District 42.
Wilson,"Rethink Food USA, Inc.",Older Adults Food Bag Program,852420028,5000,DYCD,Funds will support the Older Adults Food Bag Program.
P. Sanchez,"Rethink Food USA, Inc.",Rapid Response Program - Council District 14,852420028,5000,DYCD,To support local night-of emergencies and community activations for Council District 14 in times of most need. Page 127 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Vernikov,"Revitalization Community Involvement Initiative, Inc.",,475610310,10000,DYCD,"Funds will be used for adult education programming aimed at fostering knowledge, leadership and pride within the Russian Jewish American community."
Santosuosso,"Rhapsody Players, Inc.",Community Theater Productions - Council District 47,262200571,10000,DYCD,To support with costs associated with production of community theater shows and programming in Council District 47.
Hanks,"Richmond County Orchestra, Inc.",Curtis High School (31R450),134063615,20000,DCLA,Funding will support the Side-By-Side Educational Outreach Program at Curtis High School (31R450).
Carr,"Richmond County St. Patrick's Day Parade Committee, Inc.",,450589779,5000,DYCD,Funds to be used for operational costs and events.
Carr,"Richmond County Youth Complex, Inc.",Field Maintenance,205857329,20000,DYCD,"Funds will be used to support Field Maintenance, which includes equipment upgrades and materials."
Carr,Richmond Medical Center,Early Intervention Program,743177454,10000,DHMH,Funds to be used for support and operation of the Early Intervention Program.
Speaker,Staten Island Richmond Medical Center,SAFE Program,743177454,100000,DYCD,Funding is to support Richmond Medical Center's sexual assault forensic examiner (SAFE) program.
Gutierrez,"Ridgewood Nepalese Society, Inc.",Nepalese Society Community Center,201238129,5000,DYCD,To support programming at the Nepalese Society Community Center.
Gutierrez,"Ridgewood Volunteer Ambulance Corps, Inc.",Volunteer EMS Services - Council District 34,237405104,5000,FDNY,To support volunteer emergency services in Ridgewood and Bushwick in Council District 34.
Nurse,"Riseboro Community Partnership, Inc.",Farmers Market - Council District 37,112453853,10000,DYCD,Funds will support Irving Square Farmers Market in Council District 37.
Gutierrez,"Riseboro Community Partnership, Inc.",Farmers Markets - Maria Hernandez,112453853,10000,DYCD,To support operational expenses for the RiseBoro Farmers Markets at Maria Hernandez in Council District 34.
Speaker,"Riseboro Community Partnership, Inc.",Our Food at RiseBoro,112453853,70000,DYCD,"To provide funding support to invite the community to build a vibrant, robust food system with and for all of us."
Nurse,"Riseboro Community Partnership, Inc.",Youth Recreational & Creative Arts Program,112453853,25000,DYCD,Funds will support youth programming at the RiseBoro Youth Center.
Lee,"RiseWell Community Services, Inc.",Frank Padavan 6th Street Residence,237237931,10000,DHMH,Funding to support the operational and programming expenses of the 6th Street Residency program.
Williams,"Rising Ground, Inc.",Seen and Heard Program - Council District 27,131860451,5000,DHMH,Funds to support the Seen and Heard program supporting mental health victims as well as prevention services in Council District 27.
Louis,"Rising Ground, Inc.",The Yard - East Flatbush Family Enrichment Center - Council District 45,131860451,5000,DYCD,Funds will provide basic essentials for East Flatbush families and support programming at the East Flatbush Family Enrichment Center in Council District 45.
Brooks-Powers,Rising Tide Effect,Council District 31,853590574,8000,DYCD,Funding to support swimming programming and education in Council District 31.
Schulman,"River Fund New York, Inc.",Emergency Food Pantry & Social Services in Queens - Council District 29,113450363,10000,DYCD,Funds to support River Fund's food pantry and community services in Council District 29.
Dinowitz,"Riverdale Children's Theatre, Inc.",Theatrical Performance & Arts Education Programming - Council District 11,454460685,5000,DYCD,Funding to support theatrical performance and arts education programming in Council District 11.
Dinowitz,"Riverdale Main Streets Alliance, Inc.",Council District 11,452758681,5000,DPR,"Funding to support RMSA's beautification efforts, garden maintenance and revitalization, Vinmont Veteran Park wall mural and pollinator garden, community events, and other programming in Council District 11."
Dinowitz,"Riverdale Mental Health Association, Inc.",Mental Health Services for Vulnerable Populations - Council District 11,131930700,10000,DHMH,Funding to support mental health services in Council District 11. Page 128 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Dinowitz,"Riverdale Neighborhood House, Inc.",Music in the Gardens,131740024,10000,DYCD,Funding to support Music in the Gardens concert series.
