year,category,category_canonical,initiative,initiative_canonical,award_type,member,organization,program,ein,amount,agency,purpose
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Farias,BAFA,"Bangladesh Academy of Fine Arts, Inc. - Cultural Arts & Wellness Program - Council District 18",454788710,40000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brewer,"Ballet Hispanico of New York, Inc.",Bienvenidos Ticket Program - Council District 6,132685755,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,"Ballroom Basix USA, Inc.",,273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Farias,"Ballroom Basix USA, Inc.",Council District 18,273218865,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Morano,"Ballroom Basix USA, Inc.",Council District 51,273218865,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Nurse,"Ballroom Basix USA, Inc.",Dance Programs - Public School 377K (32K377) & Elizabeth L Farrell (32K116),273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Bottcher,"Ballroom Basix USA, Inc.",Multi-Cultural In-School Program,273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Ballroom Basix USA, Inc.",Multi-Cultural In-School Program - Council District 1,273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Holden,"Ballroom Basix USA, Inc.",Public School 068Q Cambridge (24Q068),273218865,19000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brooks-Powers,"Ballroom Basix USA, Inc.",Public School 104Q The Bays Water (27Q104) & Village Academy (27Q319),273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Ballroom Basix USA, Inc.","Public School 16X (11X016), Bedford Park Elementary School (10X077) & Public School 103X (11X103)",273218865,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Ballroom Basix USA, Inc.",Public School 23X The New Children's School (10X023),273218865,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"Ballroom Basix USA, Inc.","Public School/Middle School 200Q (25Q200), Discovery School (25Q201) & Public School 154Q (25Q154)",273218865,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Powers,"Ballroom Basix USA, Inc.",Schools - Council District 4,273218865,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanif,"Bangladesh Institute of Performing Arts, Inc.",,113249055,55000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Krishnan,"Bangladesh Institute of Performing Arts, Inc.",,113249055,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,"Bangladesh Institute of Performing Arts, Inc.",Council District 26,113249055,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Bangladesh Institute of Performing Arts, Inc.",Council District 27,113249055,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Caban,"Bangladesh Institute of Performing Arts, Inc.",Cultural Programming - Council District 22,113249055,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Paladino,Bayside Historical Society,Council District 19,116049457,40000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Osse,"Billie Holiday Theatre, Inc.",Council District 36,112336154,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,"Bindlestiff Family Variety Arts, Inc.",Circus Events - Council District 33,113479226,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Black Spectrum Theatre Company, Inc.",Council District 27,510135262,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brooks-Powers,"Black Spectrum Theatre Company, Inc.",Council District 31,510135262,35000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,Bohemian Benevolent and Literary Association of the City of New York,,130508050,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Felder,Boro Park Jewish Community Council,Council District 44,113475993,19250,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,"Braata Productions, Inc.",,273402327,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Riley,"Braata Productions, Inc.",Christmas Grand Market - Council District 12,273402327,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"Braata Productions, Inc.",Council District 24,273402327,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,"Braata Productions, Inc.",Council District 26,273402327,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Riley,"Braata Productions, Inc.",Cultural Concerts - Council District 12,273402327,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brooks-Powers,"Braata Productions, Inc.",Middle School 053Q Brian Piccolo (27Q53) & George Washington Carver High School for the Sciences (29Q272),273402327,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Osse,"BRIC Arts Media Brooklyn, Inc.",Celebrate Brooklyn! - Brower Park,112547268,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Banks,"BRIC Arts Media Brooklyn, Inc.",Celebrate Brooklyn! Community Concerts,112547268,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"BRIC Arts Media Brooklyn, Inc.",Council District 45,112547268,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,"Bridge Multicultural and Advocacy Project, Inc., The",Council District 46,454634142,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Vernikov,"Brighton Ballet Theater Company, Inc.",Operations & Community Performances - Council District 48,113195590,65000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Bronx Arts Ensemble, Inc.",Arts Education & Music Concerts - Council District 11,510186869,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Riley,"Bronx Arts Ensemble, Inc.",Arts Education & Music Concerts - Council District 12,510186869,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Bronx Arts Ensemble, Inc.",Musical Programming & Performances - Council District 15,510186869,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ayala,Bronx Children's Museum,Music Matters - Council District 8,260579140,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Farias,Bronx Children's Museum,Rivers On the Go! Unity (ROG) - Council District 18,260579140,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Salamanca,"Bronx Documentary Center, The",Council District 17,452403312,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Bronx Opera Company, Inc.",Mainstage Productions & Opera- in-the-Schools,237170675,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Bronx River Art Center, Inc.",Arts Programming - Council District 15,133261148,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Bronx River Art Center, Inc.",Council District 11,133261148,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ayala,"Bronxartspace, Inc.",Exhibitions & Artist Residency,454636159,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Joseph,"Brooklyn Ballet, Inc.",Council District 40,020569320,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,"Brooklyn Ballet, Inc.",Cultural Programming & Empowerment - Council District 33,020569320,12000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"Brooklyn Ballet, Inc.",Performances & Educational Programming - Council District 45,020569320,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,"Brooklyn Book Festival, Inc.",Cultural Programming & Empowerment - Council District 33,465328190,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,Brooklyn Children's Museum Corporation,Council District 46,112495664,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,"Brooklyn Emerge, Inc.",Foods & Social services - Council District 46,851491905,15000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Nurse,Brooklyn Music School,Music Education - Junior High School Roland Hayes (32K291) - Council District 37,116000202,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,Brooklyn Queens Conservatory of Music,Music Therapy & Programs - Council District 46,111532426,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Joseph,"Brooklyn Steppers, Inc., The",Council District 40,271223035,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Aviles,Buddhist Tzu Chi Foundation,After School Program,942952782,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"Building for the Arts NY, Inc.",Music and the Brain - Public School 201Q (25Q201) & Public School 209Q Clearview Gardens (25Q209),132852371,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Salaam,Calliope Creative Foundation,"Playwriting, Acting & Directing Training",134158092,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Krishnan,Calpulli Mexican Dance Company,,200642440,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,Canvas Institute,Council District 49,824902021,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Caribbean American Repertory Theatre, Inc.",Council District 27,112972441,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,"Carnegie Hill Neighbors, Inc.",,133300409,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,"Casa Belvedere, The Italian Cultural Foundation",,264411728,12500,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,"Casa Belvedere, The Italian Cultural Foundation",,264411728,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Morano,"Casa Belvedere, The Italian Cultural Foundation",,264411728,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Salaam,Center for Alternative Sentencing and Employment Services,In-School Chess Education,132668080,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,Center for Educational Innovation,,134113613,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Center for Jewish History, Inc., The",Holocaust Educational Programs & Field Trips - Schools - Council District 11,133863344,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Caban,"Central Astoria Local Development Coalition, Inc.",Celebrate Astoria! International Cultural Fests - Council District 22,112652331,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hudson,"Central Brooklyn Jazz Consortium, Inc.",Multi-Cultural Jazz Programming - Council District 35,113549224,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,"Chashama Arts, Inc.",,133862422,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"Chashama Arts, Inc.",Council District 24,133862422,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Powers,"Chashama Arts, Inc.",Council District 4,133862422,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Chinese Staff and Workers Association, Inc.",Outreach & Case Management,133015932,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,"City Growers, Inc.",Cultural Programming & Empowerment - Council District 33,452149344,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marmorato,City Island Historical Society,Council District 13,112734516,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Rivera,"City Lore, Inc.",Program Operations & Support,112740189,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,City University of New York,"Queensborough Auxiliary Enterprise Association., Inc. - Queensborough Performing Arts Center",133893536,26000,CUNY,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"CITYarts, Inc.",Workshop/Enrichment Activities,132766701,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Abreu,"Classical Theatre of Harlem, Inc., The",Production & Program Season - Council District 7,134046782,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Clemente Soto Velez Cultural and Education Center, Inc.",Building Community Through the Arts Program (BCTA),133735337,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Clemente Soto Velez Cultural and Education Center, Inc.",Cultural Programs,133735337,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Caban,"Community-Word Project, Inc.",Collaborative Arts Residency - Council District 22,134114145,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Sanchez,"Community-Word Project, Inc.",Young Women's Leadership School of the Bronx (09X568),134114145,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Paladino,Conrad Poppenhusen Association,Council District 19,111633524,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Aviles,"Cora, Inc.",Dance Training Programs - Council District 38,113639921,40000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Felder,"Council of Jewish Organizations of Flatbush, Inc.",Council District 44,112864728,40750,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"Council of Peoples Organization, Inc.",Council District 45,753046891,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Zhuang,"Council of Peoples Organization, Inc.",Festivals & Parades - Council District 43,753046891,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Creative Arts Workshops for Kids, Inc.",In-School Programming - Council District 15,133638436,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,De La Rosa,"Creative Arts Workshops for Kids, Inc.",Public Art Youth Employment Program - Council District 10,133638436,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Creative Jazz Organization, Inc.",Council District 27,113543021,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Osse,"Cultural Museum of African Art, Inc.",The Eric Edwards Collection - Cultural & Historical Programming,900907203,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hudson,"Cultural Museum of African Art, Inc.",The Eric Edwards Collection - Educational & Cultural Activities - Public School Students & Older Adults,900907203,30000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Osse,"Cumbe: Center for African and Diaspora Dance, Inc.",Programming & Dance Classes - Council District 36,475039336,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Caban,"Cypreco of America, Inc.",Cultural Programming - Council District 22,112644226,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,De La Rosa,Dance Project of Washington Heights,Dance Kids Program,471583227,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,"Dances for a Variable Population, Inc.",Council District 26,264572204,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ayala,"Dancewave, Inc.",Cultural Dance Classes & Workshops - Council District 8,112726558,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Lee,"Dancing Classrooms, Inc.",Public School 203Q (26Q203) & Alexander Graham Bell (26Q205) & The North Hills School (26Q221),222542960,45000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"Day of Independence Committee of Panamanians of New York, Inc., The",,113287926,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Salamanca,"Destination Tomorrow, Inc.",Council District 17,800259180,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,De La Rosa,"Dominican Collectives Dance Ensemble, Inc.",Arts & Dance Programming - Council District 10,843001909,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Powers,"Drag Queen Story Hour NYC, Ltd.",Council District 4,822613408,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Bottcher,"Drag Queen Story Hour NYC, Ltd.",Readings & Programming,822613408,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,De La Rosa,Dyckman Farmhouse Museum Alliance,Volunteer Garden & Composting Program - Council District 10,320035632,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marmorato,East Bronx History Forum,,320409208,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Banks,"East Flatbush Village, Inc.",Youth & Community Development - Council District 42,800612019,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,Ecuadorian American Cultural Center,Council District 26,270521135,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,"Edge School of the Arts Dance Legacy, Inc.",,823426582,11000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Edge School of the Arts Dance Legacy, Inc.",Council District 27,823426582,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brooks-Powers,"Edge School of the Arts Dance Legacy, Inc.",Council District 31,823426582,30000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ung,"Educational Video Center, Inc.",Artistic & Cortical Literacy Education Programs - Flushing International High School (25Q263),133378456,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,"Educational Video Center, Inc.",Curtis High School (31R450) & Concord High School (31R470),133378456,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,"Educational Video Center, Inc.",DeWitt Clinton High School (10X440),133378456,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Educational Video Center, Inc.",Youth Media Arts - Crotona International High School (10X524),133378456,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Sanchez,"Educational Video Center, Inc. - Youth Media Arts (YMA)","Pathways to Graduation, Davidson Ave",133378456,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gutierrez,"El Puente de Williamsburg, Inc.",Cultural Programming - Council District 34,112614265,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,"El Puente de Williamsburg, Inc.",Cultural programming & Empowerment - Council District 33,112614265,50000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,"Empower My Hood, Inc.",,843764945,20000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Holden,"Fiji Theater Company, Inc.",Public School 102Q Bayview (24Q102),132874863,19000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brewer,"Fiji Theater Company, Inc.",Secret Histories Arts Education - Council District 6,132874863,70000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Krishnan,"Film Fleadh Foundation, Inc.",,134051235,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,"Film Fleadh Foundation, Inc.",Council District 26,134051235,15000,DCLA,
