file,line,fiscal_year,ein,organization,our_amount,verdict,nearest_disclosure_amount,delta,belongs_to_ein,org_text_merged,pdf_verdict,pdf_line,pdf_amounts,pdf_ein_lines,pdf_text
data/fy21/schedule_c/fy21_appendix_b_local.csv,1013,2021,201981209,"Feathered Friends Parrot Adoption Services, Inc.",5000,ein_absent,,,,,pdf_confirms,9885,5000,1,"Holden Feathered Friends Parrot Adoption Services, Inc. 201981209 $5,000 DYCD Funds to be used for costs associated with animal care."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1021,2021,113044143,"Federazione Italo-Americana of Brooklyn & Queens, Inc.",5000,ein_absent,,,,,pdf_confirms,9913,5000,1,"Holden Federazione Italo-Americana of Brooklyn & Queens, Inc. 113044143 $5,000 DYCD staffing."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1086,2021,134122378,Friends of Crotona Park,10000,ein_absent,,,,,pdf_confirms,10077,10000,2,"Salamanca Friends of Crotona Park - Crotona Park Programming 134122378 $10,000 DPR Crotona Park."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1087,2021,134122378,Friends of Crotona Park,10000,ein_absent,,,,,pdf_confirms,10077,10000,2,"Salamanca Friends of Crotona Park - Crotona Park Programming 134122378 $10,000 DPR Crotona Park."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1172,2021,821011857,Good Call NYC Corporation,5000,ein_absent,,,,,pdf_confirms,10297,5000,1,"Ampry-Samuel Good Call NYC Corporation 821011857 $5,000 DYCD Fund will be used to support 24/7 hotline service in Council District 41."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1181,2021,202765775,"Grace Family Services, Inc.",5500,ein_absent,,,,,pdf_confirms,10319,5500,2,"Louis Grace Family Services, Inc. - Council District 45 202765775 $5,500 DYCD providing course materials and toolkits for courses."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1258,2021,135562162,"Helen Keller International, Inc.",5000,ein_absent,,,,,pdf_confirms,10512,5000,6,"Dromm Helen Keller International, Inc. - Eye Exams & Glasses 135562162 $5,000 DYCD To support the provision of eye exams and glasses to students in Council Dist"
data/fy21/schedule_c/fy21_appendix_b_local.csv,1259,2021,135562162,"Helen Keller International, Inc.",24000,ein_absent,,,,,pdf_confirms,10515,24000,6,"Moya Helen Keller International, Inc. - New York Vision Program 135562162 $24,000 DYCD including screening, an eye exam, and a pair of prescription glasses if n"
data/fy21/schedule_c/fy21_appendix_b_local.csv,1260,2021,135562162,"Helen Keller International, Inc.",2500,ein_absent,,,,,pdf_confirms,10517,2500,6,"Levin Helen Keller International, Inc. - Youth - Council District 33 135562162 $2,500 DYCD To provide glasses to children in need in Council District 33."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1269,2021,113462888,Highland Park Community Development Corporation,25000,ein_absent,,,,,pdf_confirms,10544,25000,1,"CD 37 Highland Park Community Development Corporation 113462888 $25,000 DYCD Funding will be used to support VETCA program."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1359,2021,133628301,"Irish Business Organization of New York, Inc., The",5000,ein_absent,,,,,pdf_confirms,10773,5000,1,"Dromm Networking Events 133628301 $5,000 SBS and economic opportunities."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1372,2021,112489195,"Jamaica Center Improvement Association, Inc.",30000,ein_absent,,,,,pdf_confirms,10801,30000,1,"Miller Jamaica Center Improvement Association, Inc. 112489195 $30,000 SBS To repair and restore the historic Jamaica Avenue street clock landmark."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1514,2021,272188237,LES Creative People In Action,3500,ein_absent,,,,,pdf_confirms,11173,3500,2,"Chin LES Creative People In Action 272188237 $3,500 DYCD Bandshell."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1515,2021,272188237,LES Creative People In Action,3000,ein_absent,,,,,pdf_confirms,11175,3000,2,"Rivera LES Creative People In Action - Lower East Side Showtime 272188237 $3,000 DYCD Side."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1806,2021,133793940,"New York Chapter of the National Black MBA Association, Inc.",5000,ein_absent,,,,,pdf_confirms,11936,5000,1,"Louis Inc. 133793940 $5,000 SBS programs and financial support to Council District 45."
data/fy21/schedule_c/fy21_appendix_b_local.csv,1810,2021,133057954,"New York City Audubon Society, Inc.",10000,ein_absent,,,,,pdf_confirms,11946,10000,1,"Speaker New York City Audubon Society, Inc. 133057954 $10,000 DPR District 13."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2157,2021,112023047,Our Lady of Hope Roman Catholic Church,5000,ein_absent,,,,,pdf_confirms,12792,5000,1,"Holden Our Lady of Hope Roman Catholic Church 112023047 $5,000 DYCD precinct Town Hall meetings, Boy Scout & Girl Scout Meetings, 108 Precinct Meetings."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2226,2021,136643607,Port Richmond High School Boy's Track & Field Team,5000,ein_absent,,,,,pdf_confirms_weak,12952,5000,2,"Rose Field 136643607 $5,000 DOE Richmond Girl's Cross Country Track and field team."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2227,2021,136643607,Port Richmond High School Boy's Track & Field Team,5000,ein_absent,,,,,pdf_confirms_weak,12952,5000,2,"Rose Field 136643607 $5,000 DOE Richmond Girl's Cross Country Track and field team."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2263,2021,203937275,"Public Housing Communities, Inc.",6000,ein_absent,,,,,pdf_confirms_weak,13055,6000,2,"Levin Workforce Development 203937275 $6,000 DYCD To support job readiness and workforce training."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2377,2021,202474691,Quilts of Valor: Quilters by the Sea,5000,ein_absent,,,,,pdf_confirms,13334,5000,1,"Gjonaj Quilts of Valor: Quilters by the Sea 202474691 $5,000 DYCD quilts for veterans."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2379,2021,114023035,"Ragamuffin, Inc.",5000,ein_absent,,,,,pdf_confirms,13337,5000,1,"Brannan Ragamuffin, Inc. - Children's Parade 114023035 $5,000 DYCD Funding to support Ragamuffin Children's Parade Cost."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2400,2021,455137219,"Remember the Triangle Fire Coalition, Inc.",7700,ein_absent,,,,,pdf_confirms,13394,7700,1,"Chin Remember the Triangle Fire Coalition, Inc. 455137219 $7,700 DYCD To support programming around memorial dedication ceremony."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2415,2021,262200571,"Rhapsody Players, Inc.",10000,ein_absent,,,,,pdf_confirms,13433,10000,1,"Brannan Rhapsody Players, Inc. 262200571 $10,000 DYCD Funds will be used to support the production costs of musicals."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2456,2021,113457320,"Sacred Music Chorale of Richmond Hill, Inc.",5000,ein_absent,,,,,pdf_confirms,13538,5000,1,"Ulrich Sacred Music Chorale of Richmond Hill, Inc. 113457320 $5,000 DYCD Chorale orchestra concert."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2538,2021,453818185,"Shetu, Inc.",5000,ein_absent,,,,,pdf_confirms,13746,5000,2,"Dromm Shetu, Inc. 453818185 $5,000 DYCD materials and supplies."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2539,2021,453818185,"Shetu, Inc.",5000,ein_absent,,,,,pdf_confirms,13746,5000,2,"Dromm Shetu, Inc. 453818185 $5,000 DYCD materials and supplies."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2660,2021,020535999,Sustainable South Bronx,25000,ein_absent,,,,,pdf_confirms,14069,25000,2,"Speaker Salamanca Sustainable South Bronx 020535999 $25,000 SBS Funding will support Sustainable South Bronx's Green Jobs Training program."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2661,2021,020535999,Sustainable South Bronx,5000,ein_absent,,,,,pdf_confirms_weak,14072,5000,2,"Gibson District 16 020535999 $5,000 DYCD Council District 16."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2678,2021,111875161,"Temple Sholom of Flatbush, Inc.",3000,ein_absent,,,,,pdf_confirms,14109,3000,2,"Maisel Temple Sholom of Flatbush, Inc. - Youth Program 111875161 $3,000 DYCD supplies and equipment to provide activities."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2700,2021,133586505,"Travis Fourth of July Celebration Committee, Inc.",5000,ein_absent,,,,,pdf_confirms,14164,5000,1,"Matteo Travis Fourth of July Celebration Committee, Inc. 133586505 $5,000 DYCD entertainment."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2737,2021,270093159,"Universal Child Project Incorporated, The",5000,ein_absent,,,,,pdf_confirms,14260,5000,1,"Ampry-Samuel Universal Child Project Incorporated, The 270093159 $5,000 DYCD GED programming."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2760,2021,453803373,"Urban Librarians Unite, Inc.",5000,ein_absent,,,,,pdf_confirms,14317,5000,1,"Van Bramer Urban Librarians Unite, Inc. 453803373 $5,000 DYCD Libraries after Dark, & Refugee Project Library."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2839,2021,133776486,White Plains Road District Management Association,11000,ein_absent,,,,,pdf_confirms,14530,11000,1,"Gjonaj Holiday Lighting 133776486 $11,000 DYCD Funds to be used to support holiday lights in Council District 13."
data/fy21/schedule_c/fy21_appendix_b_local.csv,2878,2021,113348710,"Woven Spaces, Inc.",5000,ein_absent,,,,,pdf_confirms,14626,5000,1,"Levin Woven Spaces, Inc. - Greenpoint Film Festival 113348710 $5,000 DYCD To support the Greenpoint Film Festival."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,74,2021,111633501,Blessed Virgin Mary Help of Christians Church,5000,ein_absent,,,,,pdf_confirms,14896,5000,2,"Holden Blessed Virgin Mary Help of Christians Church 111633501 $5,000 with tournaments and CYO."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,75,2021,111633501,Blessed Virgin Mary Help of Christians Church -Youth Program,3500,ein_absent,,,,,pdf_confirms,14898,3500,2,"Van Bramer Blessed Virgin Mary Help of Christians Church -Youth Program 111633501 $3,500 tournaments and CYO league."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,234,2021,112880221,"Council For Unity, Inc.",12000,ein_absent,,,,,pdf_confirms,15303,12000,2,"Eugene Council For Unity, Inc. 112880221 $12,000 through workshops in schools and communities."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,235,2021,112880221,"Council For Unity, Inc.",5000,ein_absent,,,,,pdf_confirms,15305,5000,2,"Treyger Council For Unity, Inc. 112880221 $5,000 resolution programming for youth in Council District 47."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,250,2021,475466069,"Detective Rafael Ramos Foundation, The",5000,ein_absent,,,,,pdf_confirms,15337,5000,1,"Holden Detective Rafael Ramos Foundation, The 475466069 $5,000 purchasing materials and supplies."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,316,2021,112196556,"Flushing Day Care Center, Inc. -Martin L. King Jr. Memorial Day Care Center",7000,ein_absent,,,,,pdf_confirms,15505,7000,1,"Koo Care Center 112196556 $7,000 program enhancement activities."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,386,2021,132968079,"H.T. Dance Company, Inc./Chen Dance Center",5000,ein_absent,,,,,pdf_confirms,15672,5000,1,"Chin H.T. Dance Company, Inc./Chen Dance Center 132968079 $5,000 groups."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,398,2021,135562162,"Helen Keller International, Inc.",25000,ein_absent,,,,,pdf_confirms,15697,25000,6,"Powers Helen Keller International, Inc. 135562162 $25,000 Funding will support vision care for students in Council District 4."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,399,2021,135562162,"Helen Keller International, Inc.",5000,ein_absent,,,,,pdf_confirms,10512,5000,6,"Dromm Helen Keller International, Inc. - Eye Exams & Glasses 135562162 $5,000 DYCD To support the provision of eye exams and glasses to students in Council Dist"
data/fy21/schedule_c/fy21_appendix_c_youth.csv,400,2021,135562162,"Helen Keller International, Inc. -Student Vision Program",5000,ein_absent,,,,,pdf_confirms,10512,5000,6,"Dromm Helen Keller International, Inc. - Eye Exams & Glasses 135562162 $5,000 DYCD To support the provision of eye exams and glasses to students in Council Dist"
data/fy21/schedule_c/fy21_appendix_c_youth.csv,432,2021,113102237,"Inner City Handball Association, Inc.",5000,ein_absent,,,,,pdf_confirms,15780,5000,1,"Dromm Inner City Handball Association, Inc. 113102237 $5,000 To fund handball clinics and tournament."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,437,2021,112688282,"Jackson Heights Art Club, Inc. -Children's Art Program",5000,ein_absent,,,,,pdf_confirms,15791,5000,1,"Dromm Jackson Heights Art Club, Inc. -Children's Art Program 112688282 $5,000 To fund children's art classes and shows, including instructor support and supplie"
data/fy21/schedule_c/fy21_appendix_c_youth.csv,454,2021,364559064,"Josephine Foundation, Inc. -Broadway Blockbusters Summer Program",5000,ein_absent,,,,,pdf_confirms,15836,5000,1,"Vallone Program 364559064 $5,000 Funding will support the Broadway Blockbusters Summer program."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,471,2021,161651233,"Korea Youth Promotion Association of USA, Inc.",26000,ein_absent,,,,,pdf_confirms,15879,26000,1,"Eugene Korea Youth Promotion Association of USA, Inc. 161651233 $26,000 and to host the NY Open Taekwondo Championships/Korean Cultural Festival."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,519,2021,133916131,"Millennium Dance Company, Inc.",10000,ein_absent,,,,,pdf_confirms,16005,10000,2,"Cabrera Millennium Dance Company, Inc. 133916131 $10,000 District 14."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,630,2021,111723786,Our Lady of the Miraculous Medal Roman Catholic Church,6000,ein_absent,,,,,pdf_confirms,16273,6000,1,"Holden Basketball Program 111723786 $6,000 league costs, uniforms and supplies."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,725,2021,812780414,Sacred Heart Catholic Academy of Glendale -Summer Program,5000,ein_absent,,,,,pdf_confirms,16512,5000,1,"Holden Sacred Heart Catholic Academy of Glendale -Summer Program 812780414 $5,000 supplies and materials for programs, activities and services."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,726,2021,111666876,Sacred Heart Youth Program,6000,ein_absent,,,,,pdf_confirms,16514,6000,1,"Holden Sacred Heart Youth Program 111666876 $6,000 equipment, league costs, officials and facilities."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,760,2021,453162464,"Sports Oriented Nurturing Youth Partnership, Inc. -Council District 42",5000,ein_absent,,,,,pdf_confirms,16608,5000,1,"Barron District 42 453162464 $5,000 Funds will be used to support community youth programming in Council District 42."
data/fy21/schedule_c/fy21_appendix_c_youth.csv,795,2021,111875161,"Temple Sholom of Flatbush, Inc. -Youth Program",5000,ein_absent,,,,,pdf_confirms,16697,5000,2,"Maisel Temple Sholom of Flatbush, Inc. -Youth Program 111875161 $5,000 of supplies and equipment needed to provide activities."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,60,2021,112903423,"Caribbean American Chamber of Commerce and Industry, Inc.",5000,ein_absent,,,,,pdf_confirms_weak,537,5000,4,"Eugene Council District 40 112903423 $5,000 SBS training/information sessions."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,196,2021,275282132,"MCCNY Charities, Inc.",5000,ein_absent,,,,,pdf_confirms,826,5000,2,"Johnson MCCNY Charities, Inc. 275282132 $5,000 DYCD Funds will be used to support the position of client services assistant who runs drop-in program."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,197,2021,275282132,"MCCNY Charities, Inc.",5000,ein_absent,,,,,pdf_confirms,826,5000,2,"Johnson MCCNY Charities, Inc. 275282132 $5,000 DYCD Funds will be used to support the position of client services assistant who runs drop-in program."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,206,2021,133916131,"Millennium Dance Company, Inc.",5000,ein_absent,,,,,pdf_confirms_weak,846,5000,2,"Cabrera Council District 14 133916131 $5,000 DYCD support dance performances in various community events in Council District 14."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,343,2021,112903423,"Caribbean American Chamber of Commerce and Industry, Inc.",10000,ein_absent,,,,,pdf_confirms,1152,10000,4,"Delegation Caribbean American Chamber of Commerce and Industry, Inc. 112903423 $10,000 SBS Funding will also be used to expand the ""CACCI on the Go."""
data/fy21/schedule_c/fy21_schedule_c_awards.csv,376,2021,202765775,"Grace Family Services, Inc.",5000,ein_absent,,,,,pdf_confirms,1223,5000,2,"Delegation Grace Family Services, Inc. 202765775 $5,000 DYCD course materials and toolkits for courses."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,380,2021,833034480,"I Hold the Key, Inc.",5000,ein_absent,,,,,pdf_confirms,1232,5000,1,"Delegation I Hold the Key, Inc. 833034480 $5,000 DYCD includes college tours, career readiness workshops and literacy activities."
data/fy21/schedule_c/fy21_schedule_c_awards.csv,536,2021,133843322,Center for Employment Opportunities,689361,rounding,689360,1,,,pdf_confirms,1690,689361,3,"Center for Employment Opportunities 13-3843322 $689,361"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,757,2021,060646594,"American Lung Association of the Northeast, Inc.",66300,ein_absent,,,,,pdf_confirms,2624,66300,1,"American Lung Association of the Northeast, Inc. 06-0646594 $66,300"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,758,2021,133092676,Harlem Hospital Center,255000,ein_absent,,,,,pdf_confirms,2625,255000,1,"Harlem Hospital Center 13-3092676 $255,000"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,930,2021,133556768,"Momentum Project, Inc., The",9839,ein_absent,,,,,pdf_confirms,2912,9839,1,"Momentum Project, Inc., The 13-3556768 $9,839"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1016,2021,265551998,"Association for Neighborhood & Housing Development, Inc.",85000,ein_absent,,,,,pdf_confirms,3238,85000,2,"Association for Neighborhood & Housing Development, Inc. 26-5551998 $85,000"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1017,2021,265551998,"Association for Neighborhood & Housing Development, Inc.",50540,ein_absent,,,,,pdf_confirms,3239,50540,2,"Association for Neighborhood & Housing Development, Inc. 26-5551998 $50,540"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1018,2021,133020589,Community Consultant Contracts Belmont Arthur Avenue Local Development Corporation,25270,ein_absent,,,,,pdf_confirms_weak,3241,25270,2,"Belmont Arthur Avenue Local Development Corporation 13-3020589 $25,270"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1053,2021,133020589,Belmont Arthur Avenue Local Development Corporation,60350,ein_absent,,,,,pdf_confirms,3286,60350,2,"Belmont Arthur Avenue Local Development Corporation 13-3020589 $60,350"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1378,2021,455180976,"Community Service Center of Greater Williamsburg, Inc.",50000,ein_absent,,,,,pdf_confirms,4512,50000,1,"Community Service Center of Greater Williamsburg, Inc. 45-5180976 $50,000"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1431,2021,133413349,"Penn South Social Services, Inc.",60000,ein_absent,,,,,pdf_confirms_weak,4621,60000,2,"(Mutual Redevelopment Houses) 13-3413349 $60,000"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1530,2021,112903423,"Caribbean American Chamber of Commerce and Industry, Inc.",75225,ein_absent,,,,,pdf_confirms,4861,75225,4,"Caribbean American Chamber of Commerce and Industry, Inc. 11-2903423 $75,225"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1539,2021,203937275,"Public Housing Communities, Inc.",118750,ein_absent,,,,,pdf_confirms,4892,118750,2,"Public Housing Communities, Inc. 20-3937275 $118,750"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1563,2021,821902677,"NYC MWBE Alliance, Inc.",17000,ein_absent,,,,,pdf_confirms,5035,17000,1,"NYC MWBE Alliance, Inc. 82-1902677 $17,000"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1763,2021,043697166,"Girls for Gender Equity, Inc.",98438,rounding,98437,1,,,pdf_confirms,5790,98438,6,"Girls for Gender Equity, Inc. 04-3697166 $98,438"
data/fy21/schedule_c/fy21_schedule_c_awards.csv,1770,2021,463732667,Latinas on the Verge of Excellence,26437,rounding,26438,-1,,,pdf_confirms,5797,26437,5,"Latinas on the Verge of Excellence 46-3732667 $26,437"
data/fy22/schedule_c/fy22_appendix_a_aging.csv,169,2022,133140546,"General Chauncey M Hooper Towers Housing Development Fund Co., Inc.",7000,ein_absent,,,,,pdf_confirms,5992,7000,1,"Perkins Fund Co., Inc. 133140546 $7,000 instruction and ESL classes."
data/fy22/schedule_c/fy22_appendix_a_aging.csv,340,2022,133413349,"Penn South Social Services, Inc.",15500,ein_absent,,,,,pdf_confirms,6440,15500,2,"Johnson Penn South Social Services, Inc. 133413349 $15,500 able to work in a traditional outdoor garden to learn about plants and flowers."
data/fy22/schedule_c/fy22_appendix_a_aging.csv,418,2022,112347331,"Senior Citizens League of Flatbush, Inc.",5000,ein_absent,,,,,pdf_confirms,6644,5000,1,"Lander Senior Citizens League of Flatbush, Inc. 112347331 $5,000 Support education and wellness programs for seniors."
data/fy22/schedule_c/fy22_appendix_b_local.csv,134,2022,822712941,Asiyah Women's Center,5000,ein_absent,,,,,pdf_confirms,7243,5000,1,"Brannan Asiyah Women's Center 822712941 $5,000 DYCD To fund social work and supportive services."
data/fy22/schedule_c/fy22_appendix_b_local.csv,317,2022,300156146,"Brooklyn Art Incubator, Inc.",10000,ein_absent,,,,,pdf_confirms,7687,10000,1,"Cumbo Transformation 300156146 $10,000 DCLA Brooklyn."
data/fy22/schedule_c/fy22_appendix_b_local.csv,378,2022,870788860,Brooklyn South Community Emergency Response Team,10000,ein_absent,,,,,pdf_confirms,7825,10000,1,"Eugene Brooklyn South Community Emergency Response Team 870788860 $10,000 DYCD and water supplies to be used on search and rescue operations."
data/fy22/schedule_c/fy22_appendix_b_local.csv,449,2022,133938080,"Center for Arts Education, Inc.",3000,ein_absent,,,,,pdf_confirms,7998,3000,2,"Levin Center for Arts Education, Inc. - Parents As Arts Partners 133938080 $3,000 DCLA through Parents As Arts Partners (PAAP) at public schools."
data/fy22/schedule_c/fy22_appendix_b_local.csv,450,2022,133938080,"Center for Arts Education, Inc.",3000,ein_absent,,,,,pdf_confirms,7998,3000,2,"Levin Center for Arts Education, Inc. - Parents As Arts Partners 133938080 $3,000 DCLA through Parents As Arts Partners (PAAP) at public schools."
data/fy22/schedule_c/fy22_appendix_b_local.csv,451,2022,810584343,Center for Community Development for New Americans,5000,ein_absent,,,,,pdf_confirms,8003,5000,1,"Dromm COVID-19 Small Business Relief 810584343 $5,000 SBS forms of relief like the Queens grant program."
data/fy22/schedule_c/fy22_appendix_b_local.csv,492,2022,260854958,Chaverim of Queens,7000,ein_absent,,,,,pdf_confirms,8111,7000,1,"Gennaro Chaverim of Queens 260854958 $7,000 DYCD Funding to support emergency and non-emergency auto support to Council District 24."
data/fy22/schedule_c/fy22_appendix_b_local.csv,660,2022,111768294,Corona Spanish Seventh-day Adventist Church,15000,ein_absent,,,,,pdf_confirms,8539,15000,1,"Moya Corona Spanish Seventh-day Adventist Church 111768294 $15,000 DYCD To support clean up events and community events in Council District 21."
data/fy22/schedule_c/fy22_appendix_b_local.csv,882,2022,690210637,District 29Q Community Education Council,10000,ein_absent,,,,,pdf_confirms,9060,10000,1,"Brooks-Powers District 29Q Community Education Council 690210637 $10,000 DOE Events."
data/fy22/schedule_c/fy22_appendix_b_local.csv,906,2022,900958731,"Dwana Smallwood Performing Arts Center, Inc.",7500,ein_absent,,,,,pdf_confirms,9118,7500,2,"Cornegy Dwana Smallwood Performing Arts Center, Inc. 900958731 $7,500 DCLA students through after-school programs."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1006,2022,133848582,FJC,5000,ein_absent,,,,,pdf_confirms,9364,5000,1,"Vallone FJC - Friends of Crocheron & John Golden Park 133848582 $5,000 DPR events and services."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1043,2022,465128655,Foundation for the Advancement and Rehabilitation of the Marginal,7500,ein_absent,,,,,pdf_confirms,9452,7500,1,"Ampry-Samuel the Marginal 465128655 $7,500 DYCD Sprouts Initiative."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1054,2022,134122378,Friends of Crotona Park,10000,ein_absent,,,,,pdf_confirms,9485,10000,2,"Salamanca Friends of Crotona Park - Crotona Park Programming 134122378 $10,000 DPR events/activities within Crotona Park."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1055,2022,134122378,Friends of Crotona Park,10000,ein_absent,,,,,pdf_confirms,9485,10000,2,"Salamanca Friends of Crotona Park - Crotona Park Programming 134122378 $10,000 DPR events/activities within Crotona Park."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1161,2022,853545377,Greater Hood Community Development Corporation,10000,ein_absent,,,,,pdf_confirms,9768,10000,2,"Perkins Greater Hood Community Development Corporation 853545377 $10,000 DYCD To support Intergeneration Social Service and Wellness Program."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1258,2022,263332972,"Hot Bread Kitchen, Ltd.",10000,ein_absent,,,,,pdf_confirms,10017,10000,1,"Perkins Investing in Breadwinners 263332972 $10,000 SBS Funding to support Bakers In Training programming for residents of Council District 9."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1378,2022,132664489,"Judson Memorial Church, Inc.",6000,ein_absent,,,,,pdf_confirms,10325,6000,1,"Johnson Judson Memorial Church, Inc. 132664489 $6,000 DYCD and sending physical mailer."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1605,2022,273083348,Mevakshai Hashem,5000,ein_absent,,,,,pdf_confirms,10864,5000,1,"Yeger Mevakshai Hashem 273083348 $5,000 DYCD Funds will be used to provide social and emotional supports for students."
data/fy22/schedule_c/fy22_appendix_b_local.csv,1696,2022,383678458,"National September 11 Memorial & Museum at the World Trade Center Foundation, Inc.",2500,ein_absent,,,,,pdf_confirms,11082,2500,1,"Chin Trade Center Foundation, Inc. 383678458 $2,500 DYCD grades 3 to 12."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2020,2022,260687593,Newtown Historical Society,5000,ein_absent,,,,,pdf_confirms,11875,5000,1,"Holden Newtown Historical Society 260687593 $5,000 DYCD equipment, and supplies."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2145,2022,136643607,Port Richmond High School Boy's Track & Field Team,5000,ein_absent,,,,,pdf_confirms_weak,12173,5000,2,"Rose Port Richmond Boy's Track & Field Team 136643607 $5,000 DOE Richmond High School Men's Cross-Country Track & field Team."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2146,2022,136643607,Port Richmond High School Boy's Track & Field Team,5000,ein_absent,,,,,pdf_confirms_weak,12173,5000,2,"Rose Port Richmond Boy's Track & Field Team 136643607 $5,000 DOE Richmond High School Men's Cross-Country Track & field Team."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2268,2022,113146598,"Queens Lesbian and Gay Pride Committee, Inc.",15000,ein_absent,,,,,pdf_confirms_weak,12472,15000,2,"Dromm Pride 113146598 $15,000 DYCD To support the annual Queens Pride Parade and Festival."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2273,2022,113373180,"Queens Sickle Cell Advocacy Network, Inc.",5000,ein_absent,,,,,pdf_confirms,12484,5000,3,"Brooks-Powers Queens Sickle Cell Advocacy Network, Inc. 113373180 $5,000 DHMH disease awareness and education."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2274,2022,113373180,"Queens Sickle Cell Advocacy Network, Inc.",15000,ein_absent,,,,,pdf_confirms,12486,15000,3,"Miller Queens Sickle Cell Advocacy Network, Inc. 113373180 $15,000 DHMH Funding to support community awareness and education of sickle cell disease."
data/fy22/schedule_c/fy22_appendix_b_local.csv,2275,2022,113373180,"Miller Queens Sickle Cell Advocacy Network, Inc.",60000,ein_absent,,,,,pdf_confirms,12489,60000,3,"Speaker Miller Queens Sickle Cell Advocacy Network, Inc. 113373180 $60,000 DHMH number of painful cases requiring hospitalization, and re-admissions."
