member,organization,program,ein,amount,purpose
Abreu,"Harlem Advocates for Seniors, Inc.",Senior Committee Older Adult Program - Council District 7,811966114,10000,Funding to support programming for older adults in Council District 7.
Salaam,"Harlem Commonwealth Council, Inc.",Council District 9,136271908,10000,"Funds will empower older adults in Council District 9 by providing digital skills training, certifications, and career-ready preparation for today’s workforce."
Salaam,"Harlem Presents, Inc.",Harlem Senior Center,800783830,7000,Funds to support weaving activities in a Harlem senior center.
Salaam,"Harlem United Community AIDS Center, Inc.",Adult Day Health Center - Council District 9,133461695,7000,"To provide ongoing food access, nutrition services, and comprehensive care for aging adults through Adult Day Health Center in Council District 9."
Salaam,"Harlem Week, Inc.",,133058019,10000,"Funding will be used to enhance cultural programming for older adults, focusing on preserving and celebrating their cultural heritage through engaging community events and activities."
Bottcher,"Hartley House, Inc.",HOPE Program - Council District 3,131656652,9000,Funds will support HOPE programming and services.
Menin,"Health Advocates for Older People, Inc.",,134165807,6500,"To support the East Side Case Management Consortium, the Center at Lenox Hill Neighborhood House and the Support Our Seniors programing."
Brewer,"Health Advocates for Older People, Inc.",Healthy Aging - Council District 6,134165807,5000,This funding will support district-based older adult services.
Carr,"Health Essential Association, Inc.",,452871053,5000,Funds to be used for programming and services for seniors.
Feliz,Health Insurance Plan of Greater New York,Healthcare services - Council District 15,131828429,10000,Funding will go towards providing District 15 residents with wholistic healthcare services and community outreach initiatives. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Aviles,"Heights and Hills, Inc.",Caregiver Program,237237927,10000,Funds will be used to support Heights and Hills Caregiver services and the Park Slope Center.
Joseph,"Heights and Hills, Inc.",Case Management and Caregiver Programs - Council District 40,237237927,5000,"Funds will be used to support volunteer programs, in support of the work for Case Management and Caregiver Programs."
Hudson,"Heights and Hills, Inc.",Case Management Support - Council District 35,237237927,10000,Funding for volunteer programs in support of ongoing in-home case management for homebound older adults.
Hanif,"Heights and Hills, Inc.",Senior Center Programming,237237927,19000,"Funds will be used to support arts and cultural programs, education and recreation, technology classes, health promotion and general operations of the center."
Joseph,"Helen Keller International, Inc.",Vision Assistance for Older Adults - Council District 40,135562162,5000,Funds to be used for the Helen Keller Intl's New York Vision Program for low income seniors in Council District 40.
Restler,Helen Keller Services,Adaptive Living Program - Council District 33,111630807,5000,To support the free Adaptive Living Program (ALP) for visually impaired seniors in Council District 33.
Brannan,Helen Keller Services,Assistance & Training for Legally Blind Older Adults,111630807,5000,"To support skills based training, resource navigation, and other assistance for legally blind older adults."
Rivera,Henry Street Settlement,Henry Street Senior Services,131562242,15000,Funds will support the Henry Street Senior Center.
Stevens,Highbridge Community Development Corporation,Council District 16,133860487,5000,"Funding to support community engagement, recreational activities and programming for the seniors in Council District 16."
Brewer,"Holocaust Music Lost & Found, Inc.",Holocaust Music History - Council District 6,871567482,5000,This funding will support district-based older adult services.
Felder,"Homecrest Community Services, Inc.",,113373115,5000,"Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion."
Vernikov,"Homecrest Community Services, Inc.",Homecrest Senior Center,113373115,10000,Funding to support operational expenses and social services programming for seniors at Homecrest Senior Center.
Stevens,"Hope of Israel Senior Citizens Center, Inc.",Senior Center - Council District 16,132749857,10000,Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center in Council District 16.
Sanchez,"Horticultural Society of New York, The",Horticulture Services for Older Adults,130854930,10000,Funds will support horticulture services at Older Adult Centers in Council District 14.
Salamanca,"Housing Options and Geriatric Association Resources, Inc.",Senior Case Assistance Program & Golden Age Clubhouse - Council District 17,133887707,30000,To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Council District 17.
Williams,"India Home, Inc.",,208747291,10000,"Funds will be used to support culturally competent senior programming, home delivered meals & groceries, wellness check-up calls, virtual health and wellness activities, educational seminars, civic engagement, etc."
Krishnan,"India Home, Inc.",,208747291,13000,Funds will be used to support India Home's Senior Center programs as well as its services.
Gennaro,"India Home, Inc.",,208747291,40000,"Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for older adults to keep them healthy and active."
Adams,"India Home, Inc.",Older Adults Services - Council District 28,208747291,11000,Funds will support case management and programing at senior center in Richmond Hill. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Stevens,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Arturo Schomburg Senior Center - Council District 16,132987263,15000,Funds will be used to cover the cost of running recreational activities at the IPR/HE Arturo Schomburg Senior Center in Council District 16.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Betances Senior Center,132987263,10000,"To provide funding for health and fitness workshops, cultural events and activities, as well as critical case assistance to seniors and families at Betances Senior Center."
Salamanca,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Bronx River Older Adult Center,132987263,30000,Funds will be used for Bronx River Older Adult Center programming.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Carver Senior Center,132987263,10000,Funding will provide access to critical services for seniors at Carver Senior Center.
Krishnan,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Elmhurst/Jackson Heights Senior Center,132987263,5000,"To fund Elmhurst/Jackson Heights Senior Center’s educational and recreational programs and activities, as well as case assistance to center seniors and their caregivers."
Farias,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",James Monroe Houses - Council District 18,132987263,15000,"Funding to support recreational activities, health and fitness workshops, cultural events, and activities, as well as critical case assistance to older adults at James Monroe Houses in Council District 18."
Won,"Jacob A. Riis Neighborhood Settlement, The",Queensbridge Older Adult Center,111729398,35000,Funding to support Queensbridge/Riis Neighborhood Senior Center.
Powers,"James Lenox House Association, Inc.",,131624148,5000,Funding will support a Registered Nurse geriatrician who services residents two evenings weekly.
Ayala,Jewish Association for Services for the Aged (JASA),1199 NORC,132620896,7500,"To provide funding for JASA's health-related programming, which addresses chronic diseases, nutrition, and weight management."
Gutierrez,Jewish Association for Services for the Aged (JASA),Bushwick/Hylan NORC SSP,132620896,5000,To support programming for seniors at Bushwick/Hylan NORC SSP.
Brewer,Jewish Association for Services for the Aged (JASA),Club 76 Older Adult Center,132620896,5000,Funds will support JASA Club 76 Older Adult Center programming and services.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Council District 31,132620896,10000,Funding will support JASA’s socialization and intergenerational programming in Council District 31.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Digital Literacy Education - Council District 31,132620896,10000,Funding will support digital literacy education for seniors in Council District 31.
Marmorato,Jewish Association for Services for the Aged (JASA),Ginsburg Older Adult Center,132620896,5000,Funds to support programming at the Ginsburg Older Adult Center.
Narcisse,Jewish Association for Services for the Aged (JASA),HES Older Adult Center - Council District 46,132620896,25000,Funding to provide services and activities to older adults in CD46 at the HES Older Adult Center.
Lee,Jewish Association for Services for the Aged (JASA),Holliswood Older Adult Center,132620896,6000,"Funding to support senior programming, events, and activities in Holliswood Older Adult Center."
Vernikov,Jewish Association for Services for the Aged (JASA),Home Delivered Meals,132620896,5000,Funding for home delivered meals for seniors residing in the 48th Council District.
Vernikov,Jewish Association for Services for the Aged (JASA),JASA Trump United,132620896,5000,Funding to support senior programs at Trump United.
Brannan,Jewish Association for Services for the Aged (JASA),Older Adult Services - Council District 47,132620896,10000,"To support recreational, social, and supportive programming and services for older adult residents of Council District 47. Page 12 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Bottcher,Jewish Association for Services for the Aged (JASA),Penn South - Council District 3,132620896,19500,"Funds will support health and educational programs, cultural and recreational activities, counseling, referral and other related services to improve the quality of life of Penn South residents."
Ariola,Jewish Association for Services for the Aged (JASA),Rockaway Park Older Adult Center (OAC),132620896,10000,Funds will be used to support programming and services as well as operational expenses of Rockaway Park Older Adult Center.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Roy Reuther Older Adult Center,132620896,15000,"Funding will support virtual and in-person digital literacy classes for seniors at Roy Reuther Older Adult Center, located, in Council District 31."
Vernikov,Jewish Association for Services for the Aged (JASA),Scheur House,132620896,5000,"Funding to support programs, senior outings, supplies and operating costs at Scheuer House Brighton 6."
Vernikov,Jewish Association for Services for the Aged (JASA),Senior Alliance Senior Center,132620896,10000,"Funding to support programming, activities and services at JASA Senior Alliance 161 Corbin Place."
Brewer,Jewish Association for Services for the Aged (JASA),St. Martins Tower NORC - Supportive Services Program,132620896,5000,Funds will support NORC Supportive Services Program.
Marmorato,Jewish Association for Services for the Aged (JASA),Throggs Neck,132620896,5000,"Funds will support senior programming, events to provide entertainment and useful information to seniors, and transportation costs for senior trips in the Throggs Neck region."
Vernikov,Jewish Association for Services for the Aged (JASA),Warbasse Cares NORC,132620896,5000,This funding will support District 48 based senior services for JASA/Warbasse Cares NORC.
Gutierrez,Jewish Association for Services for the Aged (JASA),Williamsburg Older Adult Center,132620896,10000,To support programming for seniors at Williamsburg Older Adult Center.
Carr,"Jewish Community Center of Staten Island, Inc.",,135562256,16000,"Funds will enhance and expand current programming, including case management, referrals, nutrition, education and recreation."
Morano,"Jewish Community Center of Staten Island, Inc.",Senior Olympics,135562256,5000,Funds will be used to support Senior Olympics.
Hanks,"Jewish Community Center of Staten Island, Inc.",Stapleton Older Adult Center,135562256,15000,Funding will support programs and services at the Stapleton Older Adult Center.
Felder,"Jewish Community Council of Canarsie, Inc.",,112608645,5000,"Funds will support comprehensive case management services, information and referrals, support groups, distribution of food parcels and supportive counseling services to at risk elderly, immigrants and disadvantaged families throughout Southeast Brooklyn."
Restler,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,5000,Funds to support transportation services for older adults in Downtown Brooklyn.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,7500,"Funds to support seniors in need services, food pantry and home delivered meals program."
Osse,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,10000,Funding for Older Adult Transportation for Council District 36 seniors.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Homecare Program,112665181,15000,Funding to support expenses related to Senior Citizen Homecare programming and Services.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Jay Harama Senior Center,112665181,5000,"Funding to support various programming, activities and services at Jay Harama Senior Center. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Louis,"Jewish Community Council of Greater Coney Island, Inc.",Older Adult Center Programs - Council District 45,112665181,5000,"Funds will be used to support our Older Adult Center programs such as educational/recreational classes, home delivered meals and congregate meals at Older Adult Centers."
Aviles,"Jewish Community Council of Greater Coney Island, Inc.",Older Adult Transportation,112665181,10000,Funds will be used to provide Older Adult Transportation program.
Narcisse,"Jewish Community Council of Greater Coney Island, Inc.",Older Adult Transportation Program,112665181,5000,Funds to provide transportation to older adults for essential services and appointments.
Brannan,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation - Council District 47,112665181,10000,To support free transportation services for older adults in Council District 47.
Hanif,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation Program,112665181,7500,"Fund to provide services and programs, in particular senior citizen transportation."
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Senior Transportation Program,112665181,7500,Funding to support senior transportation program which transports seniors to medical and non-medical appointments.
Ariola,"Jewish Community Council of the Rockaway Peninsula, Inc.",Services for Holocaust Survivors,112425813,20000,Funds will be used to support Kosher Client Choice Food Pantry especially for senior clients and Holocaust survivors and to support social services coordination.
Farias,Kips Bay Boys & Girls Club,Castle Hill Senior Center,131623850,20000,Funding to support senior services at the Castle Hill Senior Center in Council District 18.
Ung,"Korean American Senior Citizens Society of Greater New York, Inc.",Korean American Senior Services - Council District 20,112455396,5000,To support Korean American senior case assistance and senior programming for residents in Council District 20.
Paladino,"Korean Community Services of Metropolitan New York, Inc.",Social Service Program,237348989,10000,Funds will support expenses for social adult day care in Council District 19.
Gutierrez,"La Nueva Esperanza, Inc.",Senior Support - Council District 34,204393724,10000,To provide services to seniors suffering with substance abuse and/or HIV/AIDS.
Salaam,"Ladies of Hope Ministries, Inc.",Council District 9,832249413,7500,"To support career development for justice-impacted women aged 50+, addressing barriers to employment through specialized training, digital literacy, and workforce inclusion in Council District 9."
Menin,"Lenox Hill Neighborhood House, Inc.",,131628180,17500,"To support the East Side Case Management Consortium, the Center at Lenox Hill Neighborhood House and the Support Our Seniors programing."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Center at Saint Peter's Church,131628180,15000,"Funding will support the Senior Center at Saint Peter's Church, which serves older adults annually with diverse meal, intellectual, health, and social programs."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Transportation,131628180,5000,Funding will support transportation for older adults to programs at the Center.
Joseph,Life of Hope,Social Services - Council District 40,205252137,5000,Funds to be used to provide services for older adults in Council District 40.
Carr,"Lifestyles for the Disabled, Inc.",,133740011,8000,"Funding will be used for the operational costs to provide meals, movie nights, art classes, and other entertaining activities throughout the year to Staten Island seniors."
Morano,"Lifestyles for the Disabled, Inc.",Horticulture Program,133740011,12500,This funding will support district based senior services. Page 14 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Hanks,"Lifestyles for the Disabled, Inc.",Serving Our Seniors - Council District 49,133740011,10000,Funding will support the Serving Our Seniors program in Council District 49.
Brewer,"Lincoln House Outreach, Inc.",Community Outreach - Council District 6,133668207,5000,This funding will support district-based older adult services.
Holden,"Maspeth Town Hall, Inc.",Senior Programming - Council District 30,237259702,9000,"Funds to be used for staff support, programming, activities for seniors in Council District 30."
Carr,"Meals on Wheels of Staten Island, Inc.",,132894978,10000,Funds will be used to help support the Meals on Wheel Nutrition Services.
Lee,"Medicare Rights Center, Inc.",,133505372,5000,To fund Town Hall Enrollment and Outreach in Council District 23.
Powers,"Medicare Rights Center, Inc.",Council District 4,133505372,5000,Funding will support community presentations in Council District 4 about how to access and enroll in Medicare programs.
Brewer,"Medicare Rights Center, Inc.",Education & Enrollment Program,133505372,5000,Funds will support the Education & Enrollment Program and services in Council District 6.
Brannan,"Medicare Rights Center, Inc.",Medicare Counseling & Enrollment Assistance - Council District 47,133505372,5000,To support Medicare enrollment assistance and counselling/advice for Council District 47 residents.
Bottcher,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Services - Council District 3,133505372,5000,Funding to support Medicare Education and Enrollment services.
Hudson,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Virtual Town Hall - Council District 35,133505372,5000,Funds to support Medicare education town halls in Council District 35.
Menin,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,"Funding to support operating expenses of the social services department including case workers and emergency services, publicly noticed through Council District 5 monthly newsletter and website."
Krishnan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,"Funding for case workers to assist senior clients facing evictions, medical payments and various other services for seniors."
Morano,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,15000,Funding to senior home repair program for Council District 51 constituents.
Feliz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Community Engagement - Council District 15,132738818,15000,Funds will support turkey distribution events and social services.
Ung,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Repair Program - Council District 20,132738818,5000,To provide free handyman services and home repairs for low-income older adults in Council District 20.
Marmorato,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair Program - Council District 13,132738818,5000,Funding to support the SenioRepair program.
Brannan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services - Council District 47,132738818,7500,To support Met Council's social services and assistance.
Ariola,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program - Council District 32,132738818,17500,This funding will support district based senior services. Page 15 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Abreu,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program - Council District 7,132738818,7500,"Funding to support older adult clients secure government benefits and entitlements, including counseling, financial assistance and emergency food in Council District 7."
Marmorato,"Migrant Kitchen Incorporated, The",Senior Meal Distributions - Council District 13,850592518,10000,To support hot meal mobile distribution to seniors in Council District 13
Abreu,"Morningside Retirement and Health Services, Inc.",NORC Program - Council District 7,136206256,12500,Funding to support the Morningside Retirement and Health Services NORC program.
Sanchez,"Morris Heights Health Center, Inc.",Community Empowerment for Seniors - Council District 14,061081232,5000,Funds will support community empowerment for seniors in Council District 14.
Sanchez,"Morris Heights Health Center, Inc.",Community Wellness,061081232,15000,"To support community engagement at MHHC's senior housing complex through transportation, trips and community events for Morris Heights seniors."
Marmorato,"Morris Park Community Association, Inc.",,237429900,5000,To support the aging populations of Morris Park through food security and senior programming.
De La Rosa,"Mosholu-Montefiore Community Center, Inc.",Marble Hill Senior Citizen Center,133622107,10000,To support programming at the Marble Hill Senior Center.
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",Senior Center,133622107,25000,"Funding to support programming activities for older adults, including special events, trips, program marketing, consultants to facilitate activities to seniors, incentives for recruitment and retention for seniors and staffing."
Menin,Moving For Life,Council District 5,465251831,7500,Funding will support older adult exercise and movement program within Council District 5.
Abreu,Moving For Life,Exercise for Health - Council District 7,465251831,7000,Funding to support Moving for Life programming in Council District 7.
Menin,Moving For Life,John Jay Park - City Council District 5,465251831,7000,To support a Senior Fitness classes weekly in John Jay Park in City Council District 5 for fall and spring that introduce seniors to athletic activities in a supportive and social environment.
Hanks,"Mt. Sinai Center for Community Enrichment, Inc.",Senior Day Care - Council District 49,134082027,20000,Funding will support the Senior Day Care program in Council District 49.
Felder,"Nachas Health and Family Network, Inc.",,113067201,5000,"Funds will support a comprehensive senior program, including detailed case management sessions resulting in entitlement procurement, including client prescreening, etc."
Vernikov,"Nachas Health and Family Network, Inc.",,113067201,5000,Funding for senior services such as health screenings and case work.
Brewer,"National Council of Jewish Women, New York Section",Council Lifetime Learning,131624132,10000,This funding will support district-based older adult services.
Salaam,"National Jazz Museum in Harlem, The",Senior Outreach Series - Council District 9,133853627,10000,"To support the Senior Outreach Series in Harlem by funding free presentations, including live music and discussions, aimed at engaging seniors in Council District 9 and reaching both in-person and online audiences."
Krishnan,"Neighborhood Housing Services of Queens CDC, Inc.",,471267077,5000,To fund informational programming about home ownership and senior citizens assistance programs.
Marmorato,Neighborhood Initiatives Development Corporation (NIDC),Congregation Sons of Israel,133110811,5000,Funds to support senior programming at Congregation Sons of Israel with Rabbi Fuchs. Page 16 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Casa Boricua Senior Center - Council District 17,133077047,15000,Funds will support senior activities and events at Casa Boricua Senior Center.
Farias,"Neighborhood Self Help by Older Persons Project, Inc.",Lafayette Estates NORC Program,133077047,15000,Funding to support the NORC Program at Lafayette Estates in Council District 18.
Carr,"New York City Verrazano 10-13 Association, Inc.",,134151778,5000,"Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops."
Menin,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,"To support the Home Sharing and Respite Care Program for residents in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Rivera,"New York Foundation for Senior Citizens, Inc.",Council District 2,132618568,10000,Funds will support Senior Citizens programs and operations in Council District 2.
Powers,"New York Foundation for Senior Citizens, Inc.",Council District 4,132618568,5000,"Funding will support the Home Sharing and Respite Care program, which provides home care assistance to older adults in Council District 4."
Narcisse,"New York Foundation for Senior Citizens, Inc.",Council District 46,132618568,5000,Funds will be used to provide services to older adults in the Council District 46.
De La Rosa,"New York Foundation for Senior Citizens, Inc.",Dyckman Senior Center,132618568,15000,To support programming at the Dyckman Senior Center.
Brewer,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,5000,Funds will support the Home Sharing and Respite Care program.
Marte,"New York Foundation for Senior Citizens, Inc.",LaGuardia Older Adult Center,132618568,7500,"The funds will be used to expand LaGuardia Older Adult Centers' health promotion, social, educational, recreational programs and services."
Marte,"New York Foundation for Senior Citizens, Inc.",Mott Street Senior Center,132618568,7500,"The funds will be used to expand Mott Street Older Adult Centers' health promotion, social, educational and recreational programs and services."
Holden,"New York Irish Center, Inc.",Senior Programming - Council District 30,550869151,5000,Funds to be used to support programs and services for seniors.
Won,"New York Irish Center, Inc.",Senior Wellness & Socialization Program,550869151,20000,Funding will supplement activities and programming for seniors.
Holden,"Newtown (Italian) Senior Citizens Center, Inc.",Senior Programming & Services - Council District 30,112308129,10000,"Funding to support senior services, programming and activities in Council District 30."
Aviles,"NIA Community Services Network, Inc.","Comprehensive Senior Recreation, Assistance & Support Services",112697931,5000,Funds will be used to provide comprehensive services for seniors.
Brannan,"NIA Community Services Network, Inc.",Programming & Assistance for Seniors - Council District 47,112697931,31000,"To support NIA's recreational, assistance, and support services."
Morano,"Noble Maritime Collection, The",Council District 51,133351673,10000,Funding will support arts programming and support for seniors in Council District 51.
Marmorato,"North East Bronx Senior Citizens Center, Inc.",,132759045,25000,"To provide physical activities, healthy food, and social events for seniors in the Northeast Bronx."
Vernikov,"Ohel Children's Home and Family Services, Inc.",,116078704,5000,Funding to support a variety of district based senior services.
Rivera,"Older Adults Technology Services (OATS), Inc.",,550882599,3000,Funds will support programs and operations in Council District 2. Page 17 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Menin,"Older Adults Technology Services (OATS), Inc.",Council District 5,550882599,10000,"To fund a free community-based programming for older adults including technology- training and certification classes, workshops & special events, where laptops and internet connections (where necessary) are brought to senior centers in Council District 5."
Gutierrez,"Older Adults Technology Services (OATS), Inc.",Digital/Virtual Literacy & Technology Training - Council District 34 Older Adults,550882599,5000,Funding will support Digital/Virtual Literacy and Technology Training for Older Adults in Council District 34.
Mealy,"Older Adults Technology Services (OATS), Inc.",Mt. Ararat Senior Center,550882599,10000,Funds will support Digital/Virtual Literacy and Technology Training for older adults.
Joseph,"Older Adults Technology Services (OATS), Inc.",Older Adult Digital Literacy - Council District 40,550882599,5000,Funds to be used for Digital/Virtual Literacy and Technology Training for Older Adults in Council District 40.
Mealy,"Older Adults Technology Services (OATS), Inc.",Riverway Older Adult Center,550882599,2000,Funds will support Digital/Virtual Literacy and Technology Training for older adults.
Bottcher,"Older Adults Technology Services (OATS), Inc.",Trainings - Council District 3,550882599,5000,Funds will provide free intensive and high-quality technology trainings for older adults.
Felder,Our Lady of Grace Roman Catholic Church,Golden Age Group,111694947,5000,Funds will be used to support Our Lady of Grace RC Church's Golden Age Group.
Brewer,"Palante Harlem, Inc.",Estate Planning Program - Council District 6,800209989,5000,"Funds will support an estate planning program in Council District 6, including living wills and other advance directives."
Banks,"Parodneck Foundation For Self Help Housing and Community Development, The",Senior Citizen Homeowner Assistance Program (SCHAP) - Council District 42,112229635,10000,"Funds will be used to Senior Citizen Homeowner Assistance Program (SCHAP) in Council District 42, to help bring resources and awareness to senior homeowners."
Gutierrez,"Peter Cardella Senior Citizen Center, Inc.",Meals on Wheels,112328536,10000,Funding will support Meals on Wheels at Peter Cardella Senior Center.
Gutierrez,"Peter Cardella Senior Citizen Center, Inc.",Senior Center Operations,112328536,10000,"Funding will support facility maintenance/operation, escalating costs of utilities, insurance, food, transportation costs, and office and ed/rec supplies associated with operating a multi-service older adult center."
Powers,"Phipps Neighborhoods, Inc.",,132707665,5000,Funds will support the Phipps NORC's programs and operations.
Rivera,"Phipps Neighborhoods, Inc.",NORC,132707665,10000,Funds will support the Phipps NORC's programs and operations.
Feliz,"Phipps Neighborhoods, Inc.",West Farms Senior Program,132707665,20000,Funds will support Phipps Neighborhoods Senior Program at West Farms.
Restler,"Polish and Slavic Center, Inc.",Council District 33,112285970,24000,This funding will support district based senior services.
Holden,"Polonians Organized to Minister to Our Community, Inc.",Senior Programming & Services - Council District 30,112594500,9000,"Funds to be used to support counseling, advocacy and individual bilingual assistance to those with social and immigration related issues."
Mealy,"Positivity Market, Inc.",Mt. Ararat Senior Center,611779109,10000,Funds will be used to support older adults programming and services at Mt. Ararat Senior Center.
Marmorato,"Presbyterian Senior Services, Inc.",City Island Older Adult Center,131981482,10000,Funds will support senior programming at the senior center on City Island. Page 18 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Stevens,"Presbyterian Senior Services, Inc.",Highbridge Gardens Senior Center - Council District 16,131981482,15000,"Funding to support senior programming, activities and services at The PSS Highbridge Gardens Senior Center including congregate meals, classes/workshops, and related supplies and materials in Council District 16."
Stevens,"Presbyterian Senior Services, Inc.",Highbridge Senior Center - Council District 16,131981482,20000,"Funding to support senior programming, activities and services at The PSS Highbridge Center including congregate meals, classes/workshops, and related supplies and materials in Council District 16."
Salamanca,"Presbyterian Senior Services, Inc.",Jackson & Davidson Senior Centers - Council District 17,131981482,20000,Funding to support senior services at PSS Jackson and Davidson Centers.
Abreu,"Presbyterian Senior Services, Inc.",Manhattanville Senior Center- Council District 7,131981482,10000,Funding to support services at the Manhattanville Senior Center.
Marmorato,"Preston Center of Compassion, Inc.",,571180937,10000,"To provide outreach to seniors and in person social events include bingo, health screenings, and other informational sessions."
Gennaro,"Queens Community House, Inc.",,112375583,5000,Funding will be used to cover the cost of associated with running older adults focused events in Council District 24.
Krishnan,"Queens Community House, Inc.",Arts Programming - Queens Center,112375583,8000,To fund intergenerational arts programming at Queens Center for Gay Seniors.
Holden,"Queens Community House, Inc.",Rego Park Older Adult Center - District 30 Programs,112375583,25000,Funds to be used for operating expenses of programs and services at the Rego Park Older Adult Center.
Krishnan,"Queens Community House, Inc.",Senior Programming,112375583,22000,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance."
Schulman,"Queens Community House, Inc.",Supporting Seniors,112375583,11000,"Funds will support various wellness programs/services at Council District 29 centers for senior citizens; including Rego Park Older Adult Center, Forest Hills Older Adult Center, Kew Gardens Older Adult Center and Forest Hills NORC."
Gennaro,"Queens Jewish Community Council, Inc.",,237172152,29000,Funding to support older adults programming including intervention and immigrant services.
Paladino,"Queens Jewish Community Council, Inc.",Senior Services,237172152,5000,"Funding to support services/programming for citizenship, green card, and medical insurance in Council District 19."
Ariola,"Queens Jewish Community Council, Inc.",Senior Social Services,237172152,5000,"Funds will be used to provide senior services, meals-on-wheels and senior programming."
Holden,Rabbi Israel Meyer HaKohen Rabbinical Seminary of America,Middle Village Adult Center Senior,111752021,25000,Funds to be used for operating expenses of programs and services at the Middle Village Adult Center.
Riley,"Regional Aid for Interim Needs, Inc.",Boston East Neighborhood Senior Center,136213586,25000,Funds to be used to operate the R.A.I.N Boston East Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Boston Secor Neighborhood Senior Center,136213586,25000,Funds to be used for the R.A.I.N Boston Secor Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Eastchester Neighborhood Senior Center,136213586,30000,Funds to be used for the R.A.I.N Eastchester Neighborhood Senior Center.
Stevens,"Regional Aid for Interim Needs, Inc.",Findlay House Senior Program,136213586,10000,The funding will be used to provide supplemental social and recreational activities at the Findlay House Senior Center. Page 19 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Riley,"Regional Aid for Interim Needs, Inc.",Gunhill Neighborhood Senior Center,136213586,30000,Funds to be used to operate the R.A.I.N Gunhill Neighborhood Senior Center.
De La Rosa,"Regional Aid for Interim Needs, Inc.",Inwood Older Adult Center,136213586,15000,To support senior programming at R.A.I.N. Inwood Older Adult Center.
Feliz,"Regional Aid for Interim Needs, Inc.",Mt. Carmel Neighborhood Senior Center,136213586,25000,Funds will support R.A.I.N. programming at Mt. Carmel Neighborhood Senior Center.
