member,organization,program,ein,amount,agency,purpose
Osse,Kings Majestic Corporation,,112956108,7500,DCLA,Funding to support programming in Council District 36.
Hudson,Kings Majestic Corporation,Artist Residency Programs - Council District 35,112956108,5000,DCLA,Funding for artist residency programs in Council District 35.
Dinowitz,Kingsbridge Historical Society,2026 Exhibition & Lecture Series - Council District 11,463952918,10000,DYCD,Funding to support historical society lectures and exhibitions series programs in Council District 11.
Dinowitz,Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Community Events & 4Bronx Project - Council District 11,133097905,15000,DCLA,Funding to support community events and the 4Bronx Project in Council District 11.
Speaker Farias,Kips Bay Boys & Girls Club,Lucile Palmaro Clubhouse and Castle Hill Unit,131623850,150000,DYCD,Funding to support the continued delivery and expansion of direct teen and youth services at the Lucille Palmaro Clubhouse.
Speaker,Marmorato Kips Bay Boys & Girls Club,Throggs Neck Neighborhood & Throggs Neck Community Center,131623850,50000,DYCD,Funds will provide teen and youth services for children in the Throggs Neck neighborhood and Throggs Neck Community Center. Page 91 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,Kips Bay Neighborhood Alliance,,455308456,5000,DYCD,"Funding will support waterfront parks and east side tree bed clean-up and plantings, composting bin in St Vartan and new waterfront dog run maintenance. Graffiti clean-up throughout east side including mural maintenance in 37th Street underpass."
Rivera,Kips Bay Neighborhood Alliance,,455308456,5000,DYCD,Funds will support programs and operations.
Marte,"Kiwanis Club for Community Care Foundation, Inc.",,884305412,5000,DYCD,Funding will support neighborhood safety through its network of trained community volunteers in Manhattan's Chinatown.
Ariola,"Kiwanis Club of Howard Beach Foundation, Inc.",,352638008,5000,DYCD,Funds will be used for community events.
Riley,KJs Sports Project,Youth Programming - Council District 12,994235318,5000,DYCD,Funds to be used for youth sports programming in City Council District 12.
Felder,"Knafayim, Inc.",,812729166,5000,DHMH,Funding to provide training for nurses involved in traumatic birth and provide educational and supportive resource for women who have undergone loss.
Vernikov,"Knafayim, Inc.",,812729166,15000,DHMH,Funding to provide training for nurses involved in traumatic birth and provide educational and supportive resource for women who have undergone loss.
Nurse,"Knickerbocker Avenue Merchants Partnership, Inc.",Knickerbocker Beautification,843309358,10000,DYCD,Funds will support beautification of Knickerbocker Avenue's commercial corridor to stimulate economic activity and community partnerships.
Ung,Korean American Association of Queens New York,,454685421,10000,DYCD,"To support the celebration of traditional Korean holiday events: Lunar New Year, Dano, and Harvest Festival."
Ung,"Korean American Civic Empowerment For Community, Inc.",Council District 20,203987662,11000,DSS/HRA,To support KACE's programming and in person legal service clinics for residents of Council District 20.
Gennaro,"Korean American Family Service Center, The",,133609811,5000,DYCD,"Funding to provide culturally and linguistically appropriate domestic violence prevention and intervention services, individual and family counseling for all ages, referrals, support groups and affordable after-school."
Krishnan,"Korean American Family Service Center, The",,133609811,5000,DYCD,"To provide services to Asian Americans who have survived domestic violence (DV), sexual assault, relationship violence, human trafficking, or/and child abuse."
Ung,"Korean American Family Service Center, The",Economic Empowerment Program - Adult Literacy,133609811,7500,DYCD,"To support the Economic Empowerment Program, which helps victims of domestic violence move from crisis to economically empowered and independent lives via adult literacy programs such as ESOL, computer, and job training programs."
Paladino,"Korean American Family Service Center, The",Economic Empowerment Program - Digital Literacy,133609811,5000,DYCD,Funding will support Digital Literacy classes for Asian American women in Council District 19.
Powers,"Korean American Family Service Center, The",Manhattan Satellite Office,133609811,5000,DYCD,Funding will be used towards culturally specific counseling and case management services provided at the Manhattan Satellite Office.
Ung,Korean American Youth Choir of New York,Cultural Performances & Youth Development Program - Council District 20,994174091,5000,DYCD,"Funding to support programming including music training, performances at local schools, cultural festivals, and community events in Council District 20."
Speaker,"Lee Korean Community Services of Metropolitan New York, Inc.",,237348989,100000,DHMH,Funding to support the provision of mental health services for the Korean immigrant community.
Lee,"Korean Community Services of Metropolitan New York, Inc.",ESOL Programming - Council District 23,237348989,10000,DYCD,Funding to support maintenance and expansion of ESOL programming.
Ung,"Korean Community Services of Metropolitan New York, Inc.",Flushing Older Adult Center,237348989,5000,DFTA,"To fund programmatic and operation costs of the congregate meals, case assistance, education and recreation, and other senior programming for residents in Council District 20. Page 92 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Ung,"Korean Traditional Marching Band, Inc.",Francis Lewis High School (26Q430) & World Traditional Orchestra of Peace,270536321,5000,DCLA,To support the after-school Korean traditional percussion classes at Francis Lewis High School and the World Traditional Orchestra of Peace.
Ung,"Korean-American Parents Association of Greater New York, Inc.",,260893800,5000,DYCD,Funding to support KAPA-GNY's programming including weekly parent workshops.
De La Rosa,"La Asociacion Americana De Estudios Culturales Universales, Inc.",Tarde Holistica & Portal de Luz,133059518,5000,DYCD,To support ADEUSA programming in relation to holistic healing.
Speaker,"Ayala La Casa de la Herencia Cultural Puertorriquena, Inc.",,133205023,100000,DYCD,To provide funding to support La Casa's Cultural and Educational Community Program.
Marte,"La Mama Experimental Theatre Club, Inc.",La MaMa Kids - Community Program,132620861,5000,DCLA,"To support the expansion of the ongoing community program, La MaMa Kids."
Gutierrez,"La Nueva Esperanza, Inc.",Support Programs - Council District 34,204393724,10000,DHMH,"The funding will be utilized to support programs around public health, anti-poverty, and food access for constituents."
Brewer,"Landmark West!, Inc.",Keeping the Past for the Future,133363655,10000,DCLA,"Funds will support youth education programs that celebrate the artistic, cultural, and built heritage of the Upper West Side (UWS) of Manhattan."
Joseph,LaSante Health Center,Care Coordination & Referrals Program - Council District 40,464149537,5000,DHMH,Funding will be used to establish a Care Coordination and Referrals program exclusively towards members of LaSante's sizeable Pediatric patient base.
Marte,"Latinas On The Verge of Excellence Love, Inc.",L.O.V.E. Mentoring Program,463732667,5000,DYCD,This funding will enable L.O.V.E. to expand its mentoring programs across NYC and support more young people.
De La Rosa,"Latino Film Market, Inc.",Council District 10,824925064,12000,DYCD,To support the programming and operations in Council District 10.
Hanif,"Leap, Inc.",,113111694,10000,SBS,To support skills training programs for low-income residents of public housing.
Mealy,Legal Aid Society,Civil Legal Services - Brooklyn,135562265,10000,DSS/HRA,Funds will support citywide Civil Legal Services in the borough.
Bottcher,Legal Aid Society,Civil Legal Services - Council District 3,135562265,5000,DSS/HRA,Funds will support our citywide Civil Legal Services in Council District 3.
Powers,Legal Aid Society,Civil Legal Services - Council District 4,135562265,5000,DSS/HRA,Funding will support civil legal services in Council District 4.
Joseph,Legal Aid Society,Civil Legal Services - Council District 40,135562265,5000,DSS/HRA,"Funding will support Civil Legal Services in Council District 40, including housing, foreclosure prevention, homeless rights, government benefits, health, employment, low- wage worker, immigration, family/domestic violence."
Brewer,Legal Aid Society,Civil Legal Services - Council District 6,135562265,5000,DSS/HRA,Funds to support civil legal services in Council District 6.
Farias,Legal Aid Society,Council District 18,135562265,10000,DSS/HRA,Funding to support civil legal services in Council District 18.
Adams,Legal Aid Society,Council District 28,135562265,10500,DSS/HRA,Funds will support free broad-based legal assistance to residents of Council District 28.
Marte,Legal Aid Society,Legal Services - Council District 1,135562265,5000,DSS/HRA,Funding to support legal services in Council District 1.
Louis,Legal Aid Society,Legal Services - Council District 45,135562265,5000,DSS/HRA,Funds will be used for legal services support in Council District 45.
Speaker,"Riley Lehman College Center for the Performing Arts, Inc.",,133047056,100000,DCLA,To provide funding support for Lehman Center’s Concert Season and Community Outreach.
Speaker,"Menin Lenox Hill Neighborhood House, Inc.",,131628180,55000,DFTA,Funds to provide comprehensive care management services to frail and homebound older adults.
Rivera,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,5000,DSS/HRA,Funds will support the programs and operations. Page 93 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Bottcher,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",LGBTQ Community Crisis Intervention Program (LGBTQ CCI),133217805,12500,DSS/HRA,"Funding to support the LGBT Community Crisis Intervention Program (LGBT CCI), providing crisis support and information."
Marte,"Leslie-Lohman Museum of Gay and Lesbian Art, The",,461245243,5000,DCLA,"Funds will be used to support Art Programming, Education Initiatives, and Community Engagement."
Krishnan,"Lewis Howard Latimer Fund, Inc.",Tinker Lab,112983131,5000,DCLA,Funding to support The Lewis Latimer House Museum (LLHM) signature biweekly Tinker Lab hybrid STEAM workshops for children between 6-14.
Ung,"Lewis Howard Latimer Fund, Inc.",Tinker Lab STEAM Education - Lewis Latimer House Museum,112983131,5000,DCLA,Funds will be used to support STEAM education programs.
Williams,"Life Camp, Inc.",Council District 27,200814999,5000,DYCD,Funds will be used to support programming the 27th Council District.
Banks,"Life Equip Group, Inc., The",LEGcares Service Learning Program,822649584,10000,DYCD,Funds will be used to bridge the gap between community service and academic studies in Council District 42.
Speaker,Joseph Life of Hope,,205252137,100000,DYCD,"To provide funding support a wide range of needed programs and services for ""at-risk"" youth and individuals; including family support, leadership and workforce development, educational and social support, immigration and legal counseling."
Joseph,Life of Hope,Council District 40,205252137,10000,DYCD,"Funding to support community programming, staff support, and office expenses."
Narcisse,Life of Hope,Council District 46,205252137,5000,DYCD,Funds will be used to provide services to immigrant Haitian constituents in Council District 46.
Abreu,Lifeforce in Later Years Inc.,Older Adult Programming - Council District 7,800401075,5750,DFTA,Funding to support community-based programming to support older adults in Council District 7.
Speaker,"Carr, Morano Lifestyles for the Disabled, Inc.",Adaptive Sports Program,133740011,35000,DHMH,"Funds will be used for sports programming, equipment and operational costs for the IDD community."
Banks,"Lights Out Performance, Inc.",Physical Activity Training Program,853008532,5000,DYCD,"Funds to support physical activity training, rental spaces, sports like football, track and field, basketball, soccer and our competitive 7-on-7 travel team in Council District 42."
Menin,"Lincoln Center for the Performing Arts, Inc.",,131847137,5000,DCLA,Funds will be used to support education and youth programming.
Speaker,"Osse, Williams Lincoln Center for the Performing Arts, Inc.",,131847137,180000,DCLA,"Free Year-round Public Programming at Lincoln Center: Civic Engagement, Arts, Education, and Innovation."
Brewer,"Lincoln Center for the Performing Arts, Inc.",Autism Spectrum & Developmental Disabilities Programs,131847137,5000,DCLA,"Funds will support Lincoln Center’s programming that centers children on the Autism spectrum, and those with other developmental disabilities."
Powers,"Lincoln Center for the Performing Arts, Inc.",School Visits - Council District 4,131847137,5000,DCLA,Funding will support educational performance programs to schools in Council District 4.
Brewer,"Lincoln Square District Management Association, Inc.",Seasonal Programming,133922300,7500,DYCD,Funds will provide seasonal programming for summer and the holiday season.
Mealy,"Lincoln Terrace Tennis Association, Inc.",Summer & Winter Tennis Programs,043672661,15000,DYCD,Funds will be used to support Summer & Winter Tennis Programs.
De La Rosa,"Literacy (LINC), Inc.",,133911331,15000,DYCD,To support Literacy Inc programming in Council District 10.
Dinowitz,"Literacy (LINC), Inc.",Council District 11,133911331,10000,DYCD,Funding to support early child literary and public space mini-library programming in Council District 11.
Feliz,"Literacy (LINC), Inc.",Literacy Programming - Council District 15,133911331,10000,DYCD,Funding will go towards literacy programming in Council District 15.
Hanks,"Literacy Partners, Inc.",Council District 49,510180665,15000,DYCD,Funding to support programming in Council District 49.
Menin,"Literacy Partners, Inc.",Council District 5,510180665,5000,DYCD,"Funding to provide programming, support adults and promote adult literacy in Council District 5. Page 94 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Osse,Little Essentials,,275281758,5000,DYCD,Funding for parental and children supplies for Council District 36 families.
Won,Little Essentials,Donation Program,275281758,39500,DYCD,Funds will support LE's donation program which provides essential children’s supplies to lessen the stress that comes with living in poverty.
Gutierrez,Little Essentials,Donation Program - Council District 34,275281758,5000,DYCD,Funding will support warehouse operations at Little Essentials.
Paladino,"Little Neck-Douglaston Community Ambulance Corps, Inc.",Emergency First Response Equipment,116028583,7500,FDNY,"Funding will be used to cover expenses related to daily operational costs, equipment, and repairs in Council District 19."
Caban,"Little Orchestra Society-Orpheon, Inc., The",Music Program - Public School 122Q (30Q122),132638292,5000,DCLA,Funds will support in-school music program at Public School 122Q (30Q122).
Feliz,"Little Orchestra Society-Orpheon, Inc., The",Music Program - Public School 54X (10X054),132638292,20000,DCLA,Funds will be used to support the musical connections program at Public School 54X.
Speaker,"Ayala Little Sisters of the Assumption Family Health Service, Inc.",,132867881,50000,DYCD,To provide funding support for programming at Little Sisters.
Hanif,"Living Traditions, Inc.",Brooklyn World Wide Festival & Programs,113193909,5000,DYCD,Support for the Brooklyn World Wide Festival and other public programming.
Carr,"Local Community Patrol, Inc.",,923159598,5000,DYCD,Funds to be used for educating residents on essential safety practices and strategies for crime prevention.
Banks,Local Development Corporation of East New York,Community & E-sports Programming - Council District 42,112556667,5000,DYCD,"Funds will be used to support community programming with a focus on e-gaming, youth engagement, and inclusive events that promote creativity, collaboration, and safe recreational spaces in Council District 42."
Banks,Local Development Corporation of East New York,Community Programming - Council District 42,112556667,10000,DYCD,"Funds will be used to support community-based programming, events and initiatives throughout the 42nd Council District, aimed at engaging residents, promoting local development."
Banks,Local Development Corporation of East New York,Green Thumb Community Garden Support - Council District 42,112556667,25000,DYCD,"Funds will be used to help support green thumbs in the 42nd council district, through various community initiatives, and workshops."
Bottcher,"Loco-Motion Dance Theatre for Children, Inc.",Dance Scholarship Fund,133803693,5000,DCLA,Funding to support the operational expenses of providing free dance classes for students.
Rivera,"Loisaida, Inc.",,133023183,15000,DCLA,Funds will support programs and operations.
Speaker,"Rivera Loisaida, Inc.",,133023183,100000,DYCD,"Funds will support Loisaida's cultural, educational, workforce training, and community development programs including Ecolibrium, M.U.J.E.R., and the Loisaida Festival."
De La Rosa,"Lotus Fine Arts Productions, Inc.",Drums Along the Hudson,133530544,5000,DCLA,To support Drums along the Hudson event in Council District 10.
Abreu,"Lotus Fine Arts Productions, Inc.",Drums Along the Hudson Program,133530544,5000,DCLA,Funding to support musical programming.
Morano,"Louie's Legacy Animal Rescue, Inc.",,270805279,10000,DYCD,Funding to support operational expenses including facility costs for animal rescue services and some costs for animal adoption events.
Morano,Lou's Helping Hand Foundation,Youth Services - Council District 51,823676844,5000,DYCD,Funds will be used to support youth services in Council District 51.
Louis,"Love & Kindness Wellness Foundation, Inc.",Behavioral Health Programming & Workshops - Council District 45,863030498,5000,DHMH,Funding to support behavioral health programming and workshops in Council District 45.
Marte,"Lower East Side District Management Corporation, Inc.",Community Safety Initiative,133683266,7000,DYCD,Funds to support community safety initiatives on the LES by the Business Improvement District. Page 95 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,"Lower East Side Tenement Museum, The",NYC Grade K- 12 Students Onsite & Virtual Tour Programs,133475390,5000,DCLA,Funding will support expanded free ticket programs to students in Council District 4.
Ayala,LSNY Bronx Corporation,Bronx Legal Immigration Services - Council District 8,161759590,10000,DSS/HRA,To support immigration legal services in the South Bronx section of Council District 8.
Sanchez,LSNY Bronx Corporation,Housing & Tenants Rights,161759590,10000,HPD,"To support on-going core services which will enhance capacity to deliver critical legal assistance through representation for tenants, tenant associations and organizations in litigation."
Joseph,"Madison Square Boys & Girls Club, Inc.",Project Graduate - Council District 40,135596792,8000,DYCD,"The goal of Project Graduate is to ensure that teens graduate high school college-ready, gain exposure to career opportunities, understand the basics of financial planning, and have a plan for after graduation."
Won,"Magar Association USA, Inc.",Immigrant Power Initiative,841655629,10000,DYCD,"Funding to support the Immigrant Power Initiative, educational inter-generational community programming and Nepali language learning."
Speaker,"Brannan Mahalla USA, Inc.",,842552292,10000,DYCD,Funds will support cultural events and social service programming in Council District 47.
Zhuang,"Mahalla USA, Inc.",Immigrant Outreach,842552292,10000,DYCD,Funding to provide services aimed at helping immigrants from Central Asian countries in Council District 43.
Brewer,"Make Music New York, Inc.",Make Music New York Festival,205751217,5000,DCLA,This funding will support Council District 6 based senior services.
Krishnan,Make the Road New York,Council District 25,113344389,12500,DYCD,Funds will be used to provide Services for the residents of Council District 25.
Gutierrez,Make the Road New York,Education Justice & Know Your Rights Project,113344389,15000,DYCD,Funding will support the Education Justice Project (EJP) and Know Your Rights (KYR) project in Council District 34.
Nurse,Make the Road New York,Youth Programming - Council District 37,113344389,25000,DYCD,Funds will support youth programming in Council District 37.
Gutierrez,"Make: STEAM, Inc.",Williamsburg High School of Art and Technology (14K454),472123500,7500,DOE,Funding will support high-impact project-based workshops at Williamsburg HS of Art and Technology.
Hanks,"Maker Park Radio, Inc.",Council District 49,821397822,15000,DYCD,Funding will support the SonicLab program and other events in Council District 49.
Schulman,"Making Books Sing, Inc.",Literature At Play Programming - NYC Public Schools K-5th Grade Classrooms,134201577,6000,DCLA,"Funding will support New York City Children's Theater's Multilingual Play and Song Writing Residencies for public school students throughout New York City, including Council District 29."
Narcisse,Making the Impossible Possible,Youth Development Programming - Council District 46,900797118,10000,DYCD,Funding to provide free educational programming to youth in Council District 46.
Salaam,"Mama Foundation for the Arts, Inc.",,311614732,10000,DCLA,"Funding will support music education, performances, and community programming for Harlem residents, especially youth, by ensuring access to training, performances, and cultural events."
Speaker,"Narcisse Man Up, Inc.",Violence Interruption Services,030553092,80000,DYCD,Anti-violence and violence interruption programming around Flatlands and East 80s to prevent rising gun violence rates.
Banks,"Mangrove Community Wealth, Inc.",Council District 42,874373793,5000,SBS,Funds to establish a dedicated business services team and resources to support our growing entrepreneurial community through specialized programming in Council District 42.
Louis,"Mangrove Community Wealth, Inc.",Supporting Small Busineses - Council District 45,874373793,5000,SBS,"Funds will support outreach, education, coaching, and access to community investments in safe spaces helping local entrepreneurs, artists, makers, workers, and organizations with economic, innovative and inclusive opportunities in Council District 45."
Marte,Manhattan Community Board #1,,136400434,6000,MNCB,For general expenses and operational costs. Page 96 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Salaam,Manhattan Community Board #10,,136400434,15000,MNCB,To provide support for operational costs for the community board.
Salaam,Manhattan Community Board #11,,136400434,7500,MNCB,To provide support for operational costs for the community board.
Ayala,Manhattan Community Board #11,Monthly Board Meetings,136400434,10000,MNCB,To provide support to live stream monthly board meetings.
Abreu,Manhattan Community Board #12,Council District 7,136400434,2500,MNCB,Funding to support community outreach and programming in Manhattan Community Board 12.
Marte,Manhattan Community Board #2,,136400434,5000,MNCB,For general expenses and operational costs.
Rivera,Manhattan Community Board #3,,136400434,3500,MNCB,Funds will support Community Board 3's programs and operations.
Marte,Manhattan Community Board #3,,136400434,5000,MNCB,For general expenses and operational costs.
Powers,Manhattan Community Board #5,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Rivera,Manhattan Community Board #6,,136400434,3500,MNCB,Funds will support Manhattan Community Board #6's operations.
Powers,Manhattan Community Board #6,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Brewer,Manhattan Community Board #7,Council District 6,136400434,6000,MNCB,Funds will support technology and full board meeting expenses for CB7.
Abreu,Manhattan Community Board #7,Council District 7,136400434,5000,MNCB,Funding to support community outreach and programming in Manhattan Community Board 7.
Powers,Manhattan Community Board #8,,136400434,5000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Menin,Manhattan Community Board #8,,136400434,10000,MNCB,Funding will provide community outreach between the board and its constituents and share information regarding government services.
Salaam,Manhattan Community Board #9,,136400434,7500,MNCB,To provide support for operational costs for the community board.
Abreu,Manhattan Community Board #9,,136400434,10000,MNCB,"Funding to support community events, programming, and outreach in Manhattan Community Board 9."
Powers,Manhattan Legal Services,Council District 4,132613958,5000,DSS/HRA,Funding will support legal representation and community education services to low income residents in Council District 4.
Bottcher,Manhattan Legal Services,Legal Services,132613958,5000,DSS/HRA,Funds will support legal representation and community education for low-income
Manhattan,residents. Marte Manhattan Legal Services,Legal Services for Low-Income Residents - Council District 1,132613958,5000,DSS/HRA,Funds will be used to provide Essential legal services for low-income residents in Council District 1.
Powers,"Manhattan Theatre Club, Inc.",Stargate Theatre Program,237086643,5000,DCLA,Funding will support the Stargate Theatre Program.
Salaam,"Marcus Garvey Park Alliance, Inc.",,203296091,5000,DYCD,"To promote parks equity by funding free cultural programming, accessibility services, park beautification, and community engagement, ensuring inclusive access to green spaces and the arts."
Brooks-Powers,Margert Community Corporation,Council District 31,112534700,20000,HPD,Funds will be used to support programs and services aimed to combat the loss of affordable housing in Council District 31.
Riley,MARIA GEMS,Afterschool Community Engagement - Council District 12,311613163,10000,DYCD,Funds will be used for youth and community engagement in Council District 12.
Feliz,"Marquis Studios, Ltd.",Public School 057X Crescent (12X057),133047206,20000,DCLA,Funds will support Public School 057X Crescent (12X057) programming.
Brooks-Powers,"Martin De Porres Youth and Family Services, Inc.",Council District 31,237448478,10000,DYCD,Funding will support alternative to violence and mentorship programming for at-risk youth in Council District 31.
Menin,Marymount Manhattan College,Council District 5,131628206,5000,DYCD,Funds would be used to help assist with a festival for Council District 5.
Felder,Masbia of Boro Park,,263851559,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Vernikov,Masbia of Flatbush,,271209610,5000,DYCD,"Funding to support operating costs including food, supplies, and facilities. Page 97 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Felder,Masbia of Flatbush,,271209610,8000,DYCD,The funding will be used for the procurement of food and ingredients that are needed to prepare daily hot meals and weekly take-home packages.
Louis,Masbia of Flatbush,Council District 45,271209610,5000,DYCD,Funds will be used to provide emergency food services for the community.
Holden,"Maspeth Chamber of Commerce, Inc.",Council District 30,113500705,10000,SBS,"To support neighborhood-level initiatives that promote economic development, job creation and retention, and community investment."
Holden,"Maspeth Chamber of Commerce, Inc.",Holiday Lights - Council District 30,113500705,15000,SBS,Funds to support holiday lights on Grand Avenue in Council District 30.
Speaker,Mayor's Office of Contract Services,Capacity Building Training,136400434,781000,MAYOR,"Funds would be used for an enhanced support team to assist Discretionary providers and Council member offices with the transition to PASSPort, in a targeted fashion. Will include webinars, user guides and videos to support Discretionary providers."
Salaam,"Maysles Institute, Inc.",,202545574,5000,DCLA,"To support their documentary filmmaking program for justice-impacted youth, providing skills training and creative outlets to address challenges like housing insecurity, violence, mental health struggles, and access to social services."
Marte,"Meals for Unity, Inc.",Meal Distribution Program,870839266,9500,DYCD,Funds will be used to support Meal Distribution Program.
Speaker,"Rivera Medicare Rights Center, Inc.",,133505372,125000,DFTA,"To provide counseling, intensive case and legal assistance, and help enrolling in public benefits to thousands of seniors, people with disabilities, and their caregivers who are confused by or unable to pay the costs associated with health insurance."
Narcisse,"Medicare Rights Center, Inc.",Benefits Enrollment - Council District 46,133505372,7500,DFTA,Funding to support Medicare Education and Enrollment workshops in Council District 46.
Ung,"Medicare Rights Center, Inc.",Benefits Enrollment Town Hall & Outreach - Council District 20,133505372,5000,DFTA,To support MRC's multilingual benefit outreach and in person support in Council District 20.
Restler,Mekimi,Patients and Siblings Outings & Therapy Events - Council District 33,550870419,11500,DYCD,"To support events and outings for children including transportation, food, and program expenses in Council District 33."
Bottcher,"Melodia Women's Choir of NYC, Inc.",,200100634,5000,DCLA,"Funding to support concert series, including performance of a commissioned work by African American composer Zanaida Robles, DMA."
Rivera,Mencius Society for the Arts,,562343092,5000,DCLA,Funds will support Chinese Orchestra and Choir programming and services.
Brewer,"Mendelssohn Glee Club, The",Glee Club,237140148,5000,DYCD,Funds will support expenses for a rehearsal space and concert hall rental in Council District 6.
Ariola,"Meowsquad, Inc.",,842533806,5000,DYCD,Funds will be used for animal rescue supplies.
Gennaro,"Meowsquad, Inc.",Animal Shelter - Council District 24,842533806,5000,DYCD,Funding to support operational cost for the animal shelter in Council District 24.
Hudson,Mercantile Library Association of the City of New York,Educational & Community Programs - Council District 35,131624084,10000,DCLA,"Funding for operating support for educational and community programs, including but not limited to author-led reading and writing events and workshops for NYC public school students."
Carr,"Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funds will support Met Council's housing helpline and related services.
Rivera,"Met Council Research and Educational Fund, Inc.",,133580918,5000,HPD,Funds will support programs and operations.
Menin,"Met Council Research and Educational Fund, Inc.",,133580918,7500,DYCD,"To support city-wide Tenant Help Hotline, downtown Walk-in Clinic and Tenants Rights Training series, publicly noticed through Council District 5 monthly newsletter and website."
Brewer,"Met Council Research and Educational Fund, Inc.",Housing Mutual Aid Program,133580918,5000,HPD,Funds will support Housing Mutual Aid Program.
Brannan,"Metro Chamber Orchestra, Inc.","Public, Community Concerts & Performances",473034551,5000,DCLA,To support operational expenses associated with free and low-cost community performances. Page 98 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,"Metropolitan Museum of Art, The",Family Day Programs,131624086,5000,DCLA,Funding will support Family Day programming at the Metropolitan Museum of Art.
Brewer,"Metropolitan Museum of Art, The",Teens Take the Met,131624086,5000,DCLA,Funds will support teen cultural programming at the Met including youth from Council District 6.
Vernikov,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,DSS/HRA,"Funding to support social services and case management, emergency services for the needy."
Speaker,"Ariola Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,20000,DYCD,Funds will be used for social services and to help food pantries in Council District 32.
Hanif,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Case Workers & SenioRepair Program,132738818,5000,DFTA,"To support cost of case workers who help clients under threat of eviction or utility shutoff, those who cannot pay medical bills, and have other emergencies, including those in need of the SenioRepair program."
Gennaro,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Council District 24,132738818,11000,DSS/HRA,"Funding to support social services, case management and emergency services for Council District 24."
Hudson,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Food Access - Council District 35,132738818,5000,DYCD,Funding for the kosher food system that supports emergency food packages and preserves critical staffing levels.
Ariola,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Food Pantry - Glendale,132738818,6500,DYCD,Funds will be used to purchase food for the Scared Heart Food Pantry in Glendale.
Stevens,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Repair Program - Council District 16,132738818,7000,DFTA,Funding to support the Senior Repair Program for seniors in Council District 16.
Brewer,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,5000,DYCD,Funds will support food access and benefits for those following a kosher/halal diet.
Schulman,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Program,132738818,10000,DSS/HRA,Funding to support the costs associated with personnel and case workers providing client services / assistance in Council District 29.
Zhuang,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services Programing,132738818,20000,DYCD,Funding for social services to help low-income families in Council District 43.
Brewer,"Metropolitan Opera Association, Inc.",Summer Recital Series,131624087,5000,DCLA,Funds will support free outdoor recitals in Council District 6.
Restler,Metropolitan Transportation Authority,MTA Cameras - Council District 33,136400434,32000,DOT,Funding for MTA cameras in Council District 33.
Restler,"Metrotech District Management Association, Inc.",Abolitionist Place Park - Council District 33,133601854,5000,DYCD,Fund to support programing at Abolitionist Place Park in Council District 33.
Brannan,"Midori Foundation, Inc.",Public School 102K The Bayview (20K102) & Ralph A. Fabrizio School (20K170),133682472,20000,DCLA,To support ongoing music education programming at Public School 102K The Bayview(20K102) and Ralph A. Fabrizio School (20K170).
Sanchez,"Midori Foundation, Inc.",Public School 226X (10X226) - Play to Learn,133682472,5000,DCLA,To support play to learn at Public School 226X (10X226).
Ayala,"Midori Foundation, Inc.",Public School 38M (04M038),133682472,5000,DCLA,To provide funding to support music programming at Public School 38M (04M038).
Farias,"Midori Foundation, Inc.",Public School 536X (12X536) & Archer Elementary School (12X531),133682472,20000,DCLA,Funding to support the Play to Learn Chorus at Public School 536X (12X536) and Archer Elementary School (12X531) in Council District 18.
