fiscal_year,stream,member,organization,program,ein,amount,agency,purpose,status,confidence,source_file
2020,appendix_b_local,Diaz,"Midtown Management Group, Inc.",,133192793,5000,DCLA,To support Musical Theater Workshop for five classes for twenty sessions and two performances of Inside Broadway's current professional Equity musical theater production in the school auditorium.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Brannan,"Midtown Management Group, Inc.",Broadway in Your School,133192793,25000,DCLA,"Funds to support theater production for youth and young adults in CD 45, teaching artists will teach attendees to learn voice, acting and choreography skills & perform in own production. Participants will receive CDs, lyric sheets, scripts & costumes.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Eugene,Midwood Development Corporation,,112420752,5000,DYCD,Funding to implement and maintain a district-wide cleanup initiative; Project Sweep will clean commercial strips and/or other areas in the community.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Deutsch,Midwood Development Corporation,,112420752,5000,DYCD,"Funding to support cleaning and beautification of areas in Midwood, Dorman Triangle, and areas under the Q train overpasses.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Koo,"MinKwon Center for Community Action, Inc.",,112710506,4000,DYCD,"To help support the Social and Legal Services Clinic, which provides free cultural and linguistically appropriate legal services in Korean, Chinese, and English.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Grodenchik,"MinKwon Center for Community Action, Inc.",,112710506,7500,DYCD,To support community education programming and outreach.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Vallone,"MinKwon Center for Community Action, Inc.",Community Outreach & Education,112710506,10000,DYCD,"Funding will support MinKwon's community education efforts, programs, legal and social services.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Lander,"Mixteca Organization, Inc.",,113561651,3500,DYCD,"Funding to support programming including activities, events, workshops, direct services and advocacy events.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Menchaca,"Mixteca Organization, Inc.",,113561651,30000,DYCD,To support operational and programming costs associated with regular services.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"Mixteca Organization, Inc.",,113561651,50000,DYCD,"Funding will support mental health services, legal, immigration services, and English-learning classes.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Louis,"Mobilization for Justice, Inc.",Anti-Eviction and SRO Legal Services,132622748,2000,DSS/HRA,"Funding will support MFY to provide free legal assistance to low-income New Yorkers on housing, public benefits, disability rights, employment, consumer, foreclosure, nursing home, and family matters.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Kallos,"Mobilization for Justice, Inc.",,132622748,2500,DSS/HRA,"To provide free legal assistance, from advice to full representation, to low-income New Yorkers on housing, public benefits, disability rights, employment, consumer, foreclosure, nursing home, and family matters.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"Mobilization for Justice, Inc.",,132622748,3000,DSS/HRA,To support tenants' rights programming for MFY's Three-Quarter House Project.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,"Mobilization for Justice, Inc.",,132622748,5000,DSS/HRA,Funding to support free civil legal services for low income kinship caregivers.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,"Mobilization for Justice, Inc.",,132622748,5000,DSS/HRA,"Funds will provide free legal services to NYC residents in the areas of housing, public benefits, civil and disability rights, employment, consumer, family law, and disaster response.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rosenthal,"Mobilization for Justice, Inc.",Legal Service,132622748,5000,DSS/HRA,Funds support legal services for Council District 6 residents.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,Modest Community Services,,134288916,5000,DYCD,Funding to support operational expenses associated with the Art program including staff support and art supplies.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ampry-Samuel,"Moms of Black Boys United, Inc.",,814119089,5000,DYCD,"Funds will be used for cost associated with forums, seminars and workshops to provide moms, sons, guardians and caretakers with information that assists them to navigate the educational, criminal justice and mental health systems.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,"Moms of Black Boys United, Inc.",#ProtectThem Campaign,814119089,5000,DYCD,"Funds will be used for cost associated with forums, seminars and workshops to provide moms, sons, guardians and caretakers with information that assists them to navigate the educational, criminal justice and mental health systems.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,Montefiore Medical Center,"Cancer Education, Support & Empowerment - Council District 13",131740114,5000,DHMH,"Funding to support free cancer and mental health services, education, and programming in Council District 13.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,Montefiore Medical Center,Community Workforce Program,131740114,100000,DHMH,"Funding for the Community Workforce Program would include support a Career Navigator, Working Learners, supplies and teaching materials.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,Moore Catholic High School,,270672195,5000,DYCD,Funds will be used to help support the performing arts program.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,More Gardens! Fund,Council District 2,522415900,5000,DYCD,Funding will support More Gardens! programming in Council District 2.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"Morris Park Community Association, Inc.",Bronx Columbus Day Parade,237429900,5000,DYCD,Funding for Bronx Columbus Day Parade in Council District 13.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"Morris Park Community Association, Inc.",Community Patrol,237429900,10000,DYCD,"Funding to support civilian patrol, special events and community outreach program in Council District 13.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"Morris Park Community Association, Inc.",,237429900,30000,DYCD,Community patrol watch and job training. 6 nights per week ( Monday through Saturday)  + holidays/Sunday holidays. Friday and Saturday night from 8PM-12AM on city island + holidays/sunday holidays. Monday - Thursday from 6PM-10PM throughout CD 13.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"Morris Park District Management Association, Inc.",Morris Park BID,830740820,15000,SBS,"Funding to organize BID formation, Back-to-School events, cultural and holiday festivities.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rodriguez,"Morris-Jumel Mansion, Inc.",Cultural Education & Community Outreach,132800646,15000,DCLA,Funding to support Cultural Education and Community Outreach including free educational tours and after school enrichment classes in CD10.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cabrera,Mosholu Preservation Corporation,Kingsbridge Road Merchants' Association,133109387,10000,DYCD,"Funds will be used to offset the expense of installing, maintaining and taking down the holiday lights and a tree lighting event which will promote the local businesses and community of the Kingsbridge Road Merchants' Association.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cohen,Mosholu Preservation Corporation,,133109387,30000,DYCD,"Funding will support holiday lights displays in the commercial corridors along East 204th Street, West 235th to W 239th on Katonah Avenue, Bainbridge Avenue and White Plains Road and funds for speed cameras.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,King,Mosholu Preservation Corporation,East 233rd Street & White Plains Road Merchants Association,133109387,50000,DYCD,"Funds to be used for the East 233rd Street & White Plains Road Merchants Association, business support, promotion, retention & holiday lights.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"Mosholu-Montefiore Community Center, Inc.",City Island After School Program,133622107,5000,DYCD,Funding to support the City Island After School Program in Council District 13.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cabrera,"Mosholu-Montefiore Community Center, Inc.",Fort Independence Senior Center,133622107,12500,DFTA,Funding to support Fort Independence Senior Center in fostering independent living and to provide recreational opportunities.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Lander,"Mothers Aligned Saving Kids (MASK), Inc.",,113495018,5000,DYCD,Funding for general operating support of youth and family mental health and community services.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Eugene,"Mothers Aligned Saving Kids (MASK), Inc.",,113495018,7000,DYCD,"Funding to support MASK's programs that provide parenting education, helpline services, and family support services to the Brooklyn community.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,Mount Sinai Hospital,Adolescent Health,131624096,100000,DHMH,To provide funding to support on-demand and ongoing comprehensive mental health services to patients ages 11 through 23.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cabrera,"Mouse, Inc.",,133973196,5000,DYCD,"Funding will support the capacity of the Mouse Create program in Council District 14 and help identify additional schools for the program, which empowers students to create with technology to solve real problems and make meaningful change in our world.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,"Movement Research, Inc.","Dance Programs @ M363, M364, M361 & M315",133041403,5000,DOE,"Funds to provide Movement-based arts in the classroom at NYCDOE The Neighborhood School (M363), The Earth School (M364), Children's Workshop School (M361) and East Village Community School (M315).",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,Moving For Life,,465251831,5000,DCLA,Funding will support the free dance programs of Moving For Life.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Powers,Municipal Art Society of New York,,135562288,5000,DCLA,To support workshops educating New Yorkers on the city's complex development process and community planning to residents of Council District 4.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,Museum at Eldridge Street,,133379555,5000,DCLA,"To support programming for the 20th anniversary of Egg Rolls, Egg Creams and Empanadas, which showcases LES/Chinatown history.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,Museum of Chinese in the Americas,,112517055,5000,DCLA,"To support the MOCACINEMA film series, including outdoor screenings at the historic pavilion in Columbus Park and at MOCA.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cornegy,"Museum of Contemporary African Diasporian Arts, Inc.",KIDflix Film Festival,113526774,2500,DYCD,Funding for beautification and Murals in the 36th District.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cumbo,"Museum of Contemporary African Diasporian Arts, Inc.",KIDflix Film Festival,113526774,8000,DYCD,To provide funding support for the KIDflix Film Festival of BedStuy.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"Museum of Food and Drink, The",,203735162,3000,DCLA,To support culture and arts programming.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Deutsch,Museum of Jewish Heritage - A Living Memorial to the Holocaust,,133376265,3000,DCLA,Funding to support educational programs for NYC students.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Kallos,Museum of Jewish Heritage - A Living Memorial to the Holocaust,A Living Memorial to the Holocaust,133376265,3000,DCLA,"To fund school group visits from City Council District 5 public, middle and high schools. Free admission and transportation to be offered to student groups for visits, publicly noticed through Council District 5 monthly newsletter and website.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,Museum of Jewish Heritage - A Living Memorial to the Holocaust,,133376265,5000,DCLA,"To enable student groups to visit the museum and interact with the museum's materials, as well as to support professional development seminars for classroom teachers.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,Museum of Maritime Navigation and Communication,Exhibitions & Public Programs,900730331,5000,DCLA,"Funds will support administrative, staffing and operational costs associated with running the museum and creating traveling exhibits in educational areas in Council District 49.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ayala,Museum of the City of New York,,131624098,5000,DCLA,To support the “City/Game” exhibition and its associated education programs about New York City's unique history of street basketball.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Powers,Museum of the City of New York,,131624098,5000,DCLA,Funding to support operational expenses associated with classroom excursions to the museum.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Dromm,Muslim Community Network,Community Programs,753163555,2500,DYCD,"To fund community service program that provides volunteer opportunities to the community such as Care Packages for the Homeless, Interfaith Soup Kitchen, Toys for Tots, community cleanups, and other acts of service.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Louis,Muslim Community Network,Community Education,753163555,3000,DYCD,"Funds to support various senior and youth programs, activities and services.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,Muslim Community Network,,753163555,145000,DYCD,"Funding will allow for the provision of an additional full-time program coordinator in FY20. Funds will cover staff salaries after school snacks, travel, program supplies, and administrative costs.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gibson,Muslim Women's Institute for Research and Development (MWIRD),Immigration & Program Services - Council District 16,800010627,5000,DYCD,The funds will be used to support immigration and program services at MWIRD's offices.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Louis,"My Time, Inc.",Autism Parental Awareness & Support,680646329,3500,DHMH,"Funds will provide education and support workshops to parents and caregivers of a child with autism and developmental disabilities, parent group discussions, and community autism forums.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Barron,"My Time, Inc.",Wellness Programming - Council District 42,680646329,5000,DHMH,Funding to support operating expense costs for wellness programming in the 42nd CD.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Maisel,"My Time, Inc.",Parent educational training program,680646329,6000,DHMH,"To provide parent support, educational and behavioral workshops to parents of a child with autism or a disability; and to bring awareness of autism and other developmental disabilities to the community.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cumbo,"Myrtle Avenue Brooklyn DMA, Inc.",Operating Support,202659913,9000,DYCD,"Funding to support ongoing local advocacy, business improvement, and other operating expenses.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,"NAMI-NYC Staten Island, Inc.",Support/Education/Awareness Program,133370368,5000,DFTA,"Funds will be used for communications related activities, volunteer appreciation events and staff support.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Brannan,"NIA Community Services Network, Inc.",NIA Cultural Arts Program,112697931,57000,DYCD,"Funds will be used to enhance afterschool and community programming and events to include an array of cultural arts enrichments, activities, and exposure to the arts. This includes: visual and performance art, theater production & exploration of cultural influences.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"NIA Community Services Network, Inc.",,112697931,225000,DYCD,"Support expanded day, afterschool, out-of-school time programming to support academic success, character building, community programming and events, and positive youth development, promote respect for all, and foster a love of learning.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cumbo,"NY Writers Coalition, Inc.",Creative Writing Programs,113604970,5000,DCLA,"Funding to support free creative writing programs, public readings, and other operating costs for public events.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,NYC Arts Cypher,Project H.E.R.O,571229930,5000,DYCD,"Funds will support administrative, staffing and operational costs associated with running the ‘Don’t Be a Bully’ program.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ayala,NYC Autism Charter Schools,,812958000,5000,DHMH,"To provide funding to support health, fitness, and arts enrichment for NYCACS students.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Koslowitz,"NYC Family Serenity, Inc.",Mother's Day Music Festival,452938143,5000,DYCD,"To support the annual ""Mother's Day Music Festival Health Fair"" that brings together different ethnic groups to promote peace and understanding.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rodriguez,"NYC First, Inc.",Robotics Teams,462754933,10000,DYCD,"Funding to support workshops, technical and logistical related expenses.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,"NYPD Football, Inc.",,203973439,5000,DYCD,Funds would be used for equipment/uniform purchase and field rentals.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Eugene,"Nachas Health and Family Network, Inc.",,113067201,5000,DFTA,"Case mgmt. sessions with entitlement pre-screen & procurement, completion of application/re-cert. process and client advocacy agencies.  Recreational classes and Holocaust Survivor support groups.  Free health screenings/services in outside venues.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Lander,"Nachas Health and Family Network, Inc.",,113067201,5000,DFTA,Funding to support case management and support groups for seniors.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Deutsch,"Nachas Health and Family Network, Inc.",,113067201,5000,DFTA,Funding for senior services such as health screenings and case work.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Brannan,"Narrows Botanical Garden, Inc.",Garden Operations,113382931,5000,DYCD,"Funds will pay for replenishing gardens with plants, trees, and gardening equipment, monitoring the security system, keeping up with repairs to the sprinkler, paying of insurance, and support for community programming.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cornegy,"National Black Leadership Commission on AIDS, Inc.",,133530740,10000,DHMH,"Funding to provide for HIV status testing, education, information and outreach.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cumbo,National Committee for the Furtherance of Jewish Education,,116003180,6000,DHMH,Funding to support drug awareness and prevention strategies for culturally sensitive communities in Brooklyn.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cumbo,"National Double Dutch League, Inc.",,200681037,5000,DYCD,Funding to support double dutch games in the local borough of Brooklyn.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,National Lighthouse Museum,,134055215,2000,DYCD,Funds will be used to support youth educational programs.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,National Museum of Mathematics,Maxima--MoMath Field Trips for Title I Schools,271450809,5000,DYCD,To bring district 7 and other Manhattan Schools to MoMath.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Borelli,National September 11 Memorial and Museum at the World Trade Center,,611745872,5000,DCLA,Funding to support class trips for students from Council District 51 schools to 9/11 Museum.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,"Nazareth Housing, Inc.",Louise's Pantry,133176952,6000,DYCD,Funding will support the operations of Louise's Pantry at Nazareth Housing.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,"Nazareth Housing, Inc.",Housing Stability Support Project,133176952,10000,HPD,Funding will support the operations of the Housing Stability Support Project in Council District 2.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Kallos,"Neighborhood Coalition for Shelter, Inc.",,133176586,5000,DHS,"To help connect homeless and at-risk people on the Upper East Side with free meal programs, shelter, substance use treatment, and other services, publicly noticed through Council District 4 and 5 monthly newsletter and website.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cornegy,"Neighborhood Housing Services of Brooklyn (Bedford-Stuyvesant) CDC, Inc.",,471717438,6500,HPD,"Funding to support expenses of programming including counseling staff as well as workshop supplies, outreach, postage and materials.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Maisel,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Housing Preservation/Resiliency Program,471169779,3000,HPD,"To support direct services to homeowners who reside in the Council district 46. Funds may help to provide housing counseling, landlord training, homeowner insurance education, foreclosure intervention, and home maintenance guidance.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Eugene,"Neighborhood Housing Services of Brooklyn CDC, Inc.",,471169779,5000,HPD,"Funds will be used for the NHS Home Maintenance Training program, which teaches residents how to make various repairs and how to identify hazardous issues; the funds will help defray the cost of material, supplies, and the space.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Deutsch,"Neighborhood Housing Services of Brooklyn CDC, Inc.",,471169779,10000,HPD,"Funding used to cover costs of housing counseling, foreclosure intervention and landlord training.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Louis,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Home Conversion Pilot Program,471169779,10000,HPD,Funds support the NHS of East Flatbush's Annual Home Resource Event at Brooklyn College and NHS's one on one housing counseling efforts.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Treyger,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Housing Lottery Preparedness,471169779,10000,HPD,"Funding will support workshops and direct counseling for residents of Council District 47 on topics including financial literacy and credit repair, housing lottery preparedness (""Ready to Rent""), and Know Your Rights.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ampry-Samuel,"Neighborhood Housing Services of Brooklyn CDC, Inc.",,471169779,15000,HPD,Funds will be used to support NHS Brooklyn’s services for homeowners and tenants in the 41st Council District.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Adams,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,5000,HPD,"Funds will support administrative and material costs for tenant education, outreach and advocacy.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Miller,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,10000,DYCD,Funding will support the administration of the Construction Oversight and Technical Assistance program.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Adams,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,11000,HPD,Funds will support administrative and material costs of one to one counseling and workshops on financial capability.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,75000,HPD,Funding will provide for the administration of a Construction Oversight & Technical Assistance Program.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Moya,"Neighborhood Housing Services of Queens CDC, Inc.",,471267077,20000,HPD,Funding to provide financial coaching and affordable housing application assistance.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,"Neighborhood Housing Services of Staten Island, Inc.",Homeownership,205689079,5000,HPD,"Funds will support administrative, staffing and operational costs associated with operating homeownership workshops in Council District 49.",Pending,medium,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,Neighborhood Initiatives Development Corporation (NIDC),Community Consultant Contract,133110811,15000,HPD,"Funding to support case assistance and management, assisting tenants in securing repairs, lease review, and benefits, entitlements counseling, SCRIE and renewal. Assistance with Section 8 applications.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"Neighbors Allied for Good Growth, Inc.",,113470943,4000,DYCD,To support NAG's public outreach campaigns with staff and supplies.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Reynoso,"Neighbors Allied for Good Growth, Inc.",Air Quality Program,113470943,5000,DYCD,To support operating expenses of air quality research relating to pollution and the impact on the community in North Brooklyn.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Maisel,"New 42nd Street, Inc., The",The New Victory Theater Education Program @ Council District 46,133584032,3000,DCLA,"To support the New Victory Theater Education Program which provides low cost performances, classroom workshops, online resource guides, sign-interpreted education shows, or trainings for educators.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New 42nd Street, Inc., The",,133584032,3500,DCLA,Funds will be used to subsidize tickets to New Victory school-time performances.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,"New 42nd Street, Inc., The",New Victory Theater Education Program,133584032,3500,DCLA,Funding to support bringing Council District 7 school children to the New Victory Theatre for live performances and tours.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rosenthal,"New 42nd Street, Inc., The",New Victory Theater,133584032,4000,DCLA,"Funding to support the New Victory Education Program, allowing students from Council District 6 public schools to attend school-time performances as well as other programming and activities.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Powers,"New 42nd Street, Inc., The",,133584032,5000,DCLA,Funding will support the New Victory Education program to students in Council District 4.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"New Alternatives for Children, Inc.",,133149298,2000,ACS,To support programming addressing medical and mental health in the community.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Powers,"New Alternatives for Children, Inc.",,133149298,5000,ACS,Funding will support education activities for NAC children in Manhattan.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Dromm,"New Alternatives for Children, Inc.",Learning Project,133149298,5000,ACS,To support education staff in implementing the Side-by-Side Learning program and overseeing the support of volunteer tutors.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New Alternatives for Children, Inc.",,133149298,7000,ACS,"Funding to support the expansion and enhancement of increased access to healthcare with an emphasis on outreach to child-welfare in communities, specifically to children and young adults with medical fragility.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"New Bronx Chamber of Commerce, The","Council District 13 Holiday, Educational, & Business Programs",371443165,20000,SBS,Providing family and holiday programming to engage community and increase foot traffic for small businesses.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"New Bronx Chamber of Commerce, The",Fourth of July & Events,371443165,20000,SBS,Funding for 4th of July and other holiday operational and programming costs.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"New Bronx Chamber of Commerce, The",Small Business Consortium,371443165,40000,SBS,"Funds to be used for administrative, outreach, and operational costs of the formation of a small business consortium to benefit from bulk purchasing discounts",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gibson,New Destiny Housing Corporation,HousingLink,133778489,10000,DSS/HRA,"Funds will support HousingLink, a citywide service that provides assistance to low-income and homeless individuals on the full range of available NYC housing subsidies and options for securing permanent housing.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New Dramatists, Inc.",,131601093,3500,DCLA,"To help support the New Dramatists Playwrights Lab, including the extended workshops and playwright/theater partnerships.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New Economy Project, Inc.",,133842270,2500,DYCD,"To help support free, comprehensive legal assistance to low-income constituents in Council District 3.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"New Economy Project, Inc.",,133842270,3500,DYCD,Funding to support general operating expenses for New Economy Project programs.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cornegy,"New Economy Project, Inc.",,133842270,5000,DYCD,"To provide free, comprehensive legal assistance to D36 low-income constituents through the NYC Financial Justice Hotline, staffed in English and Spanish.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,"New Economy Project, Inc.",,133842270,5000,DYCD,"Funding will support free, comprehensive legal services and know-your-rights outreach and education to low-income residents in Council District 2.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,"New Economy Project, Inc.",NYC Financial Justice Project,133842270,5000,DYCD,"Funding for the NYC Financial Justice Hotline, providing free legal assistance, advice, representation and referrals to low-income NYC residents.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New Festival, Inc., The",,133560387,3500,DCLA,To help support annual LGBTQ Film Festival in Council District 3.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ulrich,"New Hamilton Beach Civic Association, Inc., The",,830377515,5000,DYCD,"Funds to be used to purchase American flags to hang along our main road, items for a neighborhood- wide end of summer party and items for a fall festival.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Dromm,New Immigrant Community Empowerment (NICE),Immigrant Worker,113560625,19500,DYCD,To fund Know your Rights Workshops and Wage-Theft / Legal Clinic for immigrant workers and support general operating expenses including staff support.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Louis,"New School, The",Institute for Transformative Mentoring & Classes,133297197,2000,MOCJ,Funds will be utilized for mentoring programming and services.,Cleared,high,funded_disclosure_FY2020.xlsx
