member,organization,program,ein,amount,purpose
Paladino,"Greater Ridgewood Youth Council, Inc., The",NYC Youth Development - Council District 19,112518141,15000,"Funding to support Homework Help, Recreational activities, STEAM activities and cultural activities at St. Mels in Council District 19."
Ariola,"Greater Ridgewood Youth Council, Inc., The",Public School 60Q Woodhaven (27Q060),112518141,8000,Funding will be used support operational expenses associated with the afterschool program at PS 60 Woodhaven (27Q060).
Paladino,"Greater Ridgewood Youth Council, Inc., The",Sports Program - Council District 19,112518141,15000,"Funding will be used to purchase uniforms, trophies and equipment for sports program and events."
Bottcher,"Greenwich House, Inc.",,135562204,5000,Funds will support After School programs.
Riley,"Grenada Built to Win, Inc.",Sports Camp - Council District 12,832706717,20000,Funds to be used to support the youth Sports Camp in Council District 12.
Ayala,"Groove With Me, Inc.",Youth Dance Classes - East Harlem,133919147,5000,To provide funding to support free dance classes for youth in East Harlem.
Hanif,"Groundswell Community Mural Project, Inc.",,113427213,5000,To support FY24 summer and after-school programs held at Gowanus studio.
Riley,"Gun Hill Basketball Association, Inc.",,270584874,10000,Funds to be used to support Gun Hill Basketball League.
Louis,"Guyana Cultural Association of New York, Inc.",Summer Heritage Workshop Series - Council District 45,113624294,6000,Funding will support Summer Heritage Workshops Series (SWS).
Joseph,"Guyana Cultural Association of New York, Inc.",Summer Heritage Workshop Series (SWS) - Council District 40,113624294,7000,"Funds will support Youth programs related to the Arts in the Community, Caribbean Heritage Summer Workshop Series that celebrates Caribbean traditions, science and the environment, cooking and writing."
Marte,"Hamilton-Madison House, Inc.",Youth Program - LIFT (Local Initiative Fostering Togetherness),135562412,9000,To support a youth development program specifically oriented towards Asian American young people.
Moya,"HANAC, Inc.",Council District 21,112290832,20000,To support HANAC services in Council District 21.
Caban,"HANAC, Inc.",Councilmatic After School Program,112290832,23000,"Funds will be used to provide support for homework help, tutoring, and translations for local students."
Caban,"HANAC, Inc.",STEM Program - Public School 2Q (30Q002),112290832,9000,Funding will be used to provide STEM enrichment program at Public School 2Q (30Q002).
Hanks,"Harbor Dreams, Inc.",,841742132,5000,Funding will support youth programming and services in Council District 49.
Abreu,Harlem Dowling,"West Side Center for Children and Family Services, Inc.",133030378,8000,Funding to support the afterschool programs at P.S./M.S. 161M (05M161) and P.S. 153M (06M153) in Council District 7.
Vernikov,"HASC Center, Inc.",,112630071,14000,Funds for family support for families of children with special needs including workshops and related supplies.
Yeger,"HASC Center, Inc.",,112630071,13000,To provide support group programs to parents and siblings of children with developmental disabilities (DD).
Powers,"Helen Keller International, Inc.",Vision Care - Council District 4,135562162,5000,Funding will support vision care for students in Council District 4.
Moya,"Helen Keller International, Inc.",Vision Program & Glasses - Council District 21,135562162,25000,To fund their vision program and glasses for low income youth in Council District 21.
Caban,"Hellenic Film Society USA, The",Greek Film Expo,822227711,5000,Funds will be used to support the Greek Film Expo. Appendix C: Youth Discretionary Page 167 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Rivera,Henry Street Settlement,Boys & Girls Republic,131562242,7500,Funds will support Henry Street Settlement's Boys and Girls Republic.
Marte,Henry Street Settlement,Expanded Horizons College Success Program,131562242,5000,Funds will be used to support the Expanded Horizons College Success Program.
Marte,Henry Street Settlement,Sol Lain Athletic Association,131562242,5000,To support sports and recreation programming including flag football that services the low income youth of the Lower East Side.
Rivera,Henry Street Settlement,Sol Lain Athletic Association,131562242,6500,Funds will support Sol Lain Athletic Association's programs and operations.
Bottcher,"Hetrick-Martin Institute, Inc.",,133104537,5000,To provide critically needed services to LGBTQ youth.
Lee,"Hetrick-Martin Institute, Inc.",,133104537,5000,"Funds to support the provision of comprehensive mental health services for LGBTQ youth in Council District 23. These services include individual, group counselling sessions and referrals."
Rivera,"Hetrick-Martin Institute, Inc.",,133104537,8000,Funds will support Hetrick-Martin's programs and operations.
Brewer,"Hetrick-Martin Institute, Inc.",Essential Low-Threshold Services for LGBTQ Youth,133104537,5000,Funds will support essential low-threshold services for LGBTQ Youth.
Brooks-Powers,Hidden Halos Kingdom Assets,Council District 31,852008533,5000,Funding to support youth internship program in Council District 31.
Adams,"Hip-Hop Summit Youth Council, Inc.",,050542858,7000,Funds will support summer anti-violence music events in Council District 28.
Salamanca,"HOPE Program, Inc., The",Youth Job Training - Council District 17,133268539,10000,Funding to support the operating expenses of BEST Academy and youth jobs training program.
Brewer,"Horticultural Society of New York, The","Gardening, Horticulture & Nutrition Education",130854930,5000,"Funds will support gardening, horticulture, and nutrition programming for youth in city schools."
Powers,"Horticultural Society of New York, The",Green Space - High School of Art and Design,130854930,20000,"Funding will support costs of creating a ""green"" space at the High School of Art and Design."
Mealy,House of SpeakEasy,Council District 41,463820173,5000,Funds will help distribute free new books to youth and families in high-need areas.
Bottcher,Hudson Guild,Education & Peer-to-Peer Support,135562989,44500,Funds will be used to support a space for young women to empower one another through education and peer-to-peer support.
Bottcher,"Hudson River Community Sailing, Inc.",,261784215,5000,"To support classes including math, science, and leadership to NYC public school students through sailing."
Powers,Hunter College High School PTA,,133236281,5000,Funding will support students using technology for learning at Hunter College High School.
Salamanca,Hunts Point Alliance for Children,Early Literacy Programming - Council District 17,208503907,20000,Funding to support Early Literacy programming and services.
Salamanca,Hunts Point Alliance for Children,Youth Development Career Exploration - Council District 17,208503907,10000,Funding to support the youth development career exploration program.
Louis,"I Hold the Key, Inc.",Council District 45,833034480,5000,Funds will be used for Y.L.R Literary Now in Council District 45.
Marte,"Ice Theatre of New York, Inc.",Dancing On Ice - Council District 1,133258301,5000,To support ITNY's free Pop-Up City Skate Concerts at South Street Seaport’s Pier 17 and other outdoor seasonal rinks as available in District 1.
Abreu,"Ice Theatre of New York, Inc.",New Works and Young Artists Series & Holiday Show - Riverbank State Park - Council District 7,133258301,5000,"Funding outreach programming at Riverbank State Park, consisting of the arts exposure program for NYC students K-12 and Winter Holiday Skating Celebration and Tree Lighting for the community. Appendix C: Youth Discretionary Page 168 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Vernikov,"ICNA Relief USA Programs, Inc.",Council District 48,043810161,5000,Funding to distribute free school supply kits at back to school events in Council District 48.
Moya,"Iconic32 Sports Lab, Inc.",Youth Soccer & Minds Programming - Council District 21,474377924,25000,"Funding to support Soccer training programs, sports tournaments and Iconic Minds programming for Council District 21 youth."
De La Rosa,"Iconos Kids, Inc.",,833267386,5000,To support Iconos Kids youth programming.
Osse,"Ifetayo Cultural Arts Academy, Inc.",,113027538,5000,Funding for youth arts programming in Council District 36.
Hudson,"Ifetayo Cultural Arts Academy, Inc.",Family Engagement & Personal Development - District 35,113027538,10000,"Funding to support Ifetayo's family engagement & personal development, social justice, youth ensemble, and other intellectual and emotional development programs."
Yeger,"Imeinu, Inc. dba Rachel's Place",,260774611,7500,"Funds to cover operating costs and programming expenses for homeless young women, who have suffered from domestic violence."
Vernikov,"Imeinu, Inc. dba Rachel's Place",Rachel's Place,260774611,17000,"Funds to cover costs and programming expenses for homeless young women, who have suffered from domestic violence."
Won,iMentor Incorporated,After-School Programming,300105507,15000,Funds will support after-school programming that provides college prep for students.
Hudson,"Inclusive Community Wellness, Inc.",Swim Lessons - Public School 46K,813753696,5000,Funding to support swimming lessons for students at Public School 46K.
Hudson,"Inquiring Minds Institute, Inc.",Kids Civics - District 35,823636328,6000,Funding to support civic education and literacy programming & services in Council District 35.
Marte,International Center of Photography,Community Programs,237412428,6000,Funding will be used for the International Center of Photography after school program and services for youth in the Lower East Side.
De La Rosa,"Inwood-Manhattan Little League Baseball, Inc.",,136271595,10000,Funds will be used to support baseball programming.
Menin,"Island Kids, Inc.",,133755714,5000,"To support the Island Kids Summer Camp with costs of programming and activities such as swimming, sports, art, science, photography and field trips, publicly noticed through Council District 5 monthly newsletter and website."
Menin,Israel Emergency Alliance,,010566033,5000,Funds will be used to support holocaust related programming within schools in Council District 5.
Won,"Jacob A. Riis Neighborhood Settlement, The",After-School & Summer Programming,111729398,46000,"Funding supports after-school and summer programming at Queensbridge, InfoTech, Ravenswood, and P.S. 76Q."
Williams,"Jamaica Athletic and Learning Center, Inc.",,200975215,10000,"Funds will be used to cover the costs associated with uniforms, equipment, supplies, training, and transportation."
Hudson,"Jamel Gaines Creative Outlet, Inc.",Arts In Education Programming - District 35,831788832,5000,Funding to support Arts In Education Programming in District 35 which provides after school and weekend arts classes to a diverse body of students.
Vernikov,Jewish Children's Museum,,133798344,5000,Funds to cover costs of Educational and Cultural programs that include museum tours and hate crimes initiative programming.
Yeger,Jewish Children's Museum,,133798344,5000,Funding to support museum tours with pre and post visit activities as well as crafts.
Hudson,Jewish Children's Museum,Cultural & Educational After School Program - District 35,133798344,20000,"Funding will support educational and cultural programs in the museum, as well as other events targeted for children. Appendix C: Youth Discretionary Page 169 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Aviles,"Jewish Coalition for Youth Education & Support, Inc.",,273152656,5000,"Funds will support recreational activities, sports games, outgoing and gathering events, health and fitness classes, and related services, will be used for facilities, staffing and equipment."
Restler,"Jewish Coalition for Youth Education & Support, Inc.",Council District 33,273152656,20000,To support JC YES Activities in Council District 33.
Gutierrez,"Jewish Coalition for Youth Education & Support, Inc.",Yes Programs - Council District 34,273152656,10000,Funds will support JC Yes Programs in Council District 34.
Joseph,"Jewish Coalition for Youth Education & Support, Inc.",Youth Programming & Services - Council District 40,273152656,5000,"Funding to support operational expenses of programming/service including youth counseling, educational programs, job placement/work readiness and mentoring."
Carr,"Jewish Community Center of Staten Island, Inc.",STEM Program,135562256,14000,Funds will be used to support the JCC STEM program.
Borelli,"Jewish Community Center of Staten Island, Inc.",STEM Program - Council District 51,135562256,10000,Funding will be used to support STEM program at South Shore JCC location in Council District 51.
Borelli,"Jewish Community Center of Staten Island, Inc.",Sunrise Day Camp,135562256,10000,Funding to support Sunrise Day Camp.
Kagan,"Jewish Community Council of Greater Coney Island, Inc.",Coney Island Cure Program - Operation Hood,112665181,36000,Funds will be used for mentoring high-risk youth to change behaviors toward gun violence.
Kagan,"Jewish Community Council of Greater Coney Island, Inc.",Southern Brooklyn Community Shuttle for Youth,112665181,8000,Funds will be used to provide community shuttle for students.
Louis,"J'Ouvert City International, Inc.",Council District 45,113362754,5000,"Funds to support expenses associated with Parade. To host Labor Day J’Ouvert activities which includes, steelbands and masquerade performances and Awards celebration."
Brewer,"Juilliard School, The",Community Engagement Performance Series,131624067,5000,Funds will support Community Engagement Performance Series.
Joseph,"Jump-in Enrichment, Inc.",Youth Empowerment & Mental Health Support - Council District 40,465743056,5000,Funding will be used to bring the Youth Empowerment workshop (COOL KIDS) and the in School Academic and Mental Health Support program to public schools in Council District 40.
Rivera,Junior Achievement of New York,,133031828,2500,Funds will support Junior Achievement's programs and services.
Hanks,Junior Achievement of New York,Council District 49,133031828,5000,"Funding will support K-12 Financial Literacy, Entrepreneurship and Work Readiness Education programs in Council District 49."
Brannan,Junior Achievement of New York,Financial Literacy and Job Skills Training for Youth,133031828,10000,"To support training and educational programming on financial literacy, entrepreneurship, and professional skills for youth in Brooklyn."
Narcisse,"Just As I AM YOUth Empowerment, Inc.",Healthy Minds Programming - Council District 46,465411418,20000,Funds will be used to provide leadership/mentorship programming for youth in Council District 46.
Hanif,"Justice Innovation, Inc.",Peer-Led Diversion Program,852810883,10000,"Support peer-led diversion program for young people ages 10-18 referred by local schools, community partners, the court, justice system agencies, or the police for low level offenses, such as graffiti, fare evasion, theft, assault, and truancy."
Hanks,"Justice Innovation, Inc.",Staten Island Justice Center - Youth Impact,852810883,10000,Funds will support the Staten Island Justice Center - Youth Impact program. Appendix C: Youth Discretionary Page 170 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Yeger,"Kapayim, Inc.",Educational & Recreational Programs,455065227,8000,Funding to support educational/recreational programs for children and siblings of patients undergoing medical treatment.
Adams,"Kickers Youth Sports Association of Southeast Queens, Inc.",,112988905,5000,"Funds will support team needs in equipment, tournaments, referee and other fees."
Williams,"Kickers Youth Sports Association of Southeast Queens, Inc.",,112988905,10000,"Funding will support expenses related to providing sports, cultural and educational activities to youth."
Bottcher,"Kids Creative 404, Inc.",,753139502,5000,"Funds will support after school programs, summer camps and workshops at schools."
Ayala,"Kids Creative 404, Inc.",Public School 102M (04M102),753139502,10000,To provide funding for Kids Creative's after-school and summer programming at Public School 102M (04M102).
Farias,"Kids Creative 404, Inc.",Public School 536X (12X536),753139502,10000,Funding to support the Kids Creative Rock 2 The Bronx After-School at Public School 536X.
Brooks-Powers,"King of Kings Foundation, Inc.",Council District 31,030583790,7000,"Funds will support youth mentorship, youth empowerment and engagement events, cure violence work, as well as community programming and events in Council District 31."
Vernikov,"Kings Bay YM-YWHA, Inc.",,113068515,10000,Funding to support youth leadership and CIVIC activities to local immigrant youth.
Narcisse,"Kings Bay YM-YWHA, Inc.",Youth Leadership Program - Council District 46,113068515,10000,Funding to provide free community building and recreational activities for youth in Council District 46.
Osse,Kings County Tennis League,Council District 36,273170420,7500,Funds will be used to support youth programming and services within Council District 36.
Hudson,Kings County Tennis League,Tennis & Education Programs - District 35,273170420,5000,Funding to support tennis programming & activities in the Fort Greene/Clinton Hill area and its surrounding public housing developments.
Sanchez,"Kingsbridge Heights Community Center, Inc.",Teen Center - Council District 14,132813809,25000,To support the programming at the teen center of Kingsbridge Heights Community Center.
Velazquez,Kips Bay Boys & Girls Club,,131623850,33000,To support the continued delivery and expansion of the full breadth of teen and youth services offered at the Throggs Neck Unit and Community Center.
Sanchez,Kips Bay Boys & Girls Club,1835 University Ave,131623850,20000,To support a summer block party and yearly youth programming.
Farias,Kips Bay Boys & Girls Club - Kips Bay Boys & Girls Club,Youth and Teen Services,131623850,20000,Funding for Youth and Teen Services at the Castle Hill Center
Farias,Kips Bay Boys & Girls Club,Lucile Palmaro Clubhouse,131623850,20000,Funding for Youth and Teen Services at Lucile Palmaro Clubhouse
Paladino,"Korean American Family Service Center, The","Hodori ""Little Tigers"" Afterschool Program",133609811,5000,"Funding will support the Hodori ""Little Tigers"" Afterschool program and operational costs."
Ung,"Korean American Family Service Center, The","Hodori ""Little Tigers"" Afterschool Program",133609811,5500,"To fund programmatic and operational costs of the Hodori Little Tiger Afterschool program, a holistic approach to address the social, cultural, and linguistic needs of children and immigrant families."
Ung,"Korean Community Services of Metropolitan New York, Inc.",KCS Young Adult Service Program (YASP),237348989,14000,"To support KCS's Young Adult Service Program (YASP), which aims to provide youth with a wide variety of opportunities to learn and develop through volunteer activities and internships."
Krishnan,"Korean Community Services of Metropolitan New York, Inc.",Young Adult Service Program (YASP),237348989,5000,Funding to support The Young Adult Service Program (YASP). Appendix C: Youth Discretionary Page 171 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Barron,"Kwatny Foundation, Inc.",Council District 42,810606748,10000,Funding to support operating expense costs for community youth football programming in Council District 42.
Mealy,"Kwatny Foundation, Inc.",New York Warriors Youth Football Program,810606748,10000,"Funds will provide fundamental instructional football training including to purchase helmets, shoulder pads, game uniforms, awards and field equipment."
Rivera,"Latinas On The Verge of Excellence Love, Inc.",,463732667,2000,Funds will support the LOVE Mentoring Program.
Caban,"Latinas On The Verge of Excellence Love, Inc.",L.O.V.E. Mentoring - Council District 22,463732667,5000,Funds will be used to support an afterschool mentorship program for Latina youth.
Ayala,"Latinas On The Verge of Excellence Love, Inc.",Mentoring Program,463732667,5000,To provide funds to support L.O.V.E.'S after-school mentoring program.
Jordan,"Lead by Example and Reverse the Trend, Inc.",,472765517,23000,Funds will support the Credible Messenger mentoring program in Council District 9.
Velazquez,"Legacy Volleyball Club, Inc.",,453843966,5000,Funding will support operating expenses a Mini Volleyball program benefiting children in Council District 13.
Menin,"Lenox Hill Neighborhood House, Inc.",,131628180,15000,To support the after school & Summer Camp programs for low-income children on the East Side throughout the academic year.
Brooks-Powers,"Lewis Howard Latimer Fund, Inc.",Tinker Lab - Council District 31,112983131,5000,Funding will support after-school STEAM programming and enrichment in Council District 31 through its Tinker Lab program.
Paladino,"Lewis Howard Latimer Fund, Inc.",Tinker Lab - Public School 129Q Patricia Larkin (25Q129),112983131,5000,Funds will support Tinker Lab Steam Program at 129Q Patricia Larkin (25Q129) in Council District 19.
Gennaro,LGBT Network,LGBT Community Services,208512786,10000,"Funding will go towards providing programs to help students, parents, school personnel develop school cultures/communities that foster support, understanding, and respect for LGBT youth."
Mealy,"Lincoln Terrace Tennis Association, Inc.",Council District 41,043672661,10000,Funds will support and promote youth tennis and academic programs.
Ayala,"Literacy (LINC), Inc.",Community Literacy Model - Council District 8,133911331,5000,To provides support for LINC's community literacy model in Council District 8.
Restler,Little Essentials,Children's Supplies & Parenting Education,275281758,5000,"Funds will be used to help pay for space and rental expenses for warehouse, located in the Brooklyn Navy Yard."
Caban,"Loukoumi Make A Difference Foundation, Inc., The",Book Distribution & Education Program,465599131,5000,Funds will be used to support Loukoumi work in Council District 22 including book distribution and education program for children.
Marte,Lower East Side Conservancy,A Day in the Life of an Immigrant Child,134107463,5000,"To support the programming given by the curriculum set by ""A Day in the Life of an Immigrant Child"". Funds are used to print out pre-tour packets that are sent to teachers."
Hanif,"Lower East Side Girls Club of New York, Inc., The",New Girl City - Agents of Change NYC,133942063,5000,"Funding to support leadership programs for teen girls including New Girl City, Agents of Change NYC programming and services."
Adams,"LP FAM's Youth Organization, Inc.",Summer Youth Basketball Program,113489299,5000,Funds will support the summer basketball program for local youth.
Barron,"Made in Brownsville, Inc d.b.a Youth Design Center, Inc.",Youth Design Center - Council District 42,810693987,10000,"Funds to support youth design, art and community programming. Appendix C: Youth Discretionary Page 172 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Williams,Major Music International Corporation,,261159606,10000,"Support a variety of STEM, Arts and Leadership programs for youth, ages 4 to 13 years old."
Osse,Make the Road New York,,113344389,10000,Funding for youth civic engagement work in Council District 36.
Krishnan,Make the Road New York,TGNCIQ Justice Project,113344389,10000,"To support the TGNCIQ Justice Project, providing services and education for TGNCIQ immigrant youth."
Krishnan,Make the Road New York,Youth Power Project,113344389,20000,Funding will support Youth Power Project programming and services.
Nurse,Make the Road New York,Youth Power Project,113344389,15000,"Funds will support youth programming in District 37, including the Youth Power Project and the Student Success Center at Bushwick Campus Community School."
Osse,"Marcy Houses Memorial Scholarship Fund, Inc.",,842758847,5000,"Funding for Marcy Student Voices, Community Outreach, Marketing and Printing and Summer Bridge Enrichment Program."
Holden,Martin Luther School,STREAMS Program,274445550,20000,Funds to support STREAM programming.
Feliz,"Mary Mitchell Family and Youth Center, Inc.",Youth Programming - Council District 15,133385032,50000,Funds will support operations and programming at the Mary Mitchell Center.
Holden,"Maspeth Town Hall, Inc.",Community Park Day - Council District 30,237259702,8000,Funding for Community Park Day in Council District 30.
Holden,"Maspeth Town Hall, Inc.",Support Precincts NYPD Explorers Program - Council District 30,237259702,9000,Funds to be used to support Police Precincts NYPD Explorers programs in Council District 30.
Holden,"Maspeth Town Hall, Inc.",Youth Programming - Council District 30,237259702,10000,"Funds to be used to support after school programming, activities, and summer programs in Council District 30."
Hanif,Mekimi,,550870419,5000,"To support therapeutic outings for cancer patients and their siblings, thereby providing them with special entertaining and reliving programs."
Vernikov,Mekimi,,550870419,5000,Funds will be used for therapeutic outings and emotional support events for sick children.
Yeger,Mekimi,,550870419,18000,"Funds will be used for therapeutic events, outings trips and retreats for patients and siblings and volunteer training events."
Restler,Mekimi,Patients and Siblings Outings & Therapy Events - Council District 33,550870419,11500,"To support events and outings for children including transportation, food, and program expenses in Council District 33."
Joseph,Mekimi,Students Support - Council District 40,550870419,5000,"Funding will support operational costs of therapeutic events and outings for patients and siblings, while continuing to fight illnesses."
Rivera,Mencius Society for the Arts,,562343092,5000,Funds will support Mencius Chinese Orchestra and Choir.
Hudson,Mercantile Library Association of the City of New York,KidsRead/KidsWrite,131624084,5000,Funding for author-led reading and writing events and workshops for NYC public school students.
Williams,"Metropolitan Eagles Sports Club, Inc.",,113110973,10000,"Funding will cover costs associated with uniforms, equipment, supplies, training, and transportation."
Brooks-Powers,"Metropolitan Eagles Sports Club, Inc.",Council District 31,113110973,10000,"Funding will support operational needs, equipment and sports clinics for the youth of Council District 31."
Carr,"Mid Island Little League, Inc.",,237032781,5000,"Funding will be used for utilities, uniforms, equipment, Annual picnic costs and other event expenses."
Hanks,"Mid Island Little League, Inc.",Baseball & Softball Program,237032781,5000,Funding will support operating cost of the baseball and softball programs. Appendix C: Youth Discretionary Page 173 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Holden,"Midori Foundation, Inc.",Public School 229Q (24Q229),133682472,5000,Funds to be used to support the music program at Public School 229Q (24Q229).
Borelli,"Minty Organization for the Performing Arts, Inc.",,464137962,5000,Funds will support Minty Organization educational programs for high school students.
Marte,More Gardens! Fund,,522415900,5000,"Funds will be used to support the Children's Magical Garden Art & Nature Creation, Programming."
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",AmPark Teen Center (Van Cortlandt Village),133622107,35000,Funding to support the Teen Center at AmPark Amalgamated Houses in Council District 11.
Riley,"Mosholu-Montefiore Community Center, Inc.",Co-op City Section 5 Teen Center,133622107,20000,Funds to be used to support the Co-op City Section 5 Teen Center.
Riley,"Mosholu-Montefiore Community Center, Inc.",Edenwald Cornerstone,133622107,10000,Funds to be used to operate the Edenwald Cornerstone.
Abreu,"Mosholu-Montefiore Community Center, Inc.",Grant Cornerstone Teen Center,133622107,8250,Funding to support programming at the Grant Cornerstone Teen Center.
De La Rosa,"Mosholu-Montefiore Community Center, Inc.",Marble Hill Cornerstone,133622107,5000,To support Youth programing in Marble Hill Cornerstone.
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",Teen Center,133622107,40000,To support the existing teen programming that engages youth in robust programming in Council District 11.
Hanif,"Mothers Aligned Saving Kids (MASK), Inc.",,113495018,5000,"To Support helpline, support groups, in school and summer camp staff trainings, and community outreach events for parents and students."
Vernikov,"Mothers Aligned Saving Kids (MASK), Inc.",,113495018,7000,"Funding for drug abuse programming, education and prevention."
Brooks-Powers,"Mouse, Inc.",Council District 31,133973196,5000,Funding to support STEM and computer science education curricula in Council District 31 schools.
Schulman,"Mouse, Inc.",Design League: A STEM Program,133973196,3500,To support Design League: A STEM Program in Council District 29.
Stevens,"Mouse, Inc.",STEM Program - Council District 16,133973196,5000,Funding will go towards the continuation of the MOUSE program in Council District 16.
Stevens,Mt. Hermon Community Development Corporation,Culinary Training Program,863109055,5000,Funds will be used to facilitate culinary arts training program for Council District 16 youth.
Nurse,"Muna Social Services, Inc.",Youth Programming - Council District 37,844338493,10000,Funds will support afterschool programs for youth in Council District 37.
Kagan,"Muslim American Society of Brooklyn and Staten Island, Inc.",Youth Mentoring Program - Council District 47,454661688,5000,"Funds will be used for youth mentoring programs such as karate, movie nights, writing workshop and after school tutoring."
Abreu,Muslim Community Network,,753163555,5000,To support the youth leadership program for Council District 7 students.
Powers,Muslim Community Network,Mentorship Programming,753163555,5000,Funding will support mentoring for teenage boys and operating expenses for Muslim Community Network.
Brannan,Muslim Community Network,Youth Mentoring & Leadership Programming - Council District 43,753163555,5000,To support programming focused on building professional development and leadership skills for youth in Council District 43.
Hanks,"Muslim Sisters of Staten Island, Inc.",Young Chefz & Sports Tasting,465695272,5000,Funding will support youth programming and services in Council District 49. Appendix C: Youth Discretionary Page 174 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brannan,"Narrows Community Theater, Inc.",Summer Performing Arts Program for Youth - Council District 43,510167270,10000,To support educational performing arts programming for youth in Council District 43.
Lee,"National Alliance for the Mentally Ill of New York City, Inc.",,133077692,7500,Funds will be used to support NAMI's work with Council District 23 youth and their families.
Hanks,"National Council of Negro Women, Inc.",,134176178,5000,"Funding will support the Youth Leadership, Mentoring Program and Youth Council in Council District 49."
Carr,National Lighthouse Museum,,134055215,5000,Funds will be used to support youth educational programs.
Ariola,National September 11 Memorial and Museum at the World Trade Center,,611745872,6000,Funds will be used to provide free class trips for Council District 32 students.
Hanif,National Wildlife Federation,Council District 39,530204616,5000,"Funds will be used for programming to educate students about climate science, climate impacts, climate justice and resilience solutions in Council District 39."
Powers,"New Alternatives for Children, Inc.",Side by Side Learning,133149298,5000,Funding will support New Alternatives for Children foster parent recruitment and direct services in Council District 4.
Brewer,"New Alternatives for Children, Inc.",Side by Side Learning Program,133149298,5000,Funds will support tutoring program.
Bottcher,"New Alternatives for Children, Inc.",Side-by-Side Learning Program,133149298,5000,Funds will be used to support the Side-by-Side Learning Program.
Hudson,"New Heights Youth, Inc.",College Bound & Brooklyn Community-Based Services - District 35,201903332,10000,"Funding to provide athletic, academic, and social emotional learning services to underserved and at-risk youth."
Carr,New Ventures Charter School,,472459523,5000,Funds will be used for student test preparation costs which will include supplies and staff trainings.
Powers,"New York Cares, Inc.",,133444193,5000,Funding will support year round volunteer service in Council District 4.
Menin,"New York Center for Children, The",,954502444,6000,To fund Counseling program within the district for abused children East 70th street.
Borelli,New York City H2O,,453860014,30000,Funding to support youth programming and community support programs in Council District 51.
Borelli,New York City H2O,,453860014,10000,Funding will support students participating in Water Ecology and Engineering field trips in Council District 51.
Rivera,New York City H2O,Council District 2,453860014,5000,Funds will support NYC H2O's programs and operations in Council District 2.
Hanif,New York City H2O,Geographic Information System Instruction - Council District 39,453860014,5000,To provide GIS (Geographic Information Systems) instruction to public school students in Council District 39.
Williams,"New York City Outward Bound Center, Inc.",,133471084,15000,Funds will be used for College & Career Readiness model for pre-K-12th graders at the Institute for Health Professions at Cambria Heights (IHPCH) in Council District 27.
Bottcher,"New York City Urban Debate League, Inc.",,455249743,5000,Funds to implement debate education and programming.
Powers,"New York City Urban Debate League, Inc.",,455249743,5000,Funding will support free debate teams and tournaments in Council District 4.
Stevens,"New York City Urban Debate League, Inc.",Council District 16,455249743,5000,Funds will be used to expand and enhance programming in schools within Council District 16. Appendix C: Youth Discretionary Page 175 Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Restler,"New York City Urban Debate League, Inc.",Council District 33,455249743,5000,To fund debate programming in Council District 33 schools.
Feliz,"New York City Urban Debate League, Inc.",Tournaments & Outreach - Council District 15,455249743,15000,Funds will support New York City Urban Debate League (NYCUDL) tournaments and outreach in Council District 15.
Gennaro,"New York Edge, Inc.",,113112635,12500,To support SASF summer and / or after-school programming in Council District 24.
Lee,"New York Edge, Inc.",,113112635,9000,To support New York Edge's Summer and/or after-school programming in Council District 23.
Paladino,"New York Edge, Inc.",After School Enrichment Initiative,113112635,10000,Funds will be used to support Sports and Arts in Schools (New York Edge) summer and/or after-school programming in Council District 19.
Schulman,"New York Edge, Inc.",After School Enrichment Initiative,113112635,7000,Funding to provide after school and summer programming to youth in Council District 29 Queens.
Louis,"New York Edge, Inc.",Council District 45,113112635,5000,Funds will extend and enrich SASF summer and school year healthy sports fitness programming serving the youth in Council District 45.
Joseph,"New York Edge, Inc.","Sports, Arts & Academics Enrichment - Council District 40",113112635,5000,Funds will support the implementation of afterschool enrichment and summer programs for NYC youth in Council District 40.
Bottcher,"New York Junior Tennis League, Inc.",Community Tennis & Educational Program - Council District 3,237442256,5000,To provide free Community Tennis & Educational program to NYC youth.
Paladino,"New York Junior Tennis League, Inc.",Community Tennis Program - Council District 19,237442256,5000,Funding will support recreational tennis and educational programs for youth players in the Council District 19.
Brannan,"New York Junior Tennis League, Inc.",Community Tennis Program - Council District 43,237442256,5000,To support free tennis programming for youth in Council District 43.
Narcisse,"New York Junior Tennis League, Inc.",Community Tennis Program - Council District 46,237442256,5000,Funding to provide tennis training and activities for youth in Council District 46.
Salamanca,"New York Junior Tennis League, Inc.",Community Tennis Programming,237442256,20000,Funds will go to support programming in Council District 17 - Crotona Park.
