member,organization,program,ein,amount,agency,purpose
Restler,Brooklyn Queens Conservatory of Music,Music Partners & Music Therapy - Council District 33,111532426,2000,DCLA,"Funding to support Music Education, Music Therapy, and Public Events in Council District 33."
Joseph,Brooklyn Queens Conservatory of Music,Music Partners & Music Therapy - Council District 40,111532426,5000,DCLA,Funding will support Brooklyn Conservatory of Music programming in Council District 40.
Mealy,Brooklyn Queens Conservatory of Music,Music Partners & Music Therapy - Council District 41,111532426,5000,DCLA,Funds will support music therapy programs to three sites in Council District 41. Appendix B: Local Initiatives Page 45 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Narcisse,Brooklyn Queens Conservatory of Music,Music Therapy - Council District 46,111532426,20000,DCLA,Funds will be used to provide music therapy for people with autism spectrum disorder.
Gutierrez,Brooklyn Queens Land Trust,Community Garden Support,611441052,10000,DYCD,To strengthen the stewardship of the 35 gardens BQLT owns and 2 affiliate gardens owned by the MTA.
Louis,"Brooklyn United Music and Arts Development Center, Inc.",Council District 45,880867237,6000,DCLA,Funds to support creative arts and youth education and events in Council District 45.
Hanif,"Brooklyn USA Sports Association, Inc.",,811070700,5000,DYCD,To support summer camps and year long basketball leagues in Brooklyn.
Hanif,"Brooklyn Youth Chorus Academy, Inc.",Cobble Hill,113129249,5000,DCLA,Funding to support operating expenses associated with expanding the Choral Music Education Financial Aid Initiative at the Cobble Hill location.
Brannan,"BrooklynONE Productions, Inc.",Performing Arts Productions - Council District 43,460692076,7000,DYCD,To support performing arts programs in Council District 43.
De La Rosa,"Brotherhood Sister Sol, Inc., The",Environmental Programming - Council District 10,133857387,2000,DYCD,To support BroSis Environmental Programming in Council District 10.
Hanks,"Brothers Care, Inc.",Monthly Events,261422585,10000,DYCD,Funding will provide monthly events that assist constituents in the 49th Council District.
Holden,"Brothers Helping, Inc.",,863176916,7500,DYCD,Funds to assist homeless veterans in Council District 30.
Barron,Brownsville Community Development Corporation,Thomas Jefferson Education Campus - Council District 42,112544630,10000,DYCD,Funding to run the Farm Lab Projects at Thomas Jefferson Educational Campus in Council District 42.
Ung,Buddhist Tzu Chi Foundation,Food Pantry,942952782,5000,DYCD,"To fund operational and programmatic costs for family support services, the food pantry, and other assistance programs."
De La Rosa,"Building for the Arts NY, Inc.",Council District 10,132852371,10000,DCLA,to support music and the brain programming in Council District 10.
Velazquez,Building Skills NY,,455146915,5000,DYCD,Funds will support BSNY's job placement and workforce development programs in Council District 13.
Ayala,Building Skills NY,Construction Career Accelerator - Council District 8,455146915,5000,DYCD,"Funds will be used to provide skills acquisition and job advancement in general construction and specialty trades, including Carpentry, Electrical, Plumbing, and HVAC."
Nurse,Bushwick Workshop Space,Mayday Space & Community Programming,471841469,25000,DYCD,"Fund will support general program costs, including educational, cultural, and artistic programming, food and clothing distribution, and civic education and leadership development."
Holden,"Business Outreach Center Network, Inc.",Business Support - Council District 30,113306111,7000,SBS,"Funds to be used for business, industrial promotion and development in Council District 30."
Brooks-Powers,"Business Outreach Center Network, Inc.",Council District 31,113306111,5000,SBS,"Funds would be used to provide financial education, business planning and financing workshops, coupled with one-on-one counseling and access to credit for entrepreneurs and small business owners in Council District 31."
Hudson,"Business Outreach Center Network, Inc.",Microenterprise & Small Business Development Services - District 35,113306111,5000,SBS,"Funding to support business workshops, 1-on-1 counseling, Microenterprise, Small Business Development Services, and Child Care Business Development Project."
Mealy,"Business Outreach Center Network, Inc.",Network Industrial Business Solutions Program (IBSP),113306111,10000,SBS,"Funds will provide services at Brooklyn East, from Fort Greene to Coney Island including the ENY and Flatlands/Fairfield IBZs."
Adams,"Butterflies By Blaq, Inc.",Custom Cranial Prosthesis Program,454874876,10000,DYCD,"Funds will support the collection, creation, storage and wig making training programs."
Brannan,"C.I. Youth Alive, Inc.",Music & Performing Arts for Youth,510602645,5000,DYCD,To support cultural education and performance programming for youth in music and dance.
Speaker,"Brannan C.I. Youth Alive, Inc.",Music & Performing Arts for Youth,510602645,10000,DYCD,To support cultural education and performance programming for youth in music and dance. Appendix B: Local Initiatives Page 46 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Kagan,"C.I. Youth Alive, Inc.",Programming - Council District 47,510602645,5000,DYCD,Funds will be used to create arts and educational programs for kids on Coney Island.
Restler,"Cadman Park Conservancy, Inc.",,452063716,5000,DPR,To support educational community events for Cadman Park in Council District 33.
Speaker,"Joseph CAMBA, Inc.",,112480339,50000,DYCD,Funding to support the Adult Literacy Center providing English language and civics education to immigrants.
Osse,"CAMBA, Inc.",Albany Cornerstone,112480339,1000,DYCD,Funding for Block the Shot tournament at Albany.
Joseph,"CAMBA, Inc.",Beyond Hunger Emergency Food Pantry - Council District 40,112480339,5000,DYCD,Funds will be used to provide food pantry in Council District 40.
Joseph,"CAMBA, Inc.",Future Bound - Council District 40,112480339,15000,DYCD,"Funds will support Worker Support Services, Economic Development, Education and Youth Development, Housing, and Legal Services."
Feliz,"CAMBA, Inc.",Park Avenue Residence Computer Lab,112480339,10000,DYCD,Funds will go towards creating a computer lab at the Park Avenue Residence.
Hanks,"Camelot of Staten Island, Inc.",Staying Healthy Youth Clubhouse,237091329,5000,DHMH,Funding will support the Staying Healthy Youth Clubhouse program.
Osse,"Campaign Against Hunger, Inc., The",,200934854,34000,DYCD,Funding for Wellness Wednesdays and food distribution programs in Council District 36.
Speaker,"BLAC, Brooks- Powers, Narcisse, Women's Campaign Against Hunger, Inc., The",,200934854,275000,DYCD,"Funding to support the continuation, expansion and enhancement of programming. Funding will enable providing additional food, fresh produce, healthy initiatives workshops and benefit access services."
Brooks-Powers,"Campaign Against Hunger, Inc., The",Council District 31,200934854,10000,DYCD,"Funding will support food distribution for the following locations: Hammels NYCHA Development, Beach 41st NYCHA Development, RedFern NYCHA Development, and Council Member Selvena N. Brooks-Powers' Laurelton District Office."
Barron,"Campaign Against Hunger, Inc., The",Council District 42,200934854,10000,DYCD,"Funding for Food Distribution, Urban Farming, and Healthy Eating access."
Stevens,Cardinal McCloskey School and Home for Children,Bronx Drop-In Center for Homeless & Runaway Youth,131740443,6000,DYCD,"Funds will be support services for runaway, homeless youth at the Sunrise Drop-In Center."
Yeger,"Care For Special Needs Children Foundation, Inc.",,472616448,12000,DHMH,"Funds will be used to support families with autistic children, sibling and parent awareness, information and social skills."
Joseph,"Caribbean American Chamber of Commerce and Industry, Inc.",Manage & Operate a Business Program - Council District 40,112903423,6000,DYCD,"To support the small business services program through workshop facilitators/presenters, and community outreach. Funding to support general operating expenses."
Brooks-Powers,"Caribbean American Society of New York, Inc.",Council District 31,452796896,5000,DYCD,Funding to support STEM education programming for students in Council District 31.
Krishnan,"Caribbean Equality Project, Inc., The",,472806715,5000,DYCD,Funds will be used to support the production costs of LGBTQ+ Caribbean exhibit.
Narcisse,"Caribbean Equality Project, Inc., The",Caribbean LGBTQ+ Support Group - Council District 46,472806715,5000,DYCD,Funding to provide culturally specific support and services for LGBTQ people in Council District 46.
Schulman,"Caribbean Equality Project, Inc., The",Support for Caribbean LGBTQ+ Immigrants,472806715,3000,DYCD,Funds will be used for programming and support in Council District 29.
Adams,"Caribbean Equality Project, Inc., The",Unchained Queens,472806715,5000,DYCD,Funds will support the monthly meetings of peer culture outreach and support to the LGBTQ community. Appendix B: Local Initiatives Page 47 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Joseph,"Caribbean Women's Health Association, Inc.",CFB-HIV Faith-Based Initiative - Council District 40,133323168,10000,DHMH,"Funds will support a variety of HIV Prevention Education services by conducting outreach in community based settings, including venue based, event based and street based outreach in Central Brooklyn."
Osse,"CaribBeing, Inc.",,455192099,2000,DCLA,Funding for Roll in Movies in Council District 36 and other cultural programming in Council District 36.
Joseph,"CaribBeing, Inc.",Be Caribbeing - Council District 40,455192099,10000,DCLA,Funding will support cultural programming in Council District 40.
Louis,"CaribBeing, Inc.",Council District 45,455192099,5000,DCLA,Funds will be used to support programs in Council District 45.
Hudson,Carlos Lezama Archives and Caribbean Cultural Center,"Caribbean Cultural Arts, Research & Steelpan - District 35",020749266,5000,DCLA,"Funding to support Caribbean cultural programming, such as, theater, research of archival photos, poetry, costume design, steel pan classes, folk dancing, drumming, and field trips."
De La Rosa,"Carnegie Hall Corporation, The",,131923626,5000,DCLA,To support Carnegie Hall Education Programming in Council District 10.
Powers,"Carnegie Hall Corporation, The",Citywide Summer 2022 Concert Series - Bryant Park,131923626,5000,DCLA,Funding will support the Carnegie Hall Citywide Summer 2022 Concert Series at Bryant Park.
Bottcher,"Carnegie Hall Corporation, The",Council District 3,131923626,5000,DCLA,Funds will support partnerships with NYC schools and community venues in Council District 3.
Brannan,"Carnegie Hall Corporation, The",Education Programming - Council District 43,131923626,5000,DCLA,To support educational and community programming for residents of Council District 43.
Stevens,"Carnegie Hall Corporation, The",NeON Arts - Council District 16,131923626,14000,DCLA,Funds will support the NeON Arts program at South Bronx NeON for Council District 16 youth.
Hanks,"Carnegie Hall Corporation, The - NeON Arts",Staten Island NeON,131923626,5000,DCLA,Funds will help provides residents in the 49th Council District with access to services and opportunities including NeON Arts programming.
Hudson,"Carnegie Hall Corporation, The",School Programming - Council District 35,131923626,5000,DCLA,Funding will be used to support programming in Council District 35 Schools.
Menin,"Carnegie Hill Neighbors, Inc.",,133300409,6000,SBS,To support the development of a Business Improvement in Council District 5.
Hanif,Carroll Gardens Association Incorporated,Know Your Rights Campaign - Council District 39,112573432,5000,SBS,To support know your rights campaign for domestic workers in Council District 39.
Hanks,"Casa Belvedere, The Italian Cultural Foundation",Nonno's Community Garden - Council District 49,264411728,5000,DCLA,Funding will support Nonno's Community Garden at Casa Belvedere.
Farias,"Castle Hill District Management Association, Inc.",Castle Hill - Council District 18,920829346,15000,DYCD,"Funding to support community events hosted by the BID, operational expenses, and marketing."
Powers,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,DSS/HRA,Funding will support legal representation to immigrant children who have fled violence in Central America and are facing removal (deportation) proceedings in New York's immigration court.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",Back to School Program - Council District 17,135562185,20000,DYCD,Funding to be utilized for back to school programs in Council District 17.
Ayala,"Catholic Charities Community Services, Archdiocese of New York",Community & Social Services Program - Betance Houses,135562185,10000,DSS/HRA,To provide funding to support the Community and Social Services program at Betance Houses.
Speaker,"Catholic Charities Community Services, Archdiocese of New York",Diaper Bank at CCCS’ HomeBase II and IV sites,135562185,25000,DYCD,Funds to be used to purchase diapers at HomeBase II and IV sites and provide them to resdients in Council District 12.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",South Bronx Food Pantry - Council District 17,135562185,15000,DYCD,Funding to support general operating expenses for South Bronx Food Pantry. Appendix B: Local Initiatives Page 48 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Caban,"Catholic Charities Neighborhood Services, Inc.",Adult ESOL Queens,112047151,15000,DYCD,Funding will be used to defray the costs of the ESOL program in Council District 22 including health and mental health support.
Schulman,"Catholic Charities Neighborhood Services, Inc.",Older Adult Center - Council District 29,112047151,5000,DFTA,"Funds will be used to support education, recreation, health promotion activities, case assistance, and transportation for seniors and to provide supplies."
Speaker,Catholic Charities of Staten Island,,135562286,25000,DFTA,Funds will be used for case management and public events in Council District 51.
Vernikov,"Catholic Migration Services, Inc.",,112634818,5000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services."
Won,"Catholic Migration Services, Inc.",Immigration Legal Services,112634818,5000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services."
Restler,"CAVE Organization, Inc.",Public Performances & Education Programs - Council District 33,043763314,3000,DCLA,"To support movement classes, professional development, and provide wellness opportunities for Council District 33."
Restler,"CEC Stuyvesant Cove, Inc.",Green Workforce Training Program - Council District 33,522440116,5000,DYCD,Funds will support Green Workforce Training Program in Council District 33.
Speaker,"Powers CEC Stuyvesant Cove, Inc.",Solar One,522440116,75000,DYCD,"Funding will support management, coordination, and delivery of programs including the Green Design Lab, Green Workforce Training Program, Here Comes Solar, and Stuyvesant Cove Park."
Brewer,"Center at West Park, The",Inclusive Teen Concert,814802422,10000,DPR,The funds will be used to organize and host an inclusive teen concert at The Center at West Park.
Ayala,"Center for Comprehensive Health Practice, Inc.",Opioid Overdose Prevention Program,133484329,5000,DHMH,"To provide funding for CCHP's Powers Project, which aims to reduce opioid-related overdoses in NYC."
Ayala,Center for Educational Innovation,Project Boost,134113613,5000,DCLA,To support programming for Student Academic and Enrichment Programs.
Osse,Center for Employment Opportunities,,133843322,5000,DYCD,Funding for CEO's re-entry and job training programs.
Aviles,"Center for Family Life in Sunset Park, Inc.",School-Based Programs,851058164,41000,DYCD,"Funds will support family and social services that promote positive outcomes for children, adults and families in Sunset Park, Brooklyn."
Caban,Center for Family Representation,Right to Family and Home for Good,510419496,6500,DYCD,Funds will be used to defray the cost of providing legal services for disadvantaged families in Council District 22.
Bottcher,"Center for Jewish History, Inc., The",,133863344,5000,DYCD,To provide funding support for the DNA Reunion Project.
Krishnan,"Center for Law and Human Values, Inc.",Council District 25,133085049,10000,DYCD,To support programming in Council District 25.
Restler,"Center for Law and Human Values, Inc.",The Action Lab & Fellowship Program,133085049,5000,DYCD,To support the Action Lab programming in Council District 33.
Paladino,"Center for the Women of New York, Inc., The",Women's Empowerment Program,112876688,5000,DYCD,"Funding will support program, train volunteers and services for food stamps, domestic violence and legal services."
Ayala,"Center for Urban Pedagogy, Inc.",City Studies - International Community HS (07X334),113625306,5000,DCLA,To provide funding for the City Studies program at the international Community High School in Mott Haven (07X334).
Restler,Central American Legal Assistance,Immigrant Legal Services - Council District 33,112859151,8500,DSS/HRA,To support removal defense for detained immigrants and for asylum seekers in Council District 33.
Caban,"Central Astoria Local Development Coalition, Inc.",Commercial Revitalization,112652331,37000,SBS,Funds will be used to promote the local business thoroughfare.
Caban,"Central Astoria Local Development Coalition, Inc.",Community Programs,112652331,36500,DCLA,"Funding will be used to support the annual Waterfront Concert series, Independence Day celebration, and Halloween festival."
Won,"Central Astoria Local Development Coalition, Inc.",Waterfront Concert Series,112652331,3000,DCLA,Funding to support the Waterfront Concert Series.
Brewer,"Central City Chorus, Inc.",2023-2024 Season,133679135,5000,DCLA,Funds will support Central City Chorus 2023-2024 performance season's programming and services. Appendix B: Local Initiatives Page 49 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Schulman,"Central Queens Jewish Community Circle, Inc.",Community Wellness,832963670,4000,DYCD,Funds will be used to support Wellness Webinars and Gift Packages for Holidays.
De La Rosa,"Centro Civico Cultural Dominicano, Inc.",,134027383,5000,DCLA,To Support Centro Civico Cultural Dominicano’s Year-Round Programming.
Abreu,"Centro Civico Cultural Dominicano, Inc.",Council District 7,134027383,5000,DCLA,Funding to support Centro Civico Cultural Dominicano’s Year-Round Programming in Council District 7.
Williams,"CGE LAB, Inc.",,824810947,5000,DYCD,Funds will be used to support academic and recreational afterschool program in the 27th Council District.
Paladino,"Chabad of Northeastern Queens, Inc.",Chabad Community Center,113207716,20000,DYCD,"Funding will assist in the ongoing operations at the Community Center, including after- school programming, programs, classes and services."
Schulman,"Chabad of Northeastern Queens, Inc.",Smile on Seniors,113207716,1500,DFTA,Funding to support the costs associated with Smile on Seniors programming and activities.
Ung,"Chabad of Northeastern Queens, Inc.",Smile on Seniors - Chabad Community Center,113207716,5000,DFTA,To fund senior programming at the Chabad Community Center.
Gennaro,Chabad of Queens College,,202070019,10000,DYCD,"Funds will be used to develop and implement a counselling network of professionals and community leaders to help students, young married couples and young professionals navigate challenges. Funds will also facilitate cultural and social programs."
Louis,"Chai Lifeline, Inc.",Council District 45,112940331,5000,DHMH,Funds will be used support programmatic efforts in Council District 45.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",,110559220,15000,SBS,Funds will support small business development and community outreach in Council District 32.
Lee,"Chamber of Commerce Borough of Queens, Inc.",,110559220,10000,SBS,Funds will be used to support Small Business Programming in Council District 23.
Speaker,"Chamber of Commerce Borough of Queens, Inc.",,110559220,25000,SBS,To help defray the costs of the annual holiday lights on Cross Bay Boulevard.
Williams,"Chamber of Commerce Borough of Queens, Inc.",,110559220,7500,SBS,"Funds will be used to support programs that will enhance businesses' marketing techniques, salesmanship, and will educate on resources available to help in D27"
Schulman,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources - Council District 29,110559220,10000,SBS,"To promote economic development, job creation and retention, and community investment in Council District 29."
Paladino,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources & Community Fireworks Show,110559220,5000,SBS,"To support and promote economic development, job creation, retention, community investment, and community fireworks show in Council District 19."
Brooks-Powers,"Chamber of Commerce Borough of Queens, Inc.",Council Member 31,110559220,10000,SBS,"Funding will support neighborhood-level initiatives that promote economic development, job creation, retention, and community investment in Council District 31."
Holden,"Chamber of Commerce Borough of Queens, Inc.",Holiday Lights,110559220,6500,SBS,"Funds to be used to support holiday lights in commercial district in Council District 30, including Ridgewood Fresh Pond Road."
Caban,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,5000,SBS,Funds will be used to support merchant organizing on Ditmars Blvd.
Ung,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,6000,SBS,To fund programming and operational costs for the Small Business Resource Sessions and Merchant Organizing Program.
Marte,"Charles B. Wang Community Health Center, Inc.",The Teen Resource Center (TRC),132739694,5000,DHMH,Funding to support the Teen Resource Center (TRC) within the Charles B. Wang Community Health Center (CBWCHC).
Vernikov,"Chasdei Devorah, Inc.",,342006065,5000,FDNY,Funding to cover the costs associated with training women to volunteer as (EMTs) and costs associated with operating a volunteer emergency medical service agency.
Bottcher,"Chashama Arts, Inc.",,133862422,5000,DCLA,Funds will support operations and related programming and services. Appendix B: Local Initiatives Page 50 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Menin,"Chashama Arts, Inc.",,133862422,5000,DCLA,Funds will be used to provide the service in Council District 5 at 340 E 64th St. They will fund a workspace and presentation space for local artists.
Powers,"Chashama Arts, Inc.",,133862422,5000,DCLA,"Funding will support the Space to Present program, which converts vacant spaces into presentation venues for local artists to create and showcase works for audiences."
Lee,"CHAZAQ Organization USA, Inc.",,462148352,5000,DYCD,Funding to support operating expenses of community programming and services.
Schulman,"CHAZAQ Organization USA, Inc.","Afterschool, Youth, Adult & Educational Programming - Council District 29",462148352,14000,DYCD,"To provide cultural events, seminars, and lectures for youth, teens, and adults; along with nutritious meals and exciting activities in Council District 29."
Schulman,"CHAZAQ Organization USA, Inc.",Main Street Beautification,462148352,5000,DYCD,Funding to support costs associated with Main Street Beautification.
Gennaro,"CHAZAQ Organization USA, Inc.",Rabbinical College Program,462148352,10000,DYCD,"Funds will be used for operating expenses related to educational, cultural, and social programming, open to the public at large."
Bottcher,"Chekpeds, Inc.",,264483508,8000,DYCD,Funds for build and install containers to plant trees on pedestrian islands.
Bottcher,"Chelsea Film Festival, Inc.",,464082997,6500,DCLA,Funds will be used to support the 11th annual edition of the Chelsea Film Festival (CFF).
Sanchez,"Chess-in-the-Schools, Inc.",Council District 14,136119036,20000,DYCD,To support the expansion of Chess in Schools to middle schools: New School for Leadership and Journalism (10X244) and Academy For Personal Leadership and Excellence (10X363).
Won,"Chess-in-the-Schools, Inc.",Council District 26,136119036,5000,DYCD,"Funds will support Chess in Schools programming which includes tournaments, college prep, summer camps, teacher training and after-school programming."
Hudson,"Chess-in-the-Schools, Inc.",Council District 35 Schools,136119036,10000,DOE,Funding will be used to support chess-related programming in Council District 35 Schools.
Schulman,"Chess-in-the-Schools, Inc.",School Program: Comprehensive Chess Education - Council District 29,136119036,5500,DOE,"Funding to support the school program, which teaches elementary and middle school students how to play chess and the classroom chess program in Council District 29."
Adams,Chhaya Community Development Corporation,,113580935,8000,HPD,"Funds will serve to protect, preserve and promote affordable housing."
Gennaro,Chhaya Community Development Corporation,Housing Stability Program,113580935,5000,DYCD,"Funds will support outreach efforts, educational workshops, case management and counseling services in Council District 24."
Lee,"Child Center of NY, Inc., The",,111733454,10000,DHMH,Funds will support mental health programming for Council District 23 residents.
Ung,"Child Center of NY, Inc., The",Council District 20,111733454,1500,DYCD,"To support culturally-sensitive mental health programming, improved access to health care, and related programming to youth in Council District 20."
Sanchez,"Child Mind Institute, Inc.",Mental Health - Public School 310 Marble Hill (10X310) & Public School 236 Langston Hughes (09X236),800478843,10000,DYCD,To support in person mental health services at Public School 236 and Public School 310 for a minimum of 3 days a week.
Speaker,"Children's Aid Society, The",Adult Literacy Programs in Washington Heights,135562191,50000,DYCD,For adult literacy programming in Washington Heights.
Speaker,"Ayala Children's Aid Society, The",Summer Youth Programming,135562191,30000,DYCD,"Funding to support off-setting the costs of hiring culinary, dance and theater instructors to provide youth programming."
Bottcher,"Children's Museum of the Arts, Inc.",,133520970,5000,DCLA,Funds will support free experimental arts programs.
Rivera,"Children's Museum of the Arts, Inc.",,133520970,3000,DCLA,Funds will support Children's Museum of the Arts programs and operations.
De La Rosa,"Children's Museum of the Arts, Inc.",Free Experimental Arts Programming,133520970,5000,DCLA,To support Children's Museum 100% Free Experimental Arts programming. Appendix B: Local Initiatives Page 51 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,"Children's Rescue Fund, The",,133486829,250000,DYCD,"To develop a data management system will enable CRF by serving as a centralized system that will allow the agency to be efficient in managing service delivery, case management outcomes, and efficient resource tracking."
Ung,"Chinatown Manpower Project, Inc.",,132755214,5000,DYCD,Funding to offset costs of Job Counselor or Business Counselor to help Council District 20 residents find a job and start/sustain a business.
Menin,"Chinese American Planning Council, Inc.",,136202692,5000,DYCD,Funding will be used to enhance the multilingual social services program aimed at reducing poverty and providing support and access to services for immigrants and limited English proficiency community members in City Council District 5.
Hanks,"Chinese American Planning Council, Inc.",Council District 49,136202692,5000,DYCD,Funding will support community safety and victim services programming in Council District 49.
Aviles,"Chinese American Planning Council, Inc.",Project Reach,136202692,25000,DYCD,Funds will support creating Satellite Safe Spaces for trans and gender nonconforming youth and adults.
Ung,"Chinese American Planning Council, Inc.",Queens Special Needs,136202692,5000,DYCD,"Funding will support recreational and educational programming for individuals with developmental disabilities, as well as caregiver support groups and respite for their caregivers, in a linguistically and culturally sensitive setting."
Yeger,"Chinese American Social Services Center, Inc.",,474279061,5000,DYCD,To provide programming and various social services for new immigrants.
Kagan,"Chinese American Social Services Center, Inc.",Community Social Services & Outreach Programs - Council District 47,474279061,10000,DYCD,Funds will be used for social services provided to the community members.
Mealy,Christian Visions Ministry Inc,Brownsville Mini Olympics Against Gun Violence,341979337,5000,DYCD,To support programming and services in Council District 41.
Barron,"Christopher Rose Community Empowerment Campaign, Inc.",Council District 42,113423612,10000,DYCD,Funding to support operating expense costs for community family support programming in Council District 42.
Louis,"Christopher Rose Community Empowerment Campaign, Inc.",Council District 45,113423612,5000,DHMH,Funds will be used to support Maternal and Child Health Services Programs. In Council District 45.
Bottcher,Church of the Holy Apostles,,132892297,10000,DYCD,Funds to support increased hunger relief services.
Osse,"Churches United for Fair Housing, Inc.",,264698161,14000,HPD,Funding for affordable housing and tenant support services in Council District 36.
Gutierrez,"Churches United for Fair Housing, Inc.",Local Youth Organizing & Services - Council District 34,264698161,10000,DYCD,To support local youth organizing and services.
Carr,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,Funds to be used to support general operational expenses and skills-building workshops.
Gutierrez,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,"Funding will cover expand grassroots projects through virtual programming, information sessions, and additional project support all at no cost to participants."
Powers,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,"Funding will support the operating expenses of the Neighborhoods Grants program, which helps resident-led efforts to tackle community problems and improve the quality of neighborhood."
Rivera,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,Funds will support Citizens Committee's programs and operations.
Velazquez,"Citizens Committee for New York City, Inc.",,510171818,5000,DYCD,Funds will provide businesses in Council District 13 with support through CCNYC's grants programs.
Dinowitz,"Citizens Committee for New York City, Inc.",Community Leader Grants & Neighborhood Business Grants,510171818,10000,DYCD,"Funding to support general operational expenses and skills-building workshops, technical support in the form of project planning assistance and an equipment share library. Appendix B: Local Initiatives Page 52 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Mealy,"Citizens Committee for New York City, Inc.",Council District 41,510171818,10000,DYCD,Funds will support Citizens Committee's programs and operations.
Hanif,"Citizens Committee for New York City, Inc.",Grassroots Projects - Council District 39,510171818,8500,DYCD,"To support grassroots projects in Council District 39 through virtual programming, information sessions, and additional project support."
Speaker,City Clerk,,136400434,287000,CLERK,To provide funding for Personal Service enhancements.
Powers,"City Harvest, Inc.",,133170676,5000,DYCD,Funding will support emergency food rescue and distribution and community-based programming.
Aviles,"City Harvest, Inc.",Turkey Giveaway - Council District 38,133170676,26000,DYCD,To support turkey distribution in Council District 38.
Velazquez,"City Island Cinema Community Charity, Inc.",,920626751,25000,DYCD,"To provide Bronx-based film, poetry, theatre and musical charity events."
Velazquez,"City Island Civic Association, Inc.",,810611401,15000,DPR,To support tree planting and maintenance on City Island.
Velazquez,City Island Community Center,,133074369,20000,DYCD,"To support cultural, educational, civic, health, art, technology, music and culinary programs at CICC."
Velazquez,City Island Historical Society,,112734516,8000,DCLA,Funds will support the City Island's educational programs and online collections management.
Velazquez,"City Island Oyster Reef, Inc.",,843304186,9500,DYCD,To support marine ecology curriculum development and Science supplies for Environmental Outdoor Learning Center in partnership with Public School 175 City Island.
Velazquez,"City Island Rocks, LLC",,920731021,5000,DYCD,Funding will support the City Island Rocks' music in the park program.
Mealy,City Parks Foundation,CityParks Play & CityParks Build,133561657,22000,DPR,"Funds will support CityParks Play, including free golf, tennis, track and field, and fitness programs."
Dinowitz,City Parks Foundation,CityParks Play & Partnerships for Parks - Council District 11,133561657,5000,DPR,Funding will support the CityParks Play & Partnerships for Parks programs in Council District 11.
Caban,City Parks Foundation,"CityParks Play, CityParks Learn & SummerStage - Council District 22",133561657,5000,DPR,Funding will be used to provide free local sports programs in Council District 22.
Brewer,City Parks Foundation,CityParks Plays & Shows,133561657,5000,DPR,Funds will support CityParks and Shows programming.
Speaker,City Parks Foundation,"CityParks Shows, CityParks Play, CityParks Learn",133561657,60000,DPR,To support CPF free programming in public parks in New York City.
Feliz,City Parks Foundation,Community Programming - Gladwin Park,133561657,10000,DPR,Funds will be used to support community programming at Gladwin Park in collaboration with local community partners.
Rivera,City Parks Foundation,Council District 2,133561657,5000,DPR,Funds will support City Parks Foundation's programs in Council District 2.
Menin,City Parks Foundation,Council District 5,133561657,6000,DPR,Funds will be used to support current and programming within Council District 5.
De La Rosa,City University of New York,Borough of Manhattan Community College Association - Project Impact & CUNY in the Heights,136400434,15000,CUNY,To support programming of Project Impact at CUNY in the Heights.
Stevens,City University of New York,Bronx Community College Food Pantry - Council District 16,133893536,10000,CUNY,Funds will be used to provide food and outreach to residents of Council District 16.
Speaker,Bottcher City University of New York,City College of New York - LGBTQ+ Student Center,133893536,50000,CUNY,To provide funding support for a student-designed program in the the LGBTQ+ Student
Center,"at CCNY. It will support public events focuses on LGBTQ+ themes and support the core programming of LGBTQ+ CUNY students, including the Mixner Fellowship. Hanks City University of New York",College of Staten Island - Liberty Partnership Student Success Program,133893536,5000,CUNY,Funding to support the Liberty Partnership Student Success Program in Council District 49.
Carr,City University of New York,CUNY College of Staten Island - Job Placement,133893536,5000,CUNY,Funds will support job placement for the IDD community. Appendix B: Local Initiatives Page 53 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
