member,organization,program,ein,amount,purpose
Kagan,"Guardians of the Sick, Inc.",Project for Holocaust Survivors,116003433,5000,"Funds will be used for transportation assistance, in-home telephone reassurance, educational and socialization activities and volunteer services"
Louis,"Haitian Centers Council, Inc.",,112648501,5000,"Funds will be used to offer year-round seniors services through free weekly cardio fitness classes, improving the quality of life seniors of color through ongoing culturally- appropriate physical activity and nutritional programs."
Marte,"Hamilton-Madison House, Inc.",City Hall Older Adult Center,135562412,25000,"These funds will support the City Hall Older Adult Center that serves a majority Asian- American, Chinese-speaking senior population."
Marte,"Hamilton-Madison House, Inc.",Senior Center Programs & Enhancements,135562412,18000,"To support educational and recreational programs for seniors, virtually and in person."
Paladino,"HANAC, Inc.",Angelo Petromelis College Point Senior Center,112290832,20000,"The funds will help to support operational costs, activities/programming for seniors at the Angelo Petromelis Senior Center in Council District 19. Cabán HANAC, Inc. - Douris Tower"
,"The funds will help to support operational costs, activities/programming for seniors at the Angelo Petromelis Senior Center in Council District 19. Cabán HANAC, Inc.",Douris Tower,112290832,22000,Funds will be used to defray operating expenses of George Douris Tower.
Won,"HANAC, Inc.",Ravenswood Senior Center,112290832,15000,"Funding will be used to provide social services, health promotion, wellness with nutrition, health exercises, evidence base programming, education and art classes."
De La Rosa,"HANAC, Inc.",Senior Programming - St. Spyridon,112290832,10000,"To support Senior Programming at St. Spyridon. Cabán HANAC, Inc. - Senior Services"
,"To support Senior Programming at St. Spyridon. Cabán HANAC, Inc.",Senior Services,112290832,7000,"Funds will be used to support the Extended Services Program, which provides free senior casework in Council District 22."
Abreu,"Harlem Advocates for Seniors, Inc.",,811966114,10000,Funding to support programming for older adults in Council District 7.
Jordan,"Harlem Presents, Inc.",Harlem Village,800783830,25000,"Funds will be used to provide free cultural entertainment for the village of Harlem, with activities taking place in Council District 9."
Jordan,"Harlem Pride, Incorporated",Harlem Pride,272191962,2000,Funds will be used to host annual Harlem Pride Celebrations.
Bottcher,"Hartley House, Inc.",,131656652,10000,"Funding to support HOPE programming and services, providing a comprehensive range of services for seniors to ensure that they can live out lives with dignity in own homes."
Carr,"Health Essential Association, Inc.",,452871053,10000,"Funding to support programming and activities for seniors. Avilés Heights and Hills, Inc. - Case Management"
,"Funding to support programming and activities for seniors. Avilés Heights and Hills, Inc.",Case Management,237237927,5000,"Funding to support volunteer programming, and case management services."
Restler,"Heights and Hills, Inc.",Case Management - Council District 33 Volunteer Program,237237927,17500,To provide in-home case management services in Council District 33.
Hanif,"Heights and Hills, Inc.",Case Management Program - Council District 39,237237927,9500,"Funds will be used to support Volunteer Programs, in support of the work of Case Management Program, and to continue reducing the waiting list for case management services."
Hudson,"Heights and Hills, Inc.",Case Management Support - District 35,237237927,10000,Funding for volunteer programs in support of ongoing in-home case management for homebound seniors. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Hanif,"Heights and Hills, Inc.",Senior Programming - Council District 39,237237927,10000,"Funding supports arts and cultural programs, education, recreation, technology classes, health promotion and general operations of the center."
Velazquez,"Helen Keller International, Inc.",,135562162,7000,"This funding will support Helen Keller International’s New York Vision Program that provides vision services, which include a vision screening, an eye exam, and a pair of prescription glasses in Council District 13."
Nurse,"Helen Keller International, Inc.",New York Vision Program: Clear vision for seniors,135562162,10000,"Funds will support vision services to 100+ vulnerable or needy seniors in Council District 37, which includes a vision screening, an eye exam, and a pair of prescription glasses if needed."
Brannan,Helen Keller Services,,111630807,5000,Funds will be used to support the Adaptive Living Program for legally blind senior citizens.
Restler,Helen Keller Services,Adaptive Living Program - Council District 33,111630807,4000,To support the free Adaptive Living Program (ALP) for visually impaired seniors in Council District 33.
Hanif,Helen Keller Services,Council District 39,111630807,5000,Funding to support education and wellness programs for seniors.
Rivera,Henry Street Settlement,Vladeck Senior Services,131562242,15000,Funds will support the Henry Street Senior Center.
Ung,"Hindu Temple Society of North America, The",Senior Center,237071891,10000,"To fund senior programming, including health and fitness programs, seminars, social activities, special lectures, educational programs, and cultural programs."
Williams,Hollis Presbyterian Church,,111631786,10000,"Funding will support recreational activities, social engagement, educational and referral services for seniors."
Brannan,"Homecrest Community Services, Inc.",,113373115,5000,"Funding will support the Homecrest Community Services' Senior Center Programming such as trips, recreational activities, and other engaging activities to expand seniors' social, physical and mental well-being."
Yeger,"Homecrest Community Services, Inc.",,113373115,3500,"Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion."
Vernikov,"Homecrest Community Services, Inc.",Homecrest Senior Center,113373115,5000,"Funding to support operational expenses of educational, recreational and social services programming for seniors Homecrest Senior Center."
Kagan,"Homecrest Community Services, Inc.",Senior Centers for Immigrant Populations - Council District 47,113373115,10000,"Funds will provide support for communication, meal, supplies and other general operation and program related expenses."
Stevens,"Hope of Israel Senior Citizens Center, Inc.",Senior Center - Council District 16,132749857,7000,Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center in Council District 16.
Marte,"Horticultural Society of New York, The","Illustrative Arts, Crafts & Therapeutic Horticulture for Seniors",130854930,7000,Funds will be used to support the different workshops and activities associated with the senior program.
Salamanca,"Housing Options and Geriatric Association Resources, Inc.",Senior Case Assistance program & Golden Age Clubhouse - Council District 17,133887707,25000,To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Council District 17.
Gennaro,"India Home, Inc.",,208747291,40000,"Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for seniors to keep them healthy and active."
Krishnan,"India Home, Inc.",,208747291,13000,Funds will be used to support India Home's Senior Center Programs & Support Services. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Williams,"India Home, Inc.",,208747291,10000,"Funds will be used to support culturally competent senior programming, home delivered meals & groceries, wellness check-up calls, virtual health and wellness activities, educational seminars, civic engagement, etc."
Ung,"India Home, Inc.",Senior Center Programs & Support Services,208747291,7500,Funding to support culturally competent and linguistically accessible senior services and programming to older adults in Council District 20.
Adams,"India Home, Inc.",Seniors Services - Council District 28,208747291,11000,Funds will support case management and programing at senior center in Richmond Hill.
Stevens,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Arturo Schomburg Senior Center - Council District 16,132987263,15000,Funds will be used to cover the cost of running recreational activities at the IPR/HE Arturo Schomburg Senior Center in Council District 16.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Betances Senior Center,132987263,10000,"To provide funding for health and fitness workshops, cultural events and activities, as well as critical case assistance to seniors and families at Betances Senior Center."
Farias,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Bronx River Older Adult Center,132987263,15000,This funding will help underwrite costs related to Bronx River Older Adult Center educational and recreational program and the launching of its Healthy Aging Program.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Carver Senior Center,132987263,10000,Access to critical Services for seniors at Carver Senior Center.
Krishnan,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Elmhurst/Jackson Heights Senior Center,132987263,3500,"To fund Elmhurst/Jackson Heights Senior Center’s educational and recreational programs and activities, as well as case assistance to center seniors and their caregivers."
Farias,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",James Monroe Older Adult Center,132987263,15000,Funds will help underwrite costs related to James Monroe Older Adult Center educational and recreational program and the launching of Healthy Aging Program.
Jordan,"Iris House: A Center for Women Living with HIV, Inc.",Harlem Beats HIV,133699201,20000,"Funds will provide work to reduce the health inequities and disparities in the Harlem community related to HIV, AIDS, All programming to take place in Council District 9, preference to hiring staff in district and/or reflective of the community."
Won,"Jacob A. Riis Neighborhood Settlement, The",Queensbridge/Riis Neighborhood Senior Center,111729398,22000,Funding to support Queensbridge/Riis Neigborhood Senior Center
Powers,"James Lenox House Association, Inc.",Geriatric Nurse,131624148,5000,Funding will support a Registered Nurse geriatrician who services residents two evenings weekly.
Brewer,"JBI International, Inc.",,131683279,5000,"To support Reading for Visually Impaired, Blind, and Physically Handicapped Seniors programming and services."
Bottcher,Jewish Association for Services for the Aged (JASA),,132620896,15500,"Funding to support programming/activities to promote successful aging in place. Specific program to be funded included educational healing art activities such as ""Indoor Gardening"" and ""Art and Painting"". Gutiérrez Jewish Association for Services for the Aged (JASA) - Bushwick/Hylan NORC"
,"Funding to support programming/activities to promote successful aging in place. Specific program to be funded included educational healing art activities such as ""Indoor Gardening"" and ""Art and Painting"". Gutiérrez Jewish Association for Services for the Aged (JASA)",Bushwick/Hylan NORC,132620896,10000,To support programming for seniors at Bushwick/Hylan NORC SSP.
Brewer,Jewish Association for Services for the Aged (JASA),Club 76 Older Adult Center,132620896,5000,Funds will support JASA Club 76 Older Adult Center programming and services. Page 12 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Kagan,Jewish Association for Services for the Aged (JASA),Coney Island Active Aging NORC,132620896,10000,Program will provide services to Older residents in NYCHA buildings.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Council District 31,132620896,10000,Funding will support JASA’s socialization and intergenerational programming in Council District 31.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Digital Literacy Education - Council District 31,132620896,10000,Funding will support digital literacy education for seniors in Council District 31.
Narcisse,Jewish Association for Services for the Aged (JASA),HES Older Adult Center,132620896,25000,Funding to provide services and activities to seniors in CD46 at the HES Older Adult Center.
Lee,Jewish Association for Services for the Aged (JASA),Holliswood Older Adult Center,132620896,6000,"Funding to support senior programming, events, and activities in Holliswood Older Adult Center."
Bottcher,Jewish Association for Services for the Aged (JASA),Institute for Senior Action (IFSA),132620896,5000,"Funding to support JASA's Institute for Senior Action (IFSA), which provides advocacy workshops."
Ayala,Jewish Association for Services for the Aged (JASA),JASA/1199 NORC,132620896,5000,"To provide funding for JASA's health-related programming, which addresses chronic diseases, nutrition, and weight management."
Ung,Jewish Association for Services for the Aged (JASA),Queens Elder Abuse Prevention Program (LEAP),132620896,5000,"To support elder abuse prevention and counseling, including legal consultation and representation, in Council District 20."
Brewer,Jewish Association for Services for the Aged (JASA),RNA House NORC - Supportive Services Program,132620896,3500,Funds will support Supportive Services Program at RNA House NORC.
Ariola,Jewish Association for Services for the Aged (JASA),Rockaway Park Senior Center,132620896,11000,Funds will be used to support programming and services as well as operational expenses of Rockaway Park Senior Center.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Roy Reuther Older Adult Center,132620896,15000,"Funding will support virtual and in-person digital literacy classes for seniors at Roy Reuther Older Adult Center, located, in Council District 31."
Vernikov,Jewish Association for Services for the Aged (JASA),Scheuer House Brighton 6,132620896,5000,"Funding to support health/exercise programs, senior outings, supplies and operating costs at Scheuer House Brighton 6 Tenants Association."
Vernikov,Jewish Association for Services for the Aged (JASA),Senior Alliance Senior Center,132620896,15000,"Funding to support various programming, activities and services at Senior Alliance Senior Center, 161 Corbin Place."
Vernikov,Jewish Association for Services for the Aged (JASA),Senior Food Program,132620896,5000,Funding for home delivered meals for seniors residing in the 48th Council District.
Brewer,Jewish Association for Services for the Aged (JASA),St. Martin's Tower NORC - Supportive Services Program,132620896,3500,Funds will support NORC Supportive Services Program.
Barron,Jewish Association for Services for the Aged (JASA),Starrett City Senior Center,132620896,8000,Funding to support operating expense costs for senior programming at Starrett City Senior Center.
Velazquez,Jewish Association for Services for the Aged (JASA),Sue Ginsburg Older Adult Center,132620896,9000,"Funding to support general operating expenses, cultural events, senior transportation, and virtual classes at JASA Sue Ginsburg Older Adult Center."
Velazquez,Jewish Association for Services for the Aged (JASA),Throggs Neck Older Adult Center,132620896,8000,"Funding to support general operating expenses, cultural events, and senior transportation at JASA Throggs Neck Older Adult Center."
Vernikov,Jewish Association for Services for the Aged (JASA),Trumps United,132620896,5000,"Funding to support various programming, activities and services at JASA/Trump United."
Dinowitz,Jewish Association for Services for the Aged (JASA),Van Cortlandt Older Adult Center,132620896,28000,To cover general operating costs and upgrades to the Van Cortlandt Older Adult Center. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds Gutiérrez Jewish Association for Services for the Aged (JASA) - Williamsburg Senior Center
,To cover general operating costs and upgrades to the Van Cortlandt Older Adult Center. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization,Program Name Tax ID Amount Purpose of Funds Gutiérrez Jewish Association for Services for the Aged (JASA) - Williamsburg Senior Center,132620896,10000,To support programming for seniors at Williamsburg Senior Center.
Krishnan,"Jewish Center of Jackson Heights, Inc.",,111681124,20000,"To provide concerts, lectures, educational activities, classes, and cultural performances for local seniors, as well as supporting costs for operating expenses and staff support."
Carr,"Jewish Community Center of Staten Island, Inc.",,135562256,11000,"Funds will enhance and expand current programming, including case management, referrals, nutrition, education and recreation."
Borelli,"Jewish Community Center of Staten Island, Inc.",Senior Olympics,135562256,5000,Funds will support Senior Olympics.
Hanks,"Jewish Community Center of Staten Island, Inc.",Stapleton Older Adult Center,135562256,10000,"Funds will provide for an Outreach Coordinator at Stapleton Older Adult Center. Ossé Jewish Community Council of Greater Coney Island, Inc."
,"Funds will provide for an Outreach Coordinator at Stapleton Older Adult Center. Ossé Jewish Community Council of Greater Coney Island, Inc.",,112665181,5000,Funds will be used to support senior transportation services in Council District 36.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Homecare Program,112665181,20000,Funding to support the expenses related to Senior Citizen Homecare programming and Services.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Jay Harama Senior Center,112665181,5000,"Funding to support various programming, activities and services at Jay Harama Senior Center."
Kagan,"Jewish Community Council of Greater Coney Island, Inc.",Marlboro Older Adult Center,112665181,8000,Funds will be used to support our Marlboro Older Adult Center's Healthy Aging services.
Louis,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Program - Council District 45,112665181,5000,"Funds will be used to support our Older Adult Center programs such as educational/recreational classes, home delivered meals and congregate meals at JCCGCI Older Adult Centers."
Brannan,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation,112665181,5000,Funding to support Senior Citizen Transportation for residents of Council District 43.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Senior Food Program,112665181,7500,"Funds to support seniors in need services, food pantry and home delivered meals program."
Hanif,"Jewish Community Council of Greater Coney Island, Inc.",Senior Programming - Council District 39,112665181,5000,"Funds will be used to support education and wellness programs for seniors. Avilés Jewish Community Council of Greater Coney Island, Inc. - Senior Transportation - Council District 38"
,"Funds will be used to support education and wellness programs for seniors. Avilés Jewish Community Council of Greater Coney Island, Inc.",Senior Transportation - Council District 38,112665181,5000,Funds will provide both individual and group trips for frail elderly transporting them to medical and non-medical essential services and appointments.
Vernikov,"Jewish Community Council of Greater Coney Island, Inc.",Senior Transportation Program,112665181,7500,Funding to support senior transportation program which transports seniors of medical and non-medical appointments.
Ariola,"Jewish Community Council of the Rockaway Peninsula, Inc.",,112425813,13500,Funds will be used to support Kosher Client Choice Food Pantry especially for senior clients and Holocaust survivors.
Abreu,Jewish Home Lifecare Manhattan,,131624033,5000,Funding to support Geriatrics Career Development in Council District 7.
Sanchez,"Kingsbridge Heights Community Center, Inc.",KHCConnect,132813809,15000,Funds will be used to support KHCC's resource and case management programs.
Farias,Kips Bay Boys & Girls Club,Castle Hill Senior Center,131623850,20000,"Funds will support staffing and senior events, programming, and activities at Castle Hill Senior Center. Page 14 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Hanks,"Korean American Senior Citizens Association of New York, Inc.",Korean American Senior Empowerment,133959398,5000,Funds will support program costs for senior services.
Ung,"Korean American Senior Citizens Society of Greater New York, Inc.",Korean American Senior Services,112455396,5000,To support Korean American senior case assistance and senior programming for residents in Council District 20.
Ung,"Korean Community Services of Metropolitan New York, Inc.",Flushing Older Adult Center - Nutrition Program,237348989,14000,"To fund programmatic and operation costs of the congregate meals, case assistance, education and recreation, and other senior programming for residents in Council District 20."
Paladino,"Korean Community Services of Metropolitan New York, Inc.",Social Service Program,237348989,10000,"Funds will support expenses for social adult day care in Council District 19. Gutiérrez La Nueva Esperanza, Inc."
,"Funds will support expenses for social adult day care in Council District 19. Gutiérrez La Nueva Esperanza, Inc.",,204393724,5000,To provide services to seniors suffering with substance abuse and/or HIV/AIDS.
Menin,"Lenox Hill Neighborhood House, Inc.",,131628180,17500,"To support the East Side Case Management Consortium, the Center at Lenox Hill Neighborhood House and the Support Our Seniors programing."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Center at Saint Peter's Church,131628180,15000,"Funding will support the Senior Center at Saint Peter's Church, which serves seniors annually with diverse meal, intellectual, health and social programs."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Transportation,131628180,5000,Funding will support transportation for seniors to programs at the Center.
Carr,"Lifestyles for the Disabled, Inc.",,133740011,18000,"Funding will be used for the operational costs to provide meals, movie nights, art classes, and other entertaining activities throughout the year to Staten Island seniors."
Hanks,"Lifestyles for the Disabled, Inc.",,133740011,10000,"Funds will support operational costs to provide meals, movie nights, art classes, and other entertaining activities to seniors in Council District 49."
Borelli,"Lifestyles for the Disabled, Inc.",Horticulture Program,133740011,12500,Funding to support remarkable horticulture program.
Hanif,Masbia of Boro Park,,263851559,9500,Funding to support expenses associated with the operation and maintenance of the Senior Soup Kitchen and Food Pantry.
Holden,"Maspeth Town Hall, Inc.",Senior Programming,237259702,7000,"Funds to be used for staff support, programming, activities and trips for seniors in Council District 30."
Carr,"Meals on Wheels of Staten Island, Inc.",,132894978,10000,Funds will be used to help support the Meals on Wheel Nutrition Services.
Bottcher,"Medicare Rights Center, Inc.",,133505372,5000,Funding to support a Medicare Education and Enrollment Town Hall in Council District 3.
Lee,"Medicare Rights Center, Inc.",,133505372,5500,To fund Town Hall Enrollment and Outreach in Council District 23.
Menin,"Medicare Rights Center, Inc.",,133505372,8000,"Funding to support a Town HalEnrollment and Outreach Day in City Council District 5, educating residents on state and federal Medicare-related benefits and follow up to assist with completing applications."
Powers,"Medicare Rights Center, Inc.",Council District 4,133505372,5000,Funding will support community presentations in Council District 4 about how to access and enroll in Medicare programs.
Brewer,"Medicare Rights Center, Inc.",Education & Enrollment Virtual Town Hall,133505372,5000,Funds will support Education and Enrollment Virtual Town Hall programming and services.
Brannan,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Town Hall,133505372,5000,To fund Medicare Education and Enrollment Town Hall in Council District 43; educating hundreds of constituents on state and federal Medicare-related benefits. Page 15 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Hudson,"Medicare Rights Center, Inc.",Medicare Education and Enrollment Virtual Town Hall,133505372,5000,To fund Medicare education town halls in Council District 35.
Sanchez,"Mekong, Inc.",Social Services Assistance Program,800834777,10000,Funds will be used to provide access to essential in-language social services for Southeast Asian women and seniors in Council District 14.
Williams,"Merrill Park Civic Association of Springfield Gardens, Inc.",Robert Couche Senior Center,112304928,5000,Funds will be used to support the cost associated with senior programming.
Abreu,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,7500,"Funding to support senior clients secure government benefits and entitlements, including counseling, financial assistance and emergency food in Council District 7."
Ariola,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,17500,This funding will support district based senior services.
Borelli,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,15000,Funding to senior home repair program for Council District 51 constituents.
Krishnan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,"Funding for case workers to assist senior clients facing evictions, medical payments and various other services for seniors."
Brannan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair Program,132738818,7500,Funds will be used to support SeniorRepair Program.
Restler,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Social Services for Seniors - Council District 33,132738818,5000,"Funds will be used to support staff who help seniors obtain counseling, government benefits and entitlements, financial assistance and emergency food in Council District 33."
Abreu,"Morningside Retirement and Health Services, Inc.",,136206256,7500,Funding to support the Morningside Retirement and Health Services NORC program.
Velazquez,"Morris Park Community Association, Inc.",,237429900,8000,"Funding to support general expenses as well as senior transportation services, and outings for seniors."
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",Creative Aging,133622107,20000,"To foster advanced level skill-building with a comprehensive curriculum and culminating events, and active living promotion, which serves as a preventative measure for a health-related disease and decline."
Sanchez,"Mosholu-Montefiore Community Center, Inc.",Fort Independence Social Club,133622107,20000,Funds will be used to support programming and teaching arts at Fort Independence Social Club.
De La Rosa,"Mosholu-Montefiore Community Center, Inc.",Marble Hill Senior Citizen Center,133622107,15000,To Support programming of Marble Hill Senior Center.
Menin,Moving For Life,,465251831,7000,"To fund dance, stretch, and movement classes for seniors in Council District 5."
Menin,Moving For Life,,465251831,9000,To support a Senior Fitness classes weekly in Council District 5 for fall and spring that introduce seniors to athletic activities in a supportive and social environment.
Hanks,"Mt. Sinai Center for Community Enrichment, Inc.",,134082027,15000,Funds will support senior services in the 49th Council District.
Yeger,"Nachas Health and Family Network, Inc.",,113067201,5000,"Funds will support a comprehensive senior program, including detailed case management sessions resulting in entitlement procurement, including client prescreening, etc. Page 16 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Williams,National Sorority PHI DLTA KPPA BTA OMCRN CHPT BG SSTR ED ACTN SRV CTR,,112501517,5000,Funds will be used to support senior program including meals and recreational activities.
Krishnan,"Neighborhood Housing Services of Queens CDC, Inc.",,471267077,5000,To fund informational programming about home ownership and senior citizens assistance programs.
Farias,"Neighborhood Self Help by Older Persons Project, Inc.",,133077047,15000,"Funding will support the senior center's hybrid model of in-person and virtual recreational, educational and nutrition activities at SHOPP Soundview Older Adult Social Club/Center"
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Casa Boricua Senior Center - Council District 17,133077047,10000,Funds will support senior activities and events at Casa Boricua Senior Center.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Douglass Leon Senior Center - Council District 17,133077047,15000,Funds will support senior activities and events at Douglass Leon Senior Center.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Lafayette Estates NORC - Council District 17,133077047,15000,Funds will support senior activities and events at Lafayette Estates NORC Supportive Services program.
Carr,"New York City Verrazano 10-13 Association, Inc.",,134151778,5000,"Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops."
Borelli,"New York City Verrazano 10-13 Association, Inc.",Senior Programs - Council District 51,134151778,5000,Funding to support senior programs in Council District 51.
Menin,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,To support the Home Sharing and Respite Care Program for residents in Council District 5.
Rivera,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,Funds will support New York Foundation for Senior Citizens programs and operations in Council District 2.
De La Rosa,"New York Foundation for Senior Citizens, Inc.",Dyckman Senior Center,132618568,15000,To support programming at the Dyckman Senior Center.
Brewer,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,2500,Funds will support Home Sharing and Respite Care Program.
Narcisse,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,5000,Funds will be used to provide services to seniors in the Council District 46.
Powers,"New York Foundation for Senior Citizens, Inc.",Home Sharing/Respite Care Program,132618568,5000,"Funding will support the Home Sharing/Respite Care program, which provides home care assistance to seniors in Council District 4."
Marte,"New York Foundation for Senior Citizens, Inc.",LaGuardia Senior Center,132618568,7500,"The funds requested will be used to WiFi the centers, which will enhance and expand LaGuardia Senior Center's health promotion, social and recreational programs and services."
Marte,"New York Foundation for Senior Citizens, Inc.",Mott Street Senior Center,132618568,7500,"The funds requested will be used to WiFi the centers, which will enhance and expand Mott Street Senior Center's health promotion, social and recreational programs and services."
Holden,"New York Irish Center, Inc.",Senior Program,550869151,3000,Funds to be used to support programs and services for seniors.
Won,"New York Irish Center, Inc.",Senior Wellness & Socialization Program,550869151,8000,Funding will supplement activities for seniors such as communal dining lunch to seniors and computer training for seniors.
Hanif,New York Memory Center,Council District 39,112713960,5000,"Funding to support Social Adult Dementia Day Services, Transportation, Staff and Volunteer Trainings. Page 17 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Hanif,New York Memory Center,Council District 39 Participatory Budgeting,112713960,2500,"Funds will provide Social Dementia Day Services, Transportation, Staff, Volunteer and student training and Senior Shoppers."
Brannan,"NIA Community Services Network, Inc.",,112697931,31000,"Funding to support NIA Senior Recreation, Assistance, and Support Services."
Kagan,"NIA Community Services Network, Inc.","Senior Recreation, Assistance, & Support Services - Council District 47",112697931,10000,Funds will be used to provide comprehensive services for seniors that include healthy- aging and arts programming.
Borelli,"Noble Maritime Collection, The",,133351673,10000,Funding will support arts programming and support for seniors in Council District 51.
Velazquez,Northeast Bronx Senior Citizens Inc,,132759045,15000,"Funds will be used for general operating expenses, as well as physical education, meal, and computer literacy programs."
Vernikov,"Ohel Children's Home and Family Services, Inc.",,116078704,5000,Funding to support a variety of district based senior services.
Kagan,"Ohel Children's Home and Family Services, Inc.",Support Our Survivors,116078704,10000,"To provide a variety of services to older adults including in-home visiting mental health counseling, outpatient mental health counseling, lifetime care services, Medicaid special needs trust services, and case management."
Abreu,"Older Adults Technology Services (OATS), Inc.",,550882599,5000,Funding to support digital/virtual literacy and technology training for older adults in Council District 7.
Bottcher,"Older Adults Technology Services (OATS), Inc.",,550882599,5000,The requested funds will be used to support core program services.
Menin,"Older Adults Technology Services (OATS), Inc.",,550882599,10000,"To fund a free community-based programming for older adults including technology- training and certification classes, workshops & special events, in Council District 5. Ossé Older Adults Technology Services (OATS), Inc."
,"To fund a free community-based programming for older adults including technology- training and certification classes, workshops & special events, in Council District 5. Ossé Older Adults Technology Services (OATS), Inc.",,550882599,10000,Funding for technology literacy programs for seniors.
Hanif,"Older Adults Technology Services (OATS), Inc.",Council District 39,550882599,7500,Funding to support Digital Literal and Technology Training for seniors.
Powers,"Older Adults Technology Services (OATS), Inc.",Council District 4,550882599,10000,Funding will support technology-based programming and training sessions to older New Yorkers in Council District 4.
Brannan,"Older Adults Technology Services (OATS), Inc.",Council District 43,550882599,4000,Funding to support Digital/Virtual Literacy and Technology Training for Older Adults in Council District 43.
Mealy,"Older Adults Technology Services (OATS), Inc.",Digital/Virtual Literacy and Technology Training for Older Adults,550882599,5000,"Funds will support development of training curriculum designed especially for older learners and their devices, delivery of training and access to telephone hotline support."
Ayala,"Older Adults Technology Services (OATS), Inc.",Literacy & Technology - East Harlem,550882599,5000,"To provide funding to support digital literacy and technology training for seniors in Council District 8. Gutiérrez Peter Cardella Senior Citizen Center, Inc."
,"To provide funding to support digital literacy and technology training for seniors in Council District 8. Gutiérrez Peter Cardella Senior Citizen Center, Inc.",,112328536,10000,"To support operation, maintenance and programming at multi-service senior center facility. Gutiérrez Peter Cardella Senior Citizen Center, Inc. - Meals on Wheels -"
Queens,Community Districts 2,,112328536,5000,"To support, operate and maintain a meals on wheels program serving Queens Community Districts 2. Gutiérrez Peter Cardella Senior Citizen Center, Inc. - Meals on Wheels -"
Queens,Community Districts 5,,112328536,5000,"To support, operate and maintain a meals on wheels program serving Queens Community Districts 5."
Holden,"Peter Cardella Senior Citizen Center, Inc.",Senior Programming,112328536,25000,"Funding to support the lunch program, entitlement and benefit case assistance, info/referral services, education, recreation, health promotion and socialization programs. Page 18 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Salamanca,"Phipps Neighborhoods, Inc.",La Casa de Felicidad - Council District 17,132707665,10000,Funding to support programming and activities for La Casa de Felicidad Senior program.
Rivera,"Phipps Neighborhoods, Inc.",Phipps NORC,132707665,10000,Funds will support the Phipps NORC's programs and operations.
Feliz,"Phipps Neighborhoods, Inc.",West Farms Senior Program,132707665,25000,Funds will support Phipps Neighborhoods Senior Program at West Farms.
