member,organization,program,ein,amount,agency,purpose
Dinowitz,Bronx County Historical Society,,136153378,10000,DCLA,Funding to support historical society programming and public events in Council District 11.
Marmorato,"Bronx County Organization, Inc.",Council District 13,882955988,25000,DYCD,Funds to support Veteran programs and events in Council District 13 in conjunction with the local American Legion chapters and Veteran support groups.
Speaker,"Bronx Defenders, The",The Bronx Cannabis Hub,133931074,100000,DSS/HRA,"Funding will support the Bronx Cannabis Hub, including legal assistance and providing information to the local community."
Salamanca,"Bronx Documentary Center, The",Council District 17,452403312,10000,DCLA,Funding to support general programming and exhibitions.
Feliz,"Bronx Filmmakers Collective, Inc.",Movie Programs - Council District 15,820886241,5000,DYCD,Funding will go towards Junior Script lab program and free movie screenings in Council District 15.
Speaker,"Sanchez Bronx Health Link, Inc., The",Bronx Doula Access Project,134045022,50000,DHMH,"Funding to support capacity development, additional Doula support services and outreach to increase the number of women and families served in hopes of reducing the numbers of maternal & infant mortality in the Bronx."
Speaker,"Bronx House, Inc.","Tween/Teen Program, College Prep Program",131739935,50000,DYCD,"Funding would provide high quality teen/tween programming while expanding the College Prep program. Services include social emotional based programs, sports, arts & crafts and college readiness."
Stevens,"Bronx Museum of the Arts, The",Community Engagement - Council District 16,132709368,10000,DCLA,"Funding will support the free community, public and education programs in Council District 16."
Stevens,"Bronx Museum of the Arts, The",Group Visits Program - Tours & Workshops,132709368,10000,DCLA,Funding will support Group Visits Program for organizations and schools in Council District 16.
Riley,"Bronx Neighborhood Housing Services CDC, Inc., The",Housing Services - Council District 12,471006046,60000,HPD,"funds to be used to promote home ownership, aid in housing preservation and host community events in Council District 12."
Dinowitz,"Bronx Opera Company, Inc.",Mainstage Productions & Opera-in-the-Schools,237170675,15000,DCLA,Funding to support mainstage productions and in-schools programming in Council District 11.
Riley,"Bronx River Alliance, Inc.",Community Engagement - Council District 12,753001587,10000,DYCD,Funds to be used for community engagement activities in Council District 12. Page 41 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Feliz,"Bronx River Alliance, Inc.",Community Outreach - Council District 15,753001587,5000,DPR,Funds will go towards organizing community events and outreach efforts.
Dinowitz,"Bronx River Art Center, Inc.",,133261148,5000,DCLA,"Funding to support art center programming, including exhibitions and artists studios, in Council District 11."
Dinowitz,Bronx School for Music Inc.,Musical Instruction - Council District 11,854066770,5000,DYCD,Funding to support music instruction and lessons in Council District 11.
Stevens,"BronxWorks, Inc.",Swim Scholarships - Council District 16,133254484,10000,DYCD,Funds will be used to provide swim scholarships to residents of Council District 16.
Mealy,"Brookdale Hospital Medical Center, The",OBH @ Your Door,111631746,25000,DHMH,"Funds will support ""OBH@Your Door,"" a senior educational program designed to address a range of health topics relevant to seniors, including cardiology, diabetes, orthopedics, and more."
Joseph,Brooklyn Academy of Music,Senior Programs & Education Initiative - Council District 40,112201344,5000,DCLA,"Funding will support partnerships with Council District 40 senior centers to provide free programming, as well as subsidized tickets for youth in Council District 40."
Hanif,Brooklyn Alliance of Neighborhood Gardens Land Trust,,274620010,5000,DYCD,Funds will be used for maintaining property liability and insurance; pay for water and maintenance; supplement promotional costs for events and public outreach promoting utilization of green spaces.
Osse,"Brooklyn Alliance, Inc.",,112145956,12500,SBS,Funding for Chamber on the Go services in District 36.
Zhuang,"Brooklyn Alliance, Inc.",BID Process Support - 8th Ave,112145956,10000,SBS,Funding for 8th Ave BID process support in Council District 43.
Mealy,"Brooklyn Alliance, Inc.",Council District 41,112145956,5000,SBS,Funds will support Merchant Promotion and Support in Council District 41.
Carr,"Brooklyn Alliance, Inc.",Council District 50,112145956,5000,DYCD,Funds to be used to help support business corridors in the 50Th Council District.
Brannan,"Brooklyn Animal Action, Inc.",TNR & Animal Rescue,271454911,5000,DHMH,To support trap-neuter-return of feral cats and other animal rescue expenses.
Hanif,"Brooklyn Arts Council, Inc.",,237072915,10000,DCLA,"To support arts programs and services for artists, cultural groups, and residents."
Brannan,"Brooklyn Arts Council, Inc.",Community Arts Programming - Council District 47,237072915,5000,DCLA,"Funds will sustain Brooklyn Arts Council’s operations and to support arts programs and services for artists, cultural groups, and residents throughout Council District 47."
Restler,"Brooklyn Arts Council, Inc.",Council District 33,237072915,3000,DCLA,"To support arts programs and services for artists, cultural groups, and residents in Council District 33."
Louis,"Brooklyn Arts Council, Inc.",Council District 45,237072915,10000,DCLA,Funds will be used to support arts programs and services for seniors in Council District 45 including Arts in Education programs.
Hudson,"Brooklyn Arts Council, Inc.",Programs & Services - Council District 35,237072915,5000,DCLA,"Funding to support programs for Brooklyn artists, cultural groups, and residents through Arts in Education and Creative Coalitions initiative."
Hudson,"Brooklyn Arts Exchange, Inc.",Equity & Access Youth Initiatives - Council District 35,113071458,10000,DCLA,To support equity and arts access youth initiatives in Council District 35.
Hudson,"Brooklyn Ballet, Inc.",Brooklyn Nutcracker & In-School ELEVATE Residency Program,020569320,5000,DCLA,"Funding will support the organization's production of ""The Brooklyn Nutcracker"" and in- school ELEVATE residency program in MS 353 Elijah Stroud Middle School and/or PS 241."
Aviles,"Brooklyn Book Bodega, Inc.",Equity & Life Outcomes with Book Ownership,833811732,10000,DYCD,Funds to support social and education programming in the area and Book Hub operations.
Mealy,"Brooklyn Book Festival, Inc.",Book Festival with Children's Day & Bookend Events,465328190,5000,DCLA,"Funds will support programming and promotion of its flagship Festival Day & Literary Marketplace, BKBF Children’s Day, Virtual Festival Day and to expand its Brooklyn- based Bookend Events. Page 42 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Banks,"Brooklyn Bridge Animal Welfare Coalition, Inc.",Council District 42,261482964,5000,DHMH,Funds will support a local spay/neuter and rescue services program for homeless and free-roaming cats in District 42.
Brannan,"Brooklyn Bridge Animal Welfare Coalition, Inc.",Free Spay/Neuter and Care for Pet Cats - Council District 47,261482964,5000,DHMH,To support free spay/neuter and vaccinations for cats owned by NYCHA Coney Island Houses residents in Council District 47.
Restler,"Brooklyn Bridge Park Boathouse, Inc.",Family Paddle Programing & Kayak Skills/Safety Training - Council District 33,274101859,5000,DYCD,To support Family Paddle Programing and Kayak Skills/Safety Training in Council District 33.
Louis,Brooklyn Center for Quality Life,Council District 45,262651830,10000,DHMH,Funds will be used to support Health Initiatives in Council District 45.
Joseph,Brooklyn Center for Quality Life,Social Services - Council District 40,262651830,5000,DYCD,"Funding will support immigration forums, fitness classes, health fairs, and community food distribution in Council District 40."
Hanif,Brooklyn Children's Museum Corporation,,112495664,5000,DCLA,Funding to support public cultural programming.
Louis,Brooklyn Children's Museum Corporation,Council District 45,112495664,5000,DCLA,Funds will be used to support free admissions in Council District 45 and related operating expenses.
Hudson,Brooklyn Children's Museum Corporation,Title I Schools Group Field Trips - Council District 35,112495664,5000,DCLA,Funding to support the cost of field trips to BCM for young people in Council District 35 and related operating expenses.
Hanif,Brooklyn Community Board #12,,136400434,2500,BKCB,Funding to support general operating expenses including costs of translation and interpretation services.
Joseph,Brooklyn Community Board #12,Council District 40,136400434,2500,BKCB,Funds will be used to support Community Board 12’s general operating expenses.
Vernikov,Brooklyn Community Board #13,,136400434,1500,BKCB,Funds to support general operating expenses.
Joseph,Brooklyn Community Board #14,Council District 40,136400434,5000,BKCB,Funds will be used to support Community Board 14’s general operating expenses.
Nurse,Brooklyn Community Board #16,Brooklyn Community Board #16,136400434,3000,BKCB,"Funds will support general operating expenses, programming and community engagement."
Joseph,Brooklyn Community Board #17,Council District 40,136400434,5000,BKCB,Funds will be used to support Community Board 17’s general operating expenses.
Restler,Brooklyn Community Board #2,,136400434,3000,BKCB,Funding to support operating expenses for Community Board 2.
Hudson,Brooklyn Community Board #2,Operational Support,136400434,3000,BKCB,Funding to support operating expenses for Brooklyn Community Board 2.
Nurse,Brooklyn Community Board #4,Brooklyn Community Board #4,136400434,5000,BKCB,"Funds will support general operating expenses, programming and community engagement."
Nurse,Brooklyn Community Board #5,Brooklyn Community Board #5,136400434,5000,BKCB,"Funds will support general operating expenses, programming and community engagement."
Hanif,Brooklyn Community Board #6,,136400434,2500,BKCB,Funding to support general operating expenses including costs of translation and interpretation services.
Hanif,Brooklyn Community Board #7,,136400434,2500,BKCB,To support general operating expenses including cost of translation and interpretation services.
Joseph,Brooklyn Community Board #7,Council District 40,136400434,2500,BKCB,Funds will be used to support Community Board 7’s general operating expenses.
Hudson,Brooklyn Community Board #8,Operational Support,136400434,3000,BKCB,Funding to support operating expenses for Brooklyn Community Board 8.
Joseph,Brooklyn Community Board #9,Council District 40,136400434,5000,BKCB,Funds will be used to support Community Board 9’s general operating expenses.
Hudson,Brooklyn Community Board #9,Operational Support,136400434,3000,BKCB,Funding to support operating expenses for Brooklyn Community Board 9. Page 43 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Osse,"Brooklyn Community Pride Center, Inc.",,262214534,5000,DYCD,Funding for LGBTQ+ Community Services in District 36.
Restler,"Brooklyn Community Pride Center, Inc.",Council District 33,262214534,5000,DYCD,Funds to support LGBTQ+ programs and services in Council District 33.
Louis,"Brooklyn Community Pride Center, Inc.",Council District 45,262214534,5000,DYCD,Funds will be used to support health and wellness programs.
Gutierrez,"Brooklyn Community Pride Center, Inc.",LGBTQ+ Community Services - Council District 34,262214534,5000,DYCD,Funding will support LGBTQ+ Community Services in Council District 34.
Speaker,"LGBTQIA+ Brooklyn Community Pride Center, Inc.",LGBTQIA+ Mental & Behavioral Health Services,262214534,50000,DHMH,Funding to support LGBTQIA+ mental and behavioral health services in Brooklyn.
Joseph,"Brooklyn Emerge, Inc.",Council District 40,851491905,10000,DSS/HRA,Funding will be used to support Halal Meal Share program to address food insecurity in the community
Zhuang,"Brooklyn Emerge, Inc.",Food Pantry - Council District 43,851491905,5000,DYCD,Funding to support Food Pantry Services in Council District 43.
Restler,"Brooklyn Greenway Initiative, Inc.",Summer Brooklyn Greenway Engagement Events - Council District 33,203283721,5000,DYCD,To provide Summer Brooklyn Greenway Engagement Events in Council District 33.
Restler,"Brooklyn Heights Association, Inc.",,111504005,10000,DYCD,"To support community events and improve open spaces, including Adam Yauch and Hillside dog runs, in Council District 33."
Osse,Brooklyn Legal Services Corporation A,,132605599,15000,DSS/HRA,Funding for legal housing services in District 36 and funding for deed theft prevention workshops.
Speaker,Brooklyn Legal Services Corporation A,,132605599,350000,DSS/HRA,"To support the Preserving Affordable Housing Program, including legal representation, advice/services, and legal education to vulnerable populations. Funds will be used to support staff, and program-related expenses."
Louis,Brooklyn Legal Services Corporation A,Legal Services - Council District 45,132605599,6000,DSS/HRAF,unds will be used to support legal services in Council District 45.
Sanchez,Brooklyn Legal Services Corporation A,Small Business Support - Council District 14,132605599,10000,SBS,"Funds will support commercial lease assistance program for small businesses along the Kingsbridge, Tremont, Burnside and Fordham business corridors and fight displacement."
Banks,"Brooklyn Legal Services, Inc.",Support Our Older Adults Direct Legal Services Program - Council District 42,132605605,5000,DSS/HRA,Funding will provide comprehensive legal assistance to Older Adults (60 and older) in Council District 42 in partnership with NYC Aging.
Louis,"Brooklyn Level Up, Inc.",Council District 45,851148315,5000,DYCD,Funds will be used to support mental health professionals provide guidance and support for the community dealing with the trauma of systemic racism and loss in Council District 45
Banks,"Brooklyn Multi-Service Community Center, Corp.",Council District 42,811829990,10000,DYCD,"Funds will support a series of community events aimed at fostering unity, cultural celebration, and community service for local area adults and seniors."
Restler,Brooklyn Museum,Arts Education - Public School 038 The Pacific (15K038),111672743,5000,DCLA,To support arts education partnership at Public School 38K.
Joseph,"Brooklyn Perinatal Network, Inc.",Council District 40,133428222,5000,DSS/HRA,Funding will be used to provide a continuum of care promoting health and wellness for women
Hanif,Brooklyn Public Library,,111904261,6900,BPL,Funds will be used for BPL funding and backpack giveaway funding.
Restler,Brooklyn Queens Conservatory of Music,Music Partners & Music Therapy - Council District 33,111532426,2000,DCLA,"Funding to support Music Education, Music Therapy, and Public Events in Council District 33."
Joseph,Brooklyn Queens Conservatory of Music,Music Partners & Music Therapy - Council District 40,111532426,5000,DCLA,Funding will support Brooklyn Conservatory of Music programming in Council District 40. Page 44 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Narcisse,Brooklyn Queens Conservatory of Music,Music Therapy - Council District 46,111532426,15000,DCLA,Funds will be used to provide music therapy for people with autism spectrum disorder.
Mealy,Brooklyn Rescue Mission Urban Harvest Center,Food Pantry,320019367,20000,DYCD,Funds will support Food Pantry services.
Hudson,"Brooklyn Steppers, Inc., The",Music & Fitness Programming - Council District 35,271223035,5000,DCLA,"Funding for music programming for young people and older adults in Council District 35, including students at P.S. 316K Elijah Stroud (17K316)."
Zhuang,"Brooklyn Sunset Park Lions Club, Corp",Community Services,472994664,7500,DYCD,Funding for community services at the sunset park lions club.
Vernikov,"Brooklyn USA Sports Association, Inc.",Council District 48,811070700,5000,DYCD,"To support youth basketball clinics, events, and educational programming in Council District 48."
Hanif,"Brooklyn Youth Chorus Academy, Inc.",Cobble Hill,113129249,5000,DCLA,Funding to support operating expenses associated with expanding the Choral Music Education Financial Aid Initiative at the Cobble Hill location.
Brannan,"BrooklynONE Productions, Inc.",Performing Arts Productions - Council District 47,460692076,7000,DYCD,To support performing arts programs in Council District 47.
De La Rosa,"Brotherhood Sister Sol, Inc., The",Environmental Program - Council District 10,133857387,5000,DYCD,To support BroSis Environmental Programming in Council District 10.
Ariola,"Brothers Helping, Inc.",Council District 32,863176916,5000,DYCD,Funds will be used to help homeless Veterans in Council District 32.
Holden,"Brothers Helping, Inc.",Homeless Veterans - Council District 30,863176916,7500,DYCD,Funds to assist homeless veterans in Council District 30.
Banks,"Brownsville Heritage House, Inc.",Council District 42,112552201,5000,DYCD,Funds will be used to support programming and purchase supplies for a writers program and a series of live entertainment events.
Banks,"Brownsville Think Tank Matters, Inc.",Violence Reduction - Council District 42,472440990,5500,DYCD,"Funds will provide Violence Reduction to promote unity and inclusivity in Council District 42 youth programming, sport and athletics."
De La Rosa,"Building for the Arts NY, Inc.",Music & The Brain,132852371,5000,DCLA,To support Music and the Brain programming in Council District 10.
Ayala,Building Skills NY,Construction Career Accelerator - Council District 8,455146915,5000,DYCD,"Funds will be used to provide skills acquisition and job advancement in general construction and specialty trades, including Carpentry, Electrical, Plumbing, and HVAC."
Nurse,Bushwick Workshop Space,Mayday Space & Community Programming,471841469,20000,DYCD,"Funds will provide general support, including but not limited to justice-oriented community programming, immigrant rights, and climate justice."
Holden,"Business Outreach Center Network, Inc.",Business Support - Council District 30,113306111,7000,SBS,"Funds to be used for business, industrial promotion and development in Council District 30."
Brooks-Powers,"Business Outreach Center Network, Inc.",Council District 31,113306111,5000,SBS,"Funds would be used to provide financial education, business planning and financing workshops, coupled with one-on-one counseling and access to credit for entrepreneurs and small business owners in Council District 31."
Hudson,"Business Outreach Center Network, Inc.",Microenterprise & Small Business Development Services - Council District 35,113306111,5000,SBS,"Funding to support business workshops, 1-on-1 counseling, Microenterprise, Small Business Development Services, and Child Care Business Development Project."
Adams,"Butterflies By Blaq, Inc.",Custom Cranial Prosthesis Program,454874876,10000,DYCD,"Funds will support the collection, creation, storage and wig making training programs."
Speaker,"Brannan C.I. Youth Alive, Inc.",Music & Performing Arts for Youth,510602645,20000,DYCD,To support cultural education and performance programming for youth in music and dance.
Brannan,"C.I. Youth Alive, Inc.",Music & Performing Arts for Youth - Council District 47,510602645,5000,DYCD,To support cultural education and performance programming for youth in music and dance.
Restler,"Cadman Park Conservancy, Inc.",,452063716,5000,DPR,To support educational community events for Cadman Park in Council District 33.
Ung,"CAIPA Foundation, Inc.",Mental Health Seminars & Workshops - Council District 20,262791755,5000,DFTA,Funds to support mental health seminars and workshops for older adults in Council District 20. Page 45 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Zhuang,"CAIPA Foundation, Inc.",Senior Health Services,262791755,5000,DFTA,"Funding for the AAPI Older Adults Health Initiative by CAIPA Foundation, Inc in Council District 43."
Salaam,"CAMBA, Inc.",,112480339,10000,DYCD,To provide support to families who are victims of various societal economic jeopardy and are living in supportive housing facilities.
Speaker,"Nurse CAMBA, Inc.",,112480339,50000,DYCD,"To provide funding support to prevent future gun violence and provides a variety of supportive services, including job training programs and access to employment, legal and therapeutic services, and school conflict mediation."
Joseph,"CAMBA, Inc.",Beyond Hunger Emergency Food Pantry - Council District 40,112480339,10000,DYCD,Funding will be used to provide food pantry services in Council District 40
Banks,"CAMBA, Inc.",Cornerstone Community Center,112480339,10000,DYCD,Funds will support the day to day operations of the CAMBA Cornerstone Community Center located at the Louis Pink Houses.
Restler,"CAMBA, Inc.",Council District 33,112480339,5000,DSS/HRA,Funds to support shelter operations at Brooklyn Heights Synagogue and Plymouth Church in Council District 33.
Hanks,"Camelot of Staten Island, Inc.",,237091329,5000,DHMH,Funding will support raising awareness of the opioid epidemic on Staten Island.
Osse,"Campaign Against Hunger, Inc., The",,200934854,10000,DYCD,Funding for Wellness Wednesday food distribution for District 36.
Speaker,"BLAC, Brooklyn, Brooks-Powers, Narcisse Campaign Against Hunger, Inc., The",,200934854,275000,DYCD,"Funding to support the continuation, expansion and enhancement of programming. Funding will enable providing additional food, fresh produce, healthy initiatives workshops and benefit access services."
Brooks-Powers,"Campaign Against Hunger, Inc., The",Council District 31,200934854,10000,DYCD,"Funding will support food distribution for the following locations: Hammels NYCHA Development, Beach 41st NYCHA Development, RedFern NYCHA Development, and Council Member Selvena N. Brooks-Powers' Laurelton District 31 Office."
Carr,Canvas Institute,,824902021,5000,DCLA,Funding to be used for programming and operational costs.
Stevens,Cardinal McCloskey School and Home for Children,Bronx Drop-In Center for Homeless & Runaway Youth,131740443,5871,DYCD,"Funds will be support services for runaway, homeless youth at the Sunrise Drop-In Center."
Yeger,"Care For Special Needs Children Foundation, Inc.",,472616448,12000,DHMH,"Funds will be used to support families with autistic children, sibling and parent awareness, information and social skills."
Joseph,"Caribbean American Chamber of Commerce and Industry, Inc.",Council District 40,112903423,7000,SBS,Funds will support a continuation of our supplemental sanitation program as well as small business outreach in Council District 40.
Brooks-Powers,"Caribbean American Society of New York, Inc.",Council District 31,452796896,5000,DYCD,Funding to support STEM education programming for students in Council District 31.
Krishnan,"Caribbean Equality Project, Inc., The",,472806715,5000,DYCD,Funds will be used to support the production costs of LGBTQ+ Caribbean exhibit.
Schulman,"Caribbean Equality Project, Inc., The",Queens Unchained: Caribbean LGBTQ+ Support Group,472806715,5000,DYCD,"To support programming to create a healing space for intergenerational dialogue with topics aimed to end stigma, build healthier relationships, celebrate diversity, promote empowerment, and foster family acceptance."
Adams,"Caribbean Equality Project, Inc., The",Unchained Queens,472806715,5000,DYCD,Funds will support the monthly meetings of peer culture outreach and support to the LGBTQ community.
Joseph,"Caribbean Women's Health Association, Inc.",CFB-HIV Faith-Based Initiative - Council District 40,133323168,10000,DHMH,"Funds will support a variety of HIV Prevention Education services by conducting outreach in community based settings, including venue based, event based and street based outreach in Central Brooklyn."
Joseph,"CaribBeing, Inc.",Be Caribbeing - Council District 40,455192099,10000,DCLA,Funding will support cultural programming in District 40.
Louis,"CaribBeing, Inc.",Council District 45,455192099,5000,DCLA,Funds will be used to support programs in Council District 45. Page 46 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,"Carnegie Hall Corporation, The",,131923626,5000,DCLA,Funding will support free summer concerts at Bryant Park in Council District 4.
Bottcher,"Carnegie Hall Corporation, The",Council District 3,131923626,5000,DCLA,Funds will support partnerships with NYC schools and community venues in Council District 3.
Hudson,"Carnegie Hall Corporation, The",Council District 35,131923626,5000,DCLA,To support programming in Council District 35 Schools.
Salaam,"Carnegie Hall Corporation, The",Council District 9,131923626,5000,DCLA,Provide high quality music education in NYC schools in Council District 9.
De La Rosa,"Carnegie Hall Corporation, The",Music Education - Council District 10,131923626,5000,DCLA,Funding to support Carnegie Hall Music education program in Council District 10.
Menin,"Carnegie Hill Neighbors, Inc.",,133300409,6000,SBS,To support the development of a Business Improvement in Council District 5.
Hanif,Carroll Gardens Association Incorporated,Know Your Rights Campaign - Council District 39,112573432,5000,SBS,To support know your rights campaign for domestic workers in Council District 39.
Hanks,"Casa Belvedere, The Italian Cultural Foundation",Nonno's Community Garden - Council District 49,264411728,5000,DCLA,Funding will support Nonno's Community Garden at Casa Belvedere.
Powers,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,DSS/HRA,Funding will support legal representation to immigrant children who have fled violence in Central America and are facing removal (deportation) proceedings in New York's immigration court.
De La Rosa,"Catholic Charities Community Services, Archdiocese of New York",Anti-violence Program in Washington Heights/Inwood,135562185,9000,DYCD,Funds to support anti-violence programming in Council District 10.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",Back to School Program - Council District 17,135562185,20000,DYCD,Funding to be utilized for back to school programs in Council District 17.
Ayala,"Catholic Charities Community Services, Archdiocese of New York",Community & Social Services Program - Betance Houses,135562185,10000,DSS/HRA,To provide funding to support the Community and Social Services program at Betance Houses.
Riley,"Catholic Charities Community Services, Archdiocese of New York",Diaper Bank - HomeBase II and IV Sites & Community Engagement Program - Council District 12,135562185,45000,DYCD,Funds to be used to purchase diapers at HomeBase II and IV sites for Council District 12 residents and to support Community Engagement Program in Council District 12.
Speaker,"Catholic Charities Community Services, Archdiocese of New York",Diaper Bank at CCCS’ HomeBase II and IV sites,135562185,25000,DYCD,Funds to be used to purchase diapers at HomeBase II and IV sites and provide them to residents in Council District 12.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",South Bronx Food Pantry - Council District 17,135562185,15000,DYCD,Funding to support general operating expenses for South Bronx Food Pantry.
Caban,"Catholic Charities Neighborhood Services, Inc.",Adult ESOL Queens,112047151,15000,DYCD,Funding will be used to defray the costs of the ESOL program in Council District 22 including health and mental health support.
Schulman,"Catholic Charities Neighborhood Services, Inc.",Ozone Park Older Adult Center - Council District 29,112047151,5000,DFTA,"Funds will be used to support education, recreation, health promotion activities, case assistance, supplies and transportation for seniors at the Ozone Park Older Adult Center and throughout Council District 29."
Mealy,"Catholic Charities Neighborhood Services, Inc.",Riverway Older Adult Center,112047151,5000,DFTA,"Funds will be used to support educational & recreational and health promotion activities and to subsidize utilities, transportation service, and to provide supplies and general support to operate the program."
Vernikov,"Catholic Migration Services, Inc.",,112634818,5000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services."
Won,"Catholic Migration Services, Inc.",Immigration Legal Services,112634818,10000,DSS/HRA,"Funding to support outreach to low-income New Yorkers, particularly immigrants, and provide legal services. Page 47 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Restler,"CAVE Organization, Inc.",Public Performances & Education Programs - Council District 33,043763314,2000,DCLA,"To support movement classes, professional development, and provide wellness opportunities for Council District 33."
Salaam,"CEC Stuyvesant Cove, Inc.",,522440116,5000,DYCD,"Funds to provide participating youth with K-12 environmental education, and workforce training and placement."
Restler,"CEC Stuyvesant Cove, Inc.",Green Workforce Training Program - Council District 33,522440116,5000,DYCD,Funds will support Green Workforce Training Program in Council District 33.
Speaker,"Narcisse, Powers CEC Stuyvesant Cove, Inc.",Solar One,522440116,75000,DYCD,"Funding will support management, coordination, and delivery of programs including the Green Design Lab, Green Workforce Training Program, Here Comes Solar, and Stuyvesant Cove Park."
Brewer,"Center at West Park, The",Inclusion Concert,814802422,10000,DYCD,The funds will be used to organize and host an inclusive teen concert at The Center at West Park.
Hanif,"Center for Anti-Violence Education (CAE), Inc., The",Safety Trainings for School Communities,112444676,4500,DYCD,Funds will support safety trainings for school communities in District 39.
Marte,"Center for Appellate Litigation, Inc.",Council District 1,113360488,5000,DYCD,"Funding will support BBB’s mission which is to provide free reading materials to indigent, incarcerated individuals and to advocate for policies that support their access to information."
Ayala,"Center for Comprehensive Health Practice, Inc.",Opioid Overdose Prevention Program,133484329,5000,DHMH,"To provide funding for CCHP's Powers Project, which aims to reduce opioid-related overdoses in NYC."
Banks,Center for Educational Innovation,Council District 42,134113613,5000,DYCD,Funding will support the Project BOOST® academic support and enrichment program for youths in Council District 42.
Ayala,Center for Educational Innovation,Project Boost,134113613,5000,DYCD,To support programming for Student Academic and Enrichment Programs.
Osse,Center for Employment Opportunities,,133843322,5000,DYCD,Funding for CEO's re-entry and job training programs.
Aviles,"Center for Family Life in Sunset Park, Inc.",School-Based Programs,851058164,41000,DYCD,Funds will provide access to programs and resources to constituents of Council District 38.
Caban,Center for Family Representation,Right to Family and Home for Good,510419496,6500,DYCD,Funds will be used to defray the cost of providing legal services for disadvantaged families in Council District 22.
Bottcher,"Center for Jewish History, Inc., The",,133863344,5000,DYCD,Funding will help CJH's efforts to combat antisemitism
Restler,"Center for Law and Human Values, Inc.",Action Lab & Fellowship Program,133085049,5000,DYCD,To support the Action Lab programming in Council District 33.
Gutierrez,"Center for Law and Human Values, Inc.",Tenant Organizing - Council District 34,133085049,5000,DYCD,Funding will support Tenant Organizing in Council District 34.
Nurse,"Center for Law and Human Values, Inc.",Tenant Organizing Initiative - Council District 37,133085049,20000,DYCD,Funding to support tenant organizing activities and trainings in Council District 37.
Caban,"Center for the Integration and Advancement of New Americans (CIANA), Inc.",After-School Homework Help,743184835,20000,DYCD,Funds for tutoring to support low-income children coming from different cultural backgrounds to address educational difficulties like language barriers.
Paladino,"Center for the Women of New York, Inc., The",Women's Empowerment Program,112876688,7500,DYCD,"Funding will support program, train volunteers and services for food stamps, domestic violence and legal services."
Ayala,"Center for Urban Pedagogy, Inc.",City Studies - International Community High School (07X334),113625306,5000,DYCD,To provide funding for the City Studies program at the international Community High School in Mott Haven (07X334).
Caban,"Central Astoria Local Development Coalition, Inc.",Commercial Revitalization,112652331,37000,SBS,Funds will be used to promote the local business thoroughfare.
Caban,"Central Astoria Local Development Coalition, Inc.",Community Programs,112652331,36500,DCLA,"Funding will be used to support the annual Waterfront Concert series, Independence Day celebration, and Halloween festival."
Schulman,"Central Queens Jewish Community Circle, Inc.",Community Wellness & Gift Packages,832963670,5000,DYCD,Funds will be used to support Wellness Webinars and Gift Packages for Holidays.
De La Rosa,"Centro Civico Cultural Dominicano, Inc.",,134027383,5000,DCLA,To support Centro Civico's programming in Council District 10. Page 48 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Williams,"CGE LAB, Inc.",,824810947,5000,DYCD,Funds will be used to support academic and recreational afterschool program in the 27th Council District.
Paladino,"Chabad of Northeastern Queens, Inc.",Chabad Community Center,113207716,22500,DYCD,"Funding will assist in the ongoing operations at the Community Center, including after- school programming, programs, classes and services."
Ung,"Chabad of Northeastern Queens, Inc.",Smile on Seniors - Chabad Community Center,113207716,5000,DFTA,To fund senior programming at the Chabad Community Center.
Gennaro,Chabad of Queens College,,202070019,10000,DYCD,"Funds will be used to develop and implement a counselling network of professionals and community leaders to help students, young married couples and young professionals navigate challenges. Funds will also facilitate cultural and social programs."
Louis,"Chai Lifeline, Inc.",Council District 45,112940331,5000,DHMH,Funds will be used support programmatic efforts in Council District 45.
Lee,"Chamber of Commerce Borough of Queens, Inc.",,110559220,10000,SBS,Funds will be used to support Small Business Programming in Council District 23.
Holden,"Chamber of Commerce Borough of Queens, Inc.",Business Support - Council District 30,110559220,9500,SBS,Funds to enhance and strengthen community and economic ties in Council District 30.
Schulman,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources - Council District 29,110559220,10000,SBS,"To promote economic development, job creation and retention, and community investment in Council District 29."
