scope,year,file,line,column,ein,ein_printed,amount,name,host_ein,host_amount,present_any_year,present_same_year
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,241,organization,132645436,13-2645436,150000,"Fortune Society, The",135598710,83000,14,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,246,organization,132663328,13-2663328,83000,"Puerto Rican Orgnz To Motivate Enlighten & Serve Addicts, Inc.",132946970,125000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,248,organization,112047151,11-2047151,31103,Catholic Charities Neighborhood Services,111733454,76103,18,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,249,organization,132608325,13-2608325,189103,"Epilepsy Institute, The",133306195,249103,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,249,organization,135562204,13-5562204,27103,"Greenwich House, Inc.",133306195,249103,16,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,249,organization,135562412,13-5562412,38103,Hamilton-Madison House,133306195,249103,10,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,250,organization,133087407,13-3087407,36103,Inwood Community Services,135564937,132103,8,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,250,organization,510204121,51-0204121,204103,Jamaica Service Program for Older Adults (JSPOA),135564937,132103,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,organization,112241326,11-2241326,106103,Long Island Jewish Medical Center,135596746,194103,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,organization,112700062,11-2700062,60103,Mental Health Providers of Western Queens,135596746,194103,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,organization,131740114,13-1740114,70429,Montefiore Medical Center,135596746,194103,16,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,253,organization,112542430,11-2542430,132103,PSCH (Kingsboro Psychiatric Center),135623279,107103,10,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,253,organization,133724008,13-3724008,92107,St. Ann's Corner of Harm Reduction,135623279,107103,18,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,253,organization,132997301,13-2997301,41103,St. Luke's-Roosevelt Hospital Center,135623279,107103,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,258,organization,112047151,11-2047151,86000,Catholic Charities Neighborhood Services,136202692,86000,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,262,organization,131624070,13-1624070,81000,Lenox Hill Hospital,131628180,86000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,264,organization,131930700,13-1930700,118000,Riverdale Mental Health Association,237357997,122000,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,267,organization,237406410,23-7406410,63000,SBH Community Service Network (Sephardic Bikur Cholim),131740122,82000,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,267,organization,132947657,13-2947657,86000,Services and Advocacy for GLBT Elders (SAGE),131740122,82000,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,270,organization,134154068,13-4154068,50000,Amida Care,135564937,100000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,270,organization,141397918,14-1397918,50000,Astor Services for Children & Families,135564937,100000,9,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,270,organization,112047151,11-2047151,50000,Catholic Charities Neighborhood Services,135564937,100000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,277,organization,135562191,13-5562191,95000,"Children's Aid Society, The",133149298,47295,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,277,organization,132729071,13-2729071,85000,"Coalition of Behavioral Health Agencies, The",133149298,47295,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,277,organization,135562204,13-5562204,50000,Greenwich House,133149298,47295,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,278,organization,131930700,13-1930700,50000,Riverdale Mental Health Association,133164464,297000,18,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,282,organization,133593806,13-3593806,50000,Sakhi for South Asian Women,020694269,50000,34,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,283,organization,131623910,13-1623910,20000,"Blue Card, Inc., The",111633484,120000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,288,organization,112642641,11-2642641,120000,"Pesach Tikvah-Hope Development, Inc.",237172152,80000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,289,organization,113071518,11-3071518,80000,"Samuel Field YM & YWHA, Inc.",112986161,120000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,289,organization,131624178,13-1624178,165000,"Selfhelp Community Services, Inc.",112986161,120000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,294,organization,112932528,11-2932528,56132,Emerald Isle Immigration Center,132738818,247765,16,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,295,organization,132947657,13-2947657,1200000,"Services and Advocacy for GLBT Elders (SAGE), Inc.",112375583,300000,8,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,306,organization,135562412,13-5562412,95000,"Hamilton Madison, Inc.",131628180,95000,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,310,organization,131624178,13-1624178,95000,"Selfhelp Community Services, Inc.",510189327,95000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,314,organization,042261109,04-2261109,170000,Third Sector New England,113560625,200000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,316,organization,472787706,47-2787706,50000,Staten Island Community Job Center,135562185,50000,10,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,318,organization,113317234,11-3317234,88855,"ACCION East, Inc.",133591350,66450,18,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,318,organization,202381186,20-2381186,30925,"Brooklyn Kings County Hispanic Chamber Of Commerce, Inc.",133591350,66450,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,organization,371443165,37-1443165,60750,"New Bronx Chamber of Commerce, The",133187792,85500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,organization,134016593,13-4016593,77833,"Manhattan Chamber of Commerce Foundation, Inc.",133187792,85500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,organization,110559220,11-0559220,64167,Queens Chamber of Commerce,133187792,85500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,organization,134069282,13-4069282,41105,"Staten Island Chamber of Commerce Foundation, Inc.",133187792,85500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,326,organization,113317234,11-3317234,64500,"ACCION East, Inc.",133187792,85500,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,327,organization,116083182,11-6083182,85500,Bedford Stuyvesant Restoration Corporation,113306111,106750,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,328,organization,112903423,11-2903423,85500,"Caribbean American Chamber of Commerce and Industry, Inc.",133591350,64500,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,329,organization,112436149,11-2436149,43250,Queens Economic Development Corporation,136400434,184500,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,organization,112777066,11-2777066,382000,SCO Family of Services,861096987,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,organization,201828936,20-1828936,234000,Green Worker. Inc.,861096987,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,organization,042628399,04-2628399,234000,ICA Group,861096987,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,organization,202264584,20-2264584,234000,"Working World, The (TWW)",861096987,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,330,organization,113344389,11-3344389,94000,Make the Road New York,861096987,84500,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,331,organization,275265123,27-5265123,155000,Democracy at Work Institute (DAWI),113306111,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,331,organization,465245034,46-5245034,148000,NYC Network of Worker Cooperatives (NYCNOWC),113306111,84500,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,331,organization,452201993,45-2201993,84000,"Commonwise Education, Inc.",113306111,84500,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,335,organization,042261109,04-2261109,66000,Third Sector New England,136400434,105000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,336,organization,133505428,13-3505428,200000,"New York Legal Assistance Group, Inc.",132600199,150000,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,337,organization,133793337,13-3793337,25000,United War Veterans Council,133213525,50000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,344,organization,132997764,13-2997764,150000,"Development Outreach, Inc.",131623989,406000,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,organization,542068797,54-2068797,210000,Jewish Institute of Queens,112799128,84000,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,organization,135562301,13-5562301,263200,NYC Mission Society,112799128,84000,6,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,organization,132675560,13-2675560,126000,"Southeast Bronx Neighborhood Centers, Inc.",112799128,84000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,345,organization,131943516,13-1943516,134400,"Strycker’s Bay Neighborhood Council, Inc.",112799128,84000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,346,organization,133680286,13-3680286,100000,"Armory Foundation, The",043697166,50000,4,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,346,organization,133945168,13-3945168,50000,"Figure Skating in East Harlem, Inc.",043697166,50000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,347,organization,542115054,54-2115054,100000,"Girls Write Now, Inc.",113427213,100000,2,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,352,organization,455576128,45-5576128,328800,"Historic Tappen Park Community Partnership, Inc.",132972415,328800,0,0
q1_organization,FY2017,data/fy17/schedule_c/fy17_schedule_c_awards.csv,355,organization,132736022,13-2736022,29000,Young Men’s Christian Association of Greater New York,131624228,427000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,11,organization,264164117,264164117,10000,00 Funds will support AAFE's senior care center in District 1. Menchaca Asian Community United Society Inc.,651209580,8000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,12,organization,132745303,132745303,30000,"00 Funds will be used to support the ""Senior Stars"" Theater Program Page 1 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Cohen Bedford Park Multi-Service Center for Senior Citizens, Inc.",113199040,19000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,31,organization,237072915,237072915,10500,"00 To provide funding for the Senior Healthy Eating and Wellness program at E. Roberts Moore Senior Center. Williams Brooklyn Arts Council, Inc.",111630780,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,31,organization,237072915,237072915,9500,"Funds will be used to support Brooklyn Arts Council in providing programs and services for senior residents throughout District 45 and the Borough of Brooklyn. Lander Brooklyn Arts Council, Inc.",111630780,5000,3,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,38,organization,262214534,262214534,6500,"00 To provide Eldercare programming and outreach. Cumbo Brooklyn Community Pride Center, Inc.",262214534,10000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,organization,112480945,112480945,6000,"00 Funding to provide operating support for the Brooklyn Pride parade, festival, 5k run, cultural events, entertainment and/other cultural events. Miller Calvary Baptist Church",132720248,6000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,organization,112480945,112480945,6000,"Funding will provide computer equipment, supplies and other consumables for seniors and youth who utilize the program. Miller Calvary Baptist Church",132720248,6000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,39,organization,112480945,112480945,11000,"Funds will be used to take trips to the movies, theatres, tours, museums, places of interest and spend quality time with grandchildren. CD28 Calvary Baptist Church",132720248,6000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,84,organization,133608860,133608860,5000,"00 Funds will support purchase of materials and supplies for events and office equipment as needed. Rodriguez COTHOA Luncheon Club, Inc.",112864728,2000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,organization,753046891,753046891,7000,"00 Funds will be used to support COJO in assisting seniors through support services including benefit enrollment, crisis intervention; emergency assistance, home care, and insurance enrollment with in- house health insurance navigator as needed. Williams Council of Peoples Organization, Inc.",237390996,5000,5,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,organization,753046891,753046891,3500,"Funding will be used to provide unemployed individuals over the age of 55 who have Medicaid or Medicare with lunch 5 days a week. Lander Council of Peoples Organization, Inc.",237390996,5000,1,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,86,organization,132967277,132967277,5000,"Funding to support general operating and programming costs. Chin Council of Senior Centers and Services of NYC, Inc.",237390996,5000,9,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,89,organization,112322490,112322490,15000,00 Funding to support the food pantry and center providing crucial services to seniors and the community Eugene Crown Heights Preservation Committee Corporation,112297647,76875,1,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,89,organization,112322490,112322490,20000,"Funding to support senior programming and activities including ESL classes, computer classes, and trips, and to defray the cost of wheel chair accessible senior bus. Cumbo Crown Heights Preservation Committee Corporation",112297647,76875,3,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,113,organization,112772287,112772287,18375,"00 To support Encores Home Delivered Meals Program, delivering meals to homebound seniors living on the Westside of midtown Manhattan. Eugene Fenimore Senior Center, Inc.",132666921,10000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,115,organization,203244567,203244567,7000,"00 To support a healthy aging program, including classes in martial arts, salsa, line dance, Zumba, and Wii fitness. Williams Flatbush Shomrim Safety Patrol, Inc.",112300840,15000,10,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,115,organization,203244567,203244567,15000,"Funds will be used to support FSSP in providing assistance programs for the elderly as well as awareness programs regarding anti-terrorism and medical concerns. The funding also supports assistance in case of emergencies such as natural disasters. Deutsch Flatbush Shomrim Safety Patrol, Inc.",112300840,15000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,132,organization,112791048,112791048,10000,"00 Funding for activities and services that meet the psychosocial, health and financial needs of community seniors at the Grand Coalition of Seniors (GSC) Senior Center. Vallone Greater Whitestone Taxpayers Community Center, Inc.",135562204,25000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,137,organization,112648501,112648501,7000,"00 Funding to support the Buddy2Buddy peer support program Williams Haitian Centers Council, Inc.",135562412,25000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,148,organization,237237927,237237927,9000,"00 Funding will go towards coordination of art exhibitions and related programming; Mitzvah day, a celebration of volunteerism; aerobic exercise classes; and a Thanksgiving multicultural festival. Lander Heights and Hills, Inc.",111630807,3500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,148,organization,237237927,237237927,17000,"To provide funding support for the Heights and Hills Case Management Program. Levin Heights and Hills, Inc.",111630807,3500,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,148,organization,237237927,237237927,6000,"To provide in-home case management services. Cornegy Heights and Hills, Inc.",111630807,3500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,148,organization,237237927,237237927,9000,"Funding to support the Case Management Program which currently provides ongoing in-home case management services homebound seniors in Brooklyn. Lander Heights and Hills, Inc.",111630807,3500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,148,organization,237237927,237237927,7000,"Funding for supplies and to support health management, education, recreation, arts and technology programming. Cumbo Heights and Hills, Inc.",111630807,3500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,173,organization,510204121,510204121,35000,"00 Funds granted to the Riis Senior Center support a program which served residents aged 60 and above who benefit from meal service, transportation, activities and casework assistance. CD28 Jamaica Service Program for Older Adults, Inc. (JSPOA)",131624148,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,230,organization,133694790,133694790,8000,00 Funding for the Elder Mentor program in Manhattan nursing home to enhance the hands-on career experience. Johnson Jews for Racial and Economic Justice,510506762,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,232,organization,132619576,132619576,35000,"00 Funding to support the senior program that provides meals, case management, exercise, arts crafts, cultural events, education and nutrition classes at Castle Hill Senior Center. Cabrera Kittay House, Jewish Home Lifecare (D/B/A The New Jewish Home, Kittay Apartments)",133959398,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,283,organization,112741128,112741128,8500,"00 Funds will be used for general operating expenses, van maintenance, printing and supplies. Vallone North Flushing Senior Center, Inc.",134131325,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,300,organization,112744700,112744700,11500,"00 To support educational/recreational activities to be led by exercise/dance, nutrition and lecture classes/workshops. The funding will also provide health screenings and fall prevention, and technology programs. Vallone Queens Interagency Council on the Aging, Inc.",237172152,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,304,organization,111817497,111817497,5000,,111752021,3000,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,322,organization,050607283,050607283,25000,"00 Funds to support programming, special events as well as provide operational support at the Saratoga Square Senior Center Crowley Ridgewood Older Adult Center and Services, Inc.",237357997,40000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,333,organization,112164803,112164803,3000,"00 To support Amigas project, which addresses the unmet needs of low- income, elderly immigrant residents in Sunset Park. Funds will be used for staff, group activities, supplies and travel related to the project. Deutsch Seabreeze Jewish Center",237444790,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,344,organization,112347331,112347331,5000,"00 Funding will support a range of classes, including art, Tai Chi, yoga, ESL, and computers, as well as transportation for elderly. Lander Senior Citizens League of Flatbush, Inc.",132947616,5000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,375,organization,111642727,111642727,16000,"00 To fund transportation, luncheons, and holiday event for seniors. Eugene St. Mark's United Methodist Church",111646313,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,376,organization,111714878,111714878,5000,"00 Funding to support expenses related to community programming and events including materials, supplies and outreach. Lancman St. Nicholas of Tolentine",510192170,7500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,organization,131943516,131943516,5000,"00 To fund seminars and workshops, research, and support networks to help LGBTQ seniors build financial literacy skills, plan for financial and health challenges, protect assets, and create an LGBTQ-affirming network of vendors and volunteers. Rosenthal Strycker's Bay Neighborhood Council, Inc.",510189327,6500,9,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,organization,112733344,112733344,5000,"Funds will support the services and activities related to the Senior breakfast program. Espinal Sumner Houses Tenants Association, Inc.",510189327,6500,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,388,organization,112733344,112733344,6750,"Funding will support senior programming and meals Cornegy Sumner Houses Tenants Association, Inc.",510189327,6500,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,396,organization,131624210,131624210,6000,"00 Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support. Cornegy VISIONS/Services for the Blind and Visually Impaired",131624210,5000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_appendix_a_aging.csv,402,organization,371469320,371469320,3500,"00 Funding will support the operating costs of Vocal Ease's program, which provides volunteer musical performances for seniors at hospitals, nursing homes and senior centers. Rodriguez Vocal Ease, Inc.",371469320,3000,4,1
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,2,organization,472375867,47-2375867,2150000,A&G Early Child Care Community Network Inc.,136400434,481197,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,4,organization,132732818,13-2732818,709605,"Bethany Day Nursery, Inc.",111630780,350000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,5,organization,112347180,11-2347180,1448669,"Conselyea St. Block Association, Inc.",112300840,587058,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,organization,112302049,11-2302049,1136000,"Gan Day Care Center, Inc.",132686694,1158786,10,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,organization,131860451,13-1860451,273875,"Leake and Watts Services, Inc",132686694,1158786,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,organization,135623279,13-5623279,325000,"Staten Island Mental Health Society, Inc. Head Start Program",132686694,1158786,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,6,organization,131992185,13-1992185,275000,West Side Montessori School,132686694,1158786,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,13,organization,237175609,23-7175609,1146340,"EAC, Inc.",132645436,393850,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,18,organization,132814327,13-2814327,50000,"National Association on Drug Abuse Problems, Inc.",271041447,50000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,23,organization,132969182,13-2969182,132000,"Urban Youth Alliance International, Inc.",135596836,625200,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,24,organization,261385792,26-1385792,109000,"Bronx Freedom Fund, Inc.",131941627,150000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,27,organization,136171197,13-6171197,150000,Icahn School of Medicine at Mount Sinai,132946970,748000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,27,organization,311702032,31-1702032,150000,New York City Alliance Against Sexual Assault,132946970,748000,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,28,organization,133083068,13-3083068,175000,"Community Healthcare Network, Inc.",132612524,52935,8,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,30,organization,134150972,13-4150972,125000,Girls Educational and Mentoring Services,133286250,175000,8,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,30,organization,136171197,13-6171197,75000,Icahn School of Medicine at Mount Sinai,133286250,175000,14,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,38,organization,112336154,11-2336154,123200,"Billie Holiday Theatre, Inc.",112972441,14600,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,38,organization,510135262,51-0135262,123200,"Black Spectrum Theatre Company, Inc.",112972441,14600,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,39,organization,112393789,11-2393789,29800,"Chinese Theater Works, Inc.",134046782,29800,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,40,organization,134181617,13-4181617,14600,"Creative Ammo, Inc.",133116643,29800,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,41,organization,132874863,13-2874863,29800,"Fiji Theatre Company, Inc.",133248928,37100,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,42,organization,770608611,77-0608611,14600,"LaMicro Theater, Inc.",113344389,29800,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,43,organization,133607832,13-3607832,29800,Ma-Yi Filipino Theatre Ensemble,133486145,14600,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,43,organization,132988157,13-2988157,29800,"Mind Builders Creative Arts Center, Inc.",133486145,14600,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,44,organization,132632596,13-2632596,123200,"National Black Theatre Workshop, Inc.",136216904,113200,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,47,organization,113427470,11-3427470,14600,"Nia Theatrical Production Company, Inc.",132894709,29800,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,organization,264705999,26-4705999,29800,"People's Theatre Project, Inc.",133929841,14600,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,organization,133765140,13-3765140,29800,"Point Community Development Corporation, The",133929841,14600,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,48,organization,201407519,20-1407519,14600,"Rising Circle Theater Collective, Inc.",133929841,14600,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,50,organization,113210593,11-3210593,113200,"Society of the Educational Arts, Inc.",133805585,29800,6,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,50,organization,141885605,14-1885605,14600,"Take Wing and Soar Productions, Inc.",133805585,29800,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,55,organization,133698610,13-3698610,14600,"Yangtze Repertory Theatre of America, Inc.",134158092,14600,2,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,58,organization,133688519,13-3688519,100000,"Her Justice, Inc.",133193119,125000,4,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,67,organization,210634479,21-0634479,207000,Educational Testing Service,112614265,33000,0,0
q1_organization,FY2018,data/fy18/schedule_c/fy18_schedule_c_awards.csv,77,organization,134004600,13-4004600,1550000,"ExpandED Schools, Inc.",136400434,750000,22,0
